=============================================================
 starting episode: 100/2000
Client connected on 3109..............
Ep:100 step:0(64193), a_t=[s= 1.00, t= 1.000000, b= 0.000001], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  15224.45, epsilon=  0.813, speed=  0.20, gear= 1, damage= 0.00
Ep:160 step:280(78746), a_t=[s=-1.00, t= 1.000000, b= 0.637256], r_t=[r= 0.23, prog= 0.25, pen=-0.02, r_old= 0.23], Reward=  5658.94 /  5658.94 /  24766.61, epsilon=  0.785, speed=  0.08, gear= 1, damage= 0.00
Ep:160 step:300(78766), a_t=[s=-1.00, t= 1.000000, b= 0.638510], r_t=[r= 0.42, prog= 0.46, pen=-0.04, r_old= 0.42], Reward=  5661.77 /  5661.77 /  24766.61, epsilon=  0.785, speed=  0.15, gear= 1, damage= 0.00
Ep:160 step:320(78786), a_t=[s=-1.00, t= 1.000000, b= 0.642968], r_t=[r= 0.22, prog= 0.24, pen=-0.02, r_old= 0.22], Reward=  5664.31 /  5664.31 /  24766.61, epsilon=  0.785, speed=  0.08, gear= 1, damage= 0.00
Ep:160 step:340(78806), a_t=[s=-1.00, t= 1.000000, b= 0.658582], r_t=[r=-0.19, prog=-0.19, pen= 0.00, r_old=-0.19], Reward=  5663.30 /  5663.30 /  24766.61, epsilon=  0.785, speed= -0.06, gear= 1, damage= 0.00
Ep:160 step:360(78826), a_t=[s=-1.00, t= 1.000000, b= 0.649409], r_t=[r= 0.37, prog= 0.41, pen=-0.04, r_old= 0.37], Reward=  5665.64 /  5665.64 /  24766.61, epsilon=  0.785, speed=  0.14, gear= 1, damage= 0.00
Ep:160 step:380(78846), a_t=[s=-1.00, t= 1.000000, b= 0.641952], r_t=[r=-0.17, prog=-0.17, pen= 0.00, r_old=-0.17], Reward=  5667.89 /  5667.89 /  24766.61, epsilon=  0.785, speed= -0.06, gear= 1, damage= 0.00
Ep:160 step:400(78866), a_t=[s=-1.00, t= 1.000000, b= 0.643353], r_t=[r= 0.03, prog= 0.04, pen=-0.00, r_old= 0.03], Reward=  5670.29 /  5670.29 /  24766.61, epsilon=  0.785, speed=  0.01, gear= 1, damage= 0.00
Ep:160 step:420(78886), a_t=[s=-1.00, t= 1.000000, b= 0.642555], r_t=[r= 0.00, prog= 0.00, pen=-0.00, r_old= 0.00], Reward=  5672.41 /  5672.41 /  24766.61, epsilon=  0.785, speed=  0.00, gear= 1, damage= 0.00
Ep:160 step:440(78906), a_t=[s=-1.00, t= 1.000000, b= 0.653367], r_t=[r=-0.27, prog=-0.27, pen= 0.01, r_old=-0.27], Reward=  5675.64 /  5675.64 /  24766.61, epsilon=  0.785, speed= -0.09, gear= 1, damage= 0.00
Ep:160 step:460(78926), a_t=[s=-1.00, t= 1.000000, b= 0.659991], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  5678.25 /  5678.25 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:480(78946), a_t=[s=-1.00, t= 1.000000, b= 0.662109], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  5679.99 /  5679.99 /  24766.61, epsilon=  0.785, speed=  0.03, gear= 1, damage= 0.00
Ep:160 step:500(78966), a_t=[s=-1.00, t= 1.000000, b= 0.652825], r_t=[r=-0.06, prog=-0.06, pen= 0.00, r_old=-0.06], Reward=  5680.21 /  5680.21 /  24766.61, epsilon=  0.785, speed= -0.02, gear= 1, damage= 0.00
Ep:160 step:520(78986), a_t=[s=-1.00, t= 1.000000, b= 0.662431], r_t=[r= 0.07, prog= 0.08, pen=-0.01, r_old= 0.07], Reward=  5683.01 /  5683.01 /  24766.61, epsilon=  0.785, speed=  0.03, gear= 1, damage= 0.00
Ep:160 step:540(79006), a_t=[s=-1.00, t= 1.000000, b= 0.659444], r_t=[r= 0.29, prog= 0.33, pen=-0.03, r_old= 0.29], Reward=  5686.42 /  5686.42 /  24766.61, epsilon=  0.785, speed=  0.11, gear= 1, damage= 0.00
Ep:160 step:560(79026), a_t=[s=-1.00, t= 1.000000, b= 0.662071], r_t=[r= 0.21, prog= 0.23, pen=-0.02, r_old= 0.21], Reward=  5688.20 /  5688.20 /  24766.61, epsilon=  0.785, speed=  0.08, gear= 1, damage= 0.00
Ep:160 step:580(79046), a_t=[s=-1.00, t= 1.000000, b= 0.668394], r_t=[r=-0.24, prog=-0.25, pen= 0.01, r_old=-0.24], Reward=  5691.47 /  5691.47 /  24766.61, epsilon=  0.785, speed= -0.08, gear= 1, damage= 0.00
Ep:160 step:600(79066), a_t=[s=-1.00, t= 1.000000, b= 0.666471], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  5692.56 /  5692.56 /  24766.61, epsilon=  0.785, speed=  0.02, gear= 1, damage= 0.00
Ep:160 step:620(79086), a_t=[s=-1.00, t= 1.000000, b= 0.674659], r_t=[r= 0.30, prog= 0.33, pen=-0.03, r_old= 0.30], Reward=  5694.17 /  5694.17 /  24766.61, epsilon=  0.785, speed=  0.11, gear= 1, damage= 0.00
Ep:160 step:640(79106), a_t=[s=-1.00, t= 1.000000, b= 0.675770], r_t=[r= 0.42, prog= 0.46, pen=-0.04, r_old= 0.42], Reward=  5695.43 /  5695.43 /  24766.61, epsilon=  0.785, speed=  0.15, gear= 1, damage= 0.00
Ep:160 step:660(79126), a_t=[s=-1.00, t= 1.000000, b= 0.694936], r_t=[r=-0.48, prog=-0.49, pen= 0.01, r_old=-0.48], Reward=  5696.46 /  5696.46 /  24766.61, epsilon=  0.785, speed= -0.17, gear= 1, damage= 0.00
Ep:160 step:680(79146), a_t=[s=-1.00, t= 1.000000, b= 0.695859], r_t=[r= 0.06, prog= 0.06, pen=-0.01, r_old= 0.06], Reward=  5698.81 /  5698.81 /  24766.61, epsilon=  0.785, speed=  0.02, gear= 1, damage= 0.00
Ep:160 step:700(79166), a_t=[s=-1.00, t= 1.000000, b= 0.709137], r_t=[r=-0.23, prog=-0.24, pen= 0.01, r_old=-0.23], Reward=  5701.14 /  5701.14 /  24766.61, epsilon=  0.785, speed= -0.08, gear= 1, damage= 0.00
Ep:160 step:720(79186), a_t=[s=-1.00, t= 1.000000, b= 0.713628], r_t=[r= 0.10, prog= 0.11, pen=-0.01, r_old= 0.10], Reward=  5702.49 /  5702.49 /  24766.61, epsilon=  0.785, speed=  0.04, gear= 1, damage= 0.00
Ep:160 step:740(79206), a_t=[s=-1.00, t= 1.000000, b= 0.725115], r_t=[r= 0.18, prog= 0.20, pen=-0.02, r_old= 0.18], Reward=  5705.23 /  5705.23 /  24766.61, epsilon=  0.785, speed=  0.07, gear= 1, damage= 0.00
Ep:160 step:760(79226), a_t=[s=-1.00, t= 1.000000, b= 0.737720], r_t=[r=-0.18, prog=-0.19, pen= 0.00, r_old=-0.18], Reward=  5707.54 /  5707.54 /  24766.61, epsilon=  0.785, speed= -0.06, gear= 1, damage= 0.00
Ep:160 step:780(79246), a_t=[s=-1.00, t= 1.000000, b= 0.732598], r_t=[r= 0.26, prog= 0.29, pen=-0.03, r_old= 0.26], Reward=  5708.30 /  5708.30 /  24766.61, epsilon=  0.785, speed=  0.10, gear= 1, damage= 0.00
Ep:160 step:800(79266), a_t=[s=-1.00, t= 1.000000, b= 0.723887], r_t=[r= 0.24, prog= 0.27, pen=-0.03, r_old= 0.24], Reward=  5710.84 /  5710.84 /  24766.61, epsilon=  0.785, speed=  0.09, gear= 1, damage= 0.00
Ep:160 step:820(79286), a_t=[s=-1.00, t= 1.000000, b= 0.718138], r_t=[r=-0.20, prog=-0.20, pen= 0.00, r_old=-0.20], Reward=  5713.50 /  5713.50 /  24766.61, epsilon=  0.785, speed= -0.07, gear= 1, damage= 0.00
Ep:160 step:840(79306), a_t=[s=-1.00, t= 1.000000, b= 0.727346], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  5715.30 /  5715.30 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:860(79326), a_t=[s=-1.00, t= 1.000000, b= 0.723866], r_t=[r= 0.14, prog= 0.16, pen=-0.02, r_old= 0.14], Reward=  5716.49 /  5716.49 /  24766.61, epsilon=  0.785, speed=  0.05, gear= 1, damage= 0.00
Ep:160 step:880(79346), a_t=[s=-1.00, t= 1.000000, b= 0.723987], r_t=[r=-0.03, prog=-0.03, pen= 0.00, r_old=-0.03], Reward=  5716.83 /  5716.83 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:900(79366), a_t=[s=-1.00, t= 1.000000, b= 0.720846], r_t=[r=-0.13, prog=-0.13, pen= 0.00, r_old=-0.13], Reward=  5717.83 /  5717.83 /  24766.61, epsilon=  0.785, speed= -0.04, gear= 1, damage= 0.00
Ep:160 step:920(79386), a_t=[s=-1.00, t= 1.000000, b= 0.713376], r_t=[r= 0.16, prog= 0.17, pen=-0.02, r_old= 0.16], Reward=  5719.49 /  5719.49 /  24766.61, epsilon=  0.785, speed=  0.06, gear= 1, damage= 0.00
Ep:160 step:940(79406), a_t=[s=-1.00, t= 1.000000, b= 0.710916], r_t=[r= 0.24, prog= 0.27, pen=-0.03, r_old= 0.24], Reward=  5721.56 /  5721.56 /  24766.61, epsilon=  0.785, speed=  0.09, gear= 1, damage= 0.00
Ep:160 step:960(79426), a_t=[s=-1.00, t= 1.000000, b= 0.696692], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward=  5723.46 /  5723.46 /  24766.61, epsilon=  0.785, speed= -0.00, gear= 1, damage= 0.00
Ep:160 step:980(79446), a_t=[s=-1.00, t= 1.000000, b= 0.693509], r_t=[r= 0.15, prog= 0.17, pen=-0.02, r_old= 0.15], Reward=  5725.21 /  5725.21 /  24766.61, epsilon=  0.785, speed=  0.06, gear= 1, damage= 0.00
Ep:160 step:1000(79466), a_t=[s=-1.00, t= 1.000000, b= 0.692059], r_t=[r= 0.12, prog= 0.13, pen=-0.01, r_old= 0.12], Reward=  5726.69 /  5726.69 /  24766.61, epsilon=  0.785, speed=  0.04, gear= 1, damage= 0.00
Ep:160 step:1020(79486), a_t=[s=-1.00, t= 1.000000, b= 0.694602], r_t=[r= 0.52, prog= 0.57, pen=-0.06, r_old= 0.52], Reward=  5730.60 /  5730.60 /  24766.61, epsilon=  0.785, speed=  0.19, gear= 1, damage= 0.00
Ep:160 step:1040(79506), a_t=[s=-1.00, t= 1.000000, b= 0.696130], r_t=[r= 0.10, prog= 0.12, pen=-0.01, r_old= 0.10], Reward=  5731.81 /  5731.81 /  24766.61, epsilon=  0.785, speed=  0.04, gear= 1, damage= 0.00
Ep:160 step:1060(79526), a_t=[s=-1.00, t= 1.000000, b= 0.697180], r_t=[r= 0.25, prog= 0.28, pen=-0.03, r_old= 0.25], Reward=  5732.54 /  5732.54 /  24766.61, epsilon=  0.785, speed=  0.09, gear= 1, damage= 0.00
Ep:160 step:1080(79546), a_t=[s=-1.00, t= 1.000000, b= 0.707792], r_t=[r= 0.36, prog= 0.40, pen=-0.04, r_old= 0.36], Reward=  5733.64 /  5733.64 /  24766.61, epsilon=  0.785, speed=  0.14, gear= 1, damage= 0.00
Ep:160 step:1100(79566), a_t=[s=-1.00, t= 1.000000, b= 0.711155], r_t=[r= 0.06, prog= 0.06, pen=-0.01, r_old= 0.06], Reward=  5735.80 /  5735.80 /  24766.61, epsilon=  0.785, speed=  0.02, gear= 1, damage= 0.00
Ep:160 step:1120(79586), a_t=[s=-1.00, t= 1.000000, b= 0.708102], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  5738.44 /  5738.44 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:1140(79606), a_t=[s=-1.00, t= 1.000000, b= 0.708828], r_t=[r= 0.16, prog= 0.18, pen=-0.02, r_old= 0.16], Reward=  5740.22 /  5740.22 /  24766.61, epsilon=  0.785, speed=  0.06, gear= 1, damage= 0.00
Ep:160 step:1160(79626), a_t=[s=-1.00, t= 1.000000, b= 0.726966], r_t=[r= 0.45, prog= 0.50, pen=-0.05, r_old= 0.45], Reward=  5743.00 /  5743.00 /  24766.61, epsilon=  0.785, speed=  0.17, gear= 1, damage= 0.00
Ep:160 step:1180(79646), a_t=[s=-1.00, t= 1.000000, b= 0.734993], r_t=[r=-0.14, prog=-0.14, pen= 0.00, r_old=-0.14], Reward=  5745.90 /  5745.90 /  24766.61, epsilon=  0.785, speed= -0.05, gear= 1, damage= 0.00
Ep:160 step:1200(79666), a_t=[s=-1.00, t= 1.000000, b= 0.746910], r_t=[r= 0.18, prog= 0.20, pen=-0.02, r_old= 0.18], Reward=  5748.48 /  5748.48 /  24766.61, epsilon=  0.785, speed=  0.07, gear= 1, damage= 0.00
Ep:160 step:1220(79686), a_t=[s=-1.00, t= 1.000000, b= 0.753261], r_t=[r= 0.21, prog= 0.24, pen=-0.03, r_old= 0.21], Reward=  5749.77 /  5749.77 /  24766.61, epsilon=  0.785, speed=  0.08, gear= 1, damage= 0.00
Ep:160 step:1240(79706), a_t=[s=-1.00, t= 1.000000, b= 0.757851], r_t=[r= 0.13, prog= 0.15, pen=-0.02, r_old= 0.13], Reward=  5750.93 /  5750.93 /  24766.61, epsilon=  0.785, speed=  0.05, gear= 1, damage= 0.00
Ep:160 step:1260(79726), a_t=[s=-1.00, t= 1.000000, b= 0.753509], r_t=[r= 0.49, prog= 0.55, pen=-0.06, r_old= 0.49], Reward=  5752.81 /  5752.81 /  24766.61, epsilon=  0.785, speed=  0.18, gear= 1, damage= 0.00
Ep:160 step:1280(79746), a_t=[s=-1.00, t= 1.000000, b= 0.754852], r_t=[r=-0.12, prog=-0.12, pen= 0.00, r_old=-0.12], Reward=  5754.78 /  5754.78 /  24766.61, epsilon=  0.785, speed= -0.04, gear= 1, damage= 0.00
Ep:160 step:1300(79766), a_t=[s=-1.00, t= 1.000000, b= 0.763911], r_t=[r=-0.18, prog=-0.19, pen= 0.00, r_old=-0.18], Reward=  5756.06 /  5756.06 /  24766.61, epsilon=  0.785, speed= -0.06, gear= 1, damage= 0.00
Ep:160 step:1320(79786), a_t=[s=-1.00, t= 1.000000, b= 0.771477], r_t=[r= 0.32, prog= 0.36, pen=-0.04, r_old= 0.32], Reward=  5756.63 /  5756.63 /  24766.61, epsilon=  0.785, speed=  0.12, gear= 1, damage= 0.00
Ep:160 step:1340(79806), a_t=[s=-1.00, t= 1.000000, b= 0.776135], r_t=[r= 0.24, prog= 0.27, pen=-0.03, r_old= 0.24], Reward=  5757.25 /  5757.25 /  24766.61, epsilon=  0.785, speed=  0.09, gear= 1, damage= 0.00
Ep:160 step:1360(79826), a_t=[s=-1.00, t= 1.000000, b= 0.785921], r_t=[r= 0.05, prog= 0.06, pen=-0.01, r_old= 0.05], Reward=  5758.99 /  5758.99 /  24766.61, epsilon=  0.785, speed=  0.02, gear= 1, damage= 0.00
Ep:160 step:1380(79846), a_t=[s=-1.00, t= 1.000000, b= 0.797619], r_t=[r= 0.16, prog= 0.18, pen=-0.02, r_old= 0.16], Reward=  5760.80 /  5760.80 /  24766.61, epsilon=  0.785, speed=  0.06, gear= 1, damage= 0.00
Ep:160 step:1400(79866), a_t=[s=-1.00, t= 1.000000, b= 0.787582], r_t=[r= 0.20, prog= 0.22, pen=-0.03, r_old= 0.20], Reward=  5762.67 /  5762.67 /  24766.61, epsilon=  0.785, speed=  0.07, gear= 1, damage= 0.00
Ep:160 step:1420(79886), a_t=[s=-1.00, t= 1.000000, b= 0.798274], r_t=[r=-0.05, prog=-0.05, pen= 0.00, r_old=-0.05], Reward=  5763.79 /  5763.79 /  24766.61, epsilon=  0.785, speed= -0.02, gear= 1, damage= 0.00
Ep:160 step:1440(79906), a_t=[s=-1.00, t= 1.000000, b= 0.787620], r_t=[r= 0.15, prog= 0.16, pen=-0.02, r_old= 0.15], Reward=  5764.72 /  5764.72 /  24766.61, epsilon=  0.785, speed=  0.06, gear= 1, damage= 0.00
Ep:160 step:1460(79926), a_t=[s=-1.00, t= 1.000000, b= 0.786746], r_t=[r= 0.18, prog= 0.20, pen=-0.02, r_old= 0.18], Reward=  5765.02 /  5765.02 /  24766.61, epsilon=  0.785, speed=  0.07, gear= 1, damage= 0.00
Ep:160 step:1480(79946), a_t=[s=-1.00, t= 1.000000, b= 0.794704], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  5766.00 /  5766.00 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:1500(79966), a_t=[s=-1.00, t= 1.000000, b= 0.809347], r_t=[r= 0.07, prog= 0.07, pen=-0.01, r_old= 0.07], Reward=  5767.59 /  5767.59 /  24766.61, epsilon=  0.785, speed=  0.02, gear= 1, damage= 0.00
Ep:160 step:1520(79986), a_t=[s=-1.00, t= 1.000000, b= 0.811179], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5769.29 /  5769.29 /  24766.61, epsilon=  0.785, speed= -0.03, gear= 1, damage= 0.00
Ep:160 step:1540(80006), a_t=[s=-1.00, t= 1.000000, b= 0.826794], r_t=[r=-0.02, prog=-0.02, pen= 0.00, r_old=-0.02], Reward=  5770.11 /  5770.11 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:1560(80026), a_t=[s=-1.00, t= 1.000000, b= 0.838915], r_t=[r= 0.11, prog= 0.12, pen=-0.01, r_old= 0.11], Reward=  5770.93 /  5770.93 /  24766.61, epsilon=  0.785, speed=  0.04, gear= 1, damage= 0.00
Ep:160 step:1580(80046), a_t=[s=-1.00, t= 1.000000, b= 0.854830], r_t=[r=-0.01, prog=-0.01, pen= 0.00, r_old=-0.01], Reward=  5771.47 /  5771.47 /  24766.61, epsilon=  0.785, speed= -0.00, gear= 1, damage= 0.00
Ep:160 step:1600(80066), a_t=[s=-1.00, t= 1.000000, b= 0.849120], r_t=[r= 0.09, prog= 0.10, pen=-0.01, r_old= 0.09], Reward=  5772.75 /  5772.75 /  24766.61, epsilon=  0.785, speed=  0.03, gear= 1, damage= 0.00
Ep:160 step:1620(80086), a_t=[s=-1.00, t= 1.000000, b= 0.852495], r_t=[r= 0.12, prog= 0.13, pen=-0.02, r_old= 0.12], Reward=  5775.02 /  5775.02 /  24766.61, epsilon=  0.785, speed=  0.05, gear= 1, damage= 0.00
Ep:160 step:1640(80106), a_t=[s=-1.00, t= 1.000000, b= 0.868054], r_t=[r=-0.32, prog=-0.33, pen= 0.01, r_old=-0.32], Reward=  5776.71 /  5776.71 /  24766.61, epsilon=  0.785, speed= -0.11, gear= 1, damage= 0.00
Ep:160 step:1660(80126), a_t=[s=-1.00, t= 1.000000, b= 0.850490], r_t=[r=-0.02, prog=-0.03, pen= 0.00, r_old=-0.02], Reward=  5778.18 /  5778.18 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:1680(80146), a_t=[s=-1.00, t= 1.000000, b= 0.838977], r_t=[r= 0.20, prog= 0.23, pen=-0.03, r_old= 0.20], Reward=  5780.90 /  5780.90 /  24766.61, epsilon=  0.785, speed=  0.08, gear= 1, damage= 0.00
Ep:160 step:1700(80166), a_t=[s=-1.00, t= 1.000000, b= 0.856695], r_t=[r=-0.04, prog=-0.04, pen= 0.00, r_old=-0.04], Reward=  5782.40 /  5782.40 /  24766.61, epsilon=  0.785, speed= -0.01, gear= 1, damage= 0.00
Ep:160 step:1720(80186), a_t=[s=-1.00, t= 1.000000, b= 0.884489], r_t=[r=-0.20, prog=-0.21, pen= 0.00, r_old=-0.20], Reward=  5782.83 /  5782.83 /  24766.61, epsilon=  0.785, speed= -0.07, gear= 1, damage= 0.00
Ep:160 step:1740(80206), a_t=[s=-1.00, t= 1.000000, b= 0.883385], r_t=[r=-0.33, prog=-0.34, pen= 0.01, r_old=-0.33], Reward=  5783.30 /  5783.30 /  24766.61, epsilon=  0.785, speed= -0.11, gear= 1, damage= 0.00
Ep:160 step:1760(80226), a_t=[s=-1.00, t= 1.000000, b= 0.882271], r_t=[r=-0.20, prog=-0.21, pen= 0.00, r_old=-0.20], Reward=  5783.67 /  5783.67 /  24766.61, epsilon=  0.785, speed= -0.07, gear= 1, damage= 0.00
Ep:160 step:1780(80246), a_t=[s=-1.00, t= 1.000000, b= 0.880579], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward=  5783.46 /  5783.46 /  24766.61, epsilon=  0.785, speed= -0.03, gear= 1, damage= 0.00
Ep:160 step:1800(80266), a_t=[s=-1.00, t= 1.000000, b= 0.857361], r_t=[r= 0.02, prog= 0.02, pen=-0.00, r_old= 0.02], Reward=  5785.06 /  5785.06 /  24766.61, epsilon=  0.785, speed=  0.01, gear= 1, damage= 0.00
Ep:160 step:1820(80286), a_t=[s=-1.00, t= 1.000000, b= 0.853294], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward=  5786.70 /  5786.70 /  24766.61, epsilon=  0.785, speed= -0.03, gear= 1, damage= 0.00
Ep:160 step:1840(80306), a_t=[s=-1.00, t= 1.000000, b= 0.852385], r_t=[r=-0.16, prog=-0.17, pen= 0.00, r_old=-0.16], Reward=  5786.02 /  5786.02 /  24766.61, epsilon=  0.785, speed= -0.06, gear= 1, damage= 0.00
Ep:160 step:1860(80326), a_t=[s=-1.00, t= 1.000000, b= 0.857921], r_t=[r= 0.32, prog= 0.37, pen=-0.05, r_old= 0.32], Reward=  5786.90 /  5786.90 /  24766.61, epsilon=  0.785, speed=  0.12, gear= 1, damage= 0.00
Ep:160 step:1880(80346), a_t=[s=-1.00, t= 1.000000, b= 0.858698], r_t=[r=-0.25, prog=-0.26, pen= 0.00, r_old=-0.25], Reward=  5788.04 /  5788.04 /  24766.61, epsilon=  0.785, speed= -0.09, gear= 1, damage= 0.00
Ep:160 step:1900(80366), a_t=[s=-1.00, t= 1.000000, b= 0.859614], r_t=[r=-0.09, prog=-0.10, pen= 0.00, r_old=-0.09], Reward=  5789.64 /  5789.64 /  24766.61, epsilon=  0.785, speed= -0.03, gear= 1, damage= 0.00
Ep:160 step:1920(80386), a_t=[s=-1.00, t= 1.000000, b= 0.849534], r_t=[r=-0.05, prog=-0.06, pen= 0.00, r_old=-0.05], Reward=  5791.40 /  5791.40 /  24766.61, epsilon=  0.785, speed= -0.02, gear= 1, damage= 0.00
Ep:160 step:1940(80406), a_t=[s=-1.00, t= 1.000000, b= 0.846958], r_t=[r= 0.06, prog= 0.07, pen=-0.01, r_old= 0.06], Reward=  5792.05 /  5792.05 /  24766.61, epsilon=  0.785, speed=  0.02, gear= 1, damage= 0.00
Ep:160 step:1960(80426), a_t=[s=-1.00, t= 1.000000, b= 0.838741], r_t=[r= 0.08, prog= 0.09, pen=-0.01, r_old= 0.08], Reward=  5792.85 /  5792.85 /  24766.61, epsilon=  0.785, speed=  0.03, gear= 1, damage= 0.00
Ep:160 step:1980(80446), a_t=[s=-1.00, t= 1.000000, b= 0.852616], r_t=[r= 0.32, prog= 0.37, pen=-0.05, r_old= 0.32], Reward=  5793.78 /  5793.78 /  24766.61, epsilon=  0.785, speed=  0.13, gear= 1, damage= 0.00
=============================================================
 starting episode: 161/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:161 step:0(80466), a_t=[s=-0.05, t= 0.694481, b= 0.000000], r_t=[r= 0.61, prog= 0.61, pen=-0.00, r_old= 0.61], Reward=  0.61 /  0.61 /  24766.61, epsilon=  0.785, speed=  0.20, gear= 1, damage= 0.00
Ep:161 step:20(80486), a_t=[s= 1.00, t= 0.716198, b= 0.001090], r_t=[r= 165.84, prog= 187.84, pen=-22.00, r_old= 165.84], Reward=  1521.46 /  1521.46 /  24766.61, epsilon=  0.785, speed=  63.74, gear= 1, damage= 0.00
Ep:161 step:40(80506), a_t=[s=-0.71, t= 0.613713, b= 0.068045], r_t=[r= 217.62, prog= 249.81, pen=-32.18, r_old= 217.62], Reward=  5336.37 /  5336.37 /  24766.61, epsilon=  0.785, speed=  83.53, gear= 1, damage= 0.00
Ep:161 step:60(80526), a_t=[s=-0.84, t= 0.549056, b= 0.118694], r_t=[r=-37.42, prog= 35.65, pen=-73.07, r_old=-37.42], Reward=  8509.66 /  8509.66 /  24766.61, epsilon=  0.785, speed=  51.10, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 162/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:162 step:0(80529), a_t=[s= 0.86, t= 0.685403, b= 0.000000], r_t=[r= 0.31, prog= 0.31, pen=-0.00, r_old= 0.31], Reward=  0.31 /  0.31 /  24766.61, epsilon=  0.785, speed=  0.10, gear= 1, damage= 0.00
Ep:162 step:20(80549), a_t=[s= 0.67, t= 0.555631, b= 0.000000], r_t=[r= 140.27, prog= 155.57, pen=-15.29, r_old= 140.27], Reward=  1261.59 /  1261.59 /  24766.61, epsilon=  0.785, speed=  51.87, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 163/2000
Client connected on 3109..............
Ep:163 step:0(80557), a_t=[s= 0.05, t= 0.552152, b= 0.000000], r_t=[r= 0.19, prog= 0.19, pen=-0.00, r_old= 0.19], Reward=  0.19 /  0.19 /  24766.61, epsilon=  0.785, speed=  0.06, gear= 1, damage= 0.00
Ep:163 step:20(80577), a_t=[s= 0.98, t= 0.709809, b= 0.000000], r_t=[r= 148.37, prog= 162.32, pen=-13.95, r_old= 148.37], Reward=  1261.24 /  1261.24 /  24766.61, epsilon=  0.785, speed=  54.11, gear= 1, damage= 0.00
Ep:163 step:40(80597), a_t=[s=-0.34, t= 0.612990, b= 0.131752], r_t=[r= 158.52, prog= 233.83, pen=-75.31, r_old= 158.52], Reward=  4723.83 /  4723.83 /  24766.61, epsilon=  0.785, speed=  81.47, gear= 1, damage= 0.00
Ep:163 step:60(80617), a_t=[s= 1.00, t= 0.531854, b= 0.000000], r_t=[r= 180.75, prog= 245.19, pen=-64.44, r_old= 180.75], Reward=  8345.71 /  8345.71 /  24766.61, epsilon=  0.785, speed=  81.75, gear= 1, damage= 0.00
Ep:163 step:80(80637), a_t=[s=-0.81, t= 0.675727, b= 0.000000], r_t=[r= 163.10, prog= 229.57, pen=-66.46, r_old= 163.10], Reward=  11897.38 /  11897.38 /  24766.61, epsilon=  0.785, speed=  77.26, gear= 1, damage= 0.00
META = 1 ... Running backwards
Ep:163 step:100(80657), a_t=[s=-0.20, t= 0.636655, b= 0.094494], r_t=[r=-70.52, prog=-13.12, pen=-57.40, r_old=-70.52], Reward=  13209.40 /  13156.74 /  24766.61, epsilon=  0.784, speed=  38.94, gear= 1, damage= 85.00
=============================================================
 starting episode: 164/2000
Client connected on 3109..............
Ep:164 step:0(80658), a_t=[s= 1.00, t= 0.573001, b= 0.000000], r_t=[r= 0.60, prog= 0.60, pen=-0.00, r_old= 0.60], Reward=  0.60 /  0.60 /  24766.61, epsilon=  0.784, speed=  0.20, gear= 1, damage= 0.00
Ep:164 step:20(80678), a_t=[s=-0.42, t= 0.551947, b= 0.000000], r_t=[r= 161.70, prog= 177.87, pen=-16.17, r_old= 161.70], Reward=  1551.05 /  1551.05 /  24766.61, epsilon=  0.784, speed=  61.25, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 165/2000
Client connected on 3109..............
Ep:165 step:0(80697), a_t=[s= 1.00, t= 0.545198, b= 0.000000], r_t=[r= 0.56, prog= 0.56, pen=-0.00, r_old= 0.56], Reward=  0.56 /  0.56 /  24766.61, epsilon=  0.784, speed=  0.19, gear= 1, damage= 0.00
