=============================================================
 starting episode: 200/2000
Waiting for server on 3109............
Count Down : 5
Client connected on 3109..............
Ep:200 step:0(96154), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  24766.61, epsilon=  0.739, speed=  0.20, gear= 1, damage= 0.00
Ep:245 step:20(108585), a_t=[s= 0.24, t= 0.645247, b= 0.000000], r_t=[r= 176.12, prog= 196.74, pen=-20.62, r_old= 176.12], Reward=  1620.46 /  1620.46 /  24766.61, epsilon=  0.718, speed=  67.55, gear= 1, damage= 0.00
Ep:245 step:40(108605), a_t=[s=-1.00, t= 0.686735, b= 0.000000], r_t=[r= 243.09, prog= 249.33, pen=-6.24, r_old= 243.09], Reward=  5702.41 /  5702.41 /  24766.61, epsilon=  0.718, speed=  83.33, gear= 1, damage= 0.00
Ep:245 step:60(108625), a_t=[s=-0.91, t= 0.723044, b= 0.000000], r_t=[r= 185.60, prog= 229.78, pen=-44.17, r_old= 185.60], Reward=  8741.68 /  8741.68 /  24766.61, epsilon=  0.718, speed=  78.90, gear= 1, damage= 0.00
Ep:245 step:80(108645), a_t=[s= 0.69, t= 0.754111, b= 0.000000], r_t=[r= 178.02, prog= 252.00, pen=-73.98, r_old= 178.02], Reward=  12423.80 /  12423.80 /  24766.61, epsilon=  0.718, speed=  84.00, gear= 1, damage= 0.00
Ep:245 step:100(108665), a_t=[s=-0.42, t= 0.674225, b= 0.233071], r_t=[r= 50.49, prog= 144.47, pen=-93.98, r_old= 50.49], Reward=  14167.04 /  14136.16 /  24766.61, epsilon=  0.718, speed=  50.31, gear= 1, damage= 141.00
Ep:245 step:120(108685), a_t=[s= 0.34, t= 0.572720, b= 0.227528], r_t=[r=-8.54, prog= 4.56, pen=-13.10, r_old=-8.54], Reward=  13995.15 /  13967.09 /  24766.61, epsilon=  0.718, speed=  5.41, gear= 1, damage= 366.00
META = 1 ... Running backwards
=============================================================
 starting episode: 246/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:246 step:0(108688), a_t=[s= 1.00, t= 0.729472, b= 0.000000], r_t=[r= 0.68, prog= 0.68, pen=-0.00, r_old= 0.68], Reward=  0.68 /  0.68 /  24766.61, epsilon=  0.718, speed=  0.23, gear= 1, damage= 0.00
Ep:246 step:20(108708), a_t=[s=-0.06, t= 0.629411, b= 0.000000], r_t=[r= 153.07, prog= 189.33, pen=-36.26, r_old= 153.07], Reward=  1361.59 /  1361.59 /  24766.61, epsilon=  0.718, speed=  63.39, gear= 1, damage= 0.00
Ep:246 step:40(108728), a_t=[s=-1.00, t= 0.596896, b= 0.179170], r_t=[r= 219.84, prog= 239.55, pen=-19.71, r_old= 219.84], Reward=  4212.12 /  4212.12 /  24766.61, epsilon=  0.718, speed=  79.86, gear= 1, damage= 0.00
Ep:246 step:60(108748), a_t=[s= 0.63, t= 0.493401, b= 0.000000], r_t=[r= 178.07, prog= 217.86, pen=-39.79, r_old= 178.07], Reward=  8262.54 /  8262.54 /  24766.61, epsilon=  0.718, speed=  82.07, gear= 1, damage= 0.00
Ep:246 step:80(108768), a_t=[s= 0.53, t= 0.711505, b= 0.000000], r_t=[r= 236.59, prog= 247.29, pen=-10.70, r_old= 236.59], Reward=  10769.94 /  10769.94 /  24766.61, epsilon=  0.717, speed=  82.46, gear= 1, damage= 0.00
Ep:246 step:100(108788), a_t=[s= 0.79, t= 0.622112, b= 0.237052], r_t=[r=-9.01, prog= 50.86, pen=-59.87, r_old=-4.00], Reward=  11038.03 /  10930.45 /  24766.61, epsilon=  0.717, speed=  25.08, gear= 1, damage= 586.00
META = 1 ... Running backwards
=============================================================
 starting episode: 247/2000
Client connected on 3109..............
Ep:247 step:0(108793), a_t=[s= 0.23, t= 0.713604, b= 0.000000], r_t=[r= 0.53, prog= 0.53, pen=-0.00, r_old= 0.53], Reward=  0.53 /  0.53 /  24766.61, epsilon=  0.717, speed=  0.18, gear= 1, damage= 0.00
Ep:247 step:20(108813), a_t=[s= 0.46, t= 0.684240, b= 0.000000], r_t=[r= 176.34, prog= 199.19, pen=-22.85, r_old= 176.34], Reward=  1418.70 /  1418.70 /  24766.61, epsilon=  0.717, speed=  66.48, gear= 1, damage= 0.00
Ep:247 step:40(108833), a_t=[s=-1.00, t= 0.752229, b= 0.000000], r_t=[r= 215.88, prog= 236.50, pen=-20.62, r_old= 215.88], Reward=  5731.90 /  5731.90 /  24766.61, epsilon=  0.717, speed=  81.23, gear= 1, damage= 0.00
Ep:247 step:60(108853), a_t=[s= 0.19, t= 0.628787, b= 0.000000], r_t=[r= 172.65, prog= 241.53, pen=-68.89, r_old= 172.65], Reward=  9545.99 /  9545.99 /  24766.61, epsilon=  0.717, speed=  81.81, gear= 1, damage= 0.00
Ep:247 step:80(108873), a_t=[s=-0.07, t= 0.654261, b= 0.000000], r_t=[r= 180.57, prog= 230.74, pen=-50.17, r_old= 180.57], Reward=  12911.27 /  12911.27 /  24766.61, epsilon=  0.717, speed=  80.41, gear= 1, damage= 0.00
Ep:247 step:100(108893), a_t=[s=-0.60, t= 0.595975, b= 0.000000], r_t=[r= 177.85, prog= 229.39, pen=-51.54, r_old= 177.85], Reward=  16943.59 /  16943.59 /  24766.61, epsilon=  0.717, speed=  81.49, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 248/2000
Client connected on 3109..............
Ep:248 step:0(108908), a_t=[s= 0.68, t= 0.730341, b= 0.000000], r_t=[r= 0.27, prog= 0.27, pen=-0.00, r_old= 0.27], Reward=  0.27 /  0.27 /  24766.61, epsilon=  0.717, speed=  0.09, gear= 1, damage= 0.00
Ep:248 step:20(108928), a_t=[s=-0.64, t= 0.649957, b= 0.000000], r_t=[r= 166.11, prog= 192.95, pen=-26.84, r_old= 166.11], Reward=  1577.72 /  1577.72 /  24766.61, epsilon=  0.717, speed=  65.05, gear= 1, damage= 0.00
Ep:248 step:40(108948), a_t=[s= 0.37, t= 0.515063, b= 0.000000], r_t=[r= 171.98, prog= 249.41, pen=-77.43, r_old= 171.98], Reward=  5359.32 /  5359.32 /  24766.61, epsilon=  0.717, speed=  83.76, gear= 1, damage= 0.00
Ep:248 step:60(108968), a_t=[s=-1.00, t= 0.570183, b= 0.000000], r_t=[r= 133.97, prog= 212.98, pen=-79.00, r_old= 133.97], Reward=  8439.31 /  8439.31 /  24766.61, epsilon=  0.717, speed=  73.88, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 249/2000
Client connected on 3109..............
Ep:249 step:0(108983), a_t=[s= 0.40, t= 0.741897, b= 0.000000], r_t=[r= 0.37, prog= 0.37, pen=-0.00, r_old= 0.37], Reward=  0.37 /  0.37 /  24766.61, epsilon=  0.717, speed=  0.12, gear= 1, damage= 0.00
Ep:249 step:20(109003), a_t=[s= 0.57, t= 0.651091, b= 0.000000], r_t=[r= 161.82, prog= 218.17, pen=-56.35, r_old= 161.82], Reward=  1604.90 /  1604.90 /  24766.61, epsilon=  0.717, speed=  75.32, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 250/2000
Client connected on 3109..............
Ep:250 step:0(109010), a_t=[s= 0.40, t= 0.573848, b= 0.000000], r_t=[r= 0.14, prog= 0.14, pen=-0.00, r_old= 0.14], Reward=  0.14 /  0.14 /  24766.61, epsilon=  0.717, speed=  0.05, gear= 1, damage= 0.00
Ep:250 step:20(109030), a_t=[s=-0.26, t= 0.667330, b= 0.000000], r_t=[r= 151.84, prog= 193.02, pen=-41.18, r_old= 151.84], Reward=  1506.78 /  1506.78 /  24766.61, epsilon=  0.717, speed=  65.42, gear= 1, damage= 0.00
Ep:250 step:40(109050), a_t=[s= 0.26, t= 0.657034, b= 0.000000], r_t=[r= 174.11, prog= 222.52, pen=-48.40, r_old= 174.11], Reward=  5221.02 /  5221.02 /  24766.61, epsilon=  0.716, speed=  81.43, gear= 1, damage= 0.00
Ep:250 step:60(109070), a_t=[s= 0.81, t= 0.563175, b= 0.000000], r_t=[r= 125.94, prog= 248.25, pen=-122.31, r_old= 125.94], Reward=  8806.76 /  8806.76 /  24766.61, epsilon=  0.716, speed=  83.36, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 251/2000
Client connected on 3109..............
Ep:251 step:0(109089), a_t=[s= 0.18, t= 0.730815, b= 0.000000], r_t=[r= 0.25, prog= 0.25, pen=-0.00, r_old= 0.25], Reward=  0.25 /  0.25 /  24766.61, epsilon=  0.716, speed=  0.08, gear= 1, damage= 0.00
Ep:251 step:20(109109), a_t=[s=-0.56, t= 0.703553, b= 0.000000], r_t=[r= 172.76, prog= 195.56, pen=-22.81, r_old= 172.76], Reward=  1456.13 /  1456.13 /  24766.61, epsilon=  0.716, speed=  65.19, gear= 1, damage= 0.00
Ep:251 step:40(109129), a_t=[s= 0.26, t= 0.683127, b= 0.000000], r_t=[r= 118.63, prog= 234.58, pen=-115.95, r_old= 118.63], Reward=  4852.83 /  4852.83 /  24766.61, epsilon=  0.716, speed=  80.32, gear= 1, damage= 0.00
Ep:251 step:60(109149), a_t=[s= 0.76, t= 0.730110, b= 0.000000], r_t=[r= 218.07, prog= 240.09, pen=-22.02, r_old= 218.07], Reward=  8633.90 /  8633.90 /  24766.61, epsilon=  0.716, speed=  81.51, gear= 1, damage= 0.00
Ep:251 step:80(109169), a_t=[s= 0.08, t= 0.710291, b= 0.000000], r_t=[r= 233.55, prog= 246.16, pen=-12.61, r_old= 233.55], Reward=  12844.29 /  12844.29 /  24766.61, epsilon=  0.716, speed=  82.07, gear= 1, damage= 0.00
Ep:251 step:100(109189), a_t=[s=-0.71, t= 0.651565, b= 0.000000], r_t=[r= 66.69, prog= 164.89, pen=-98.21, r_old= 66.69], Reward=  14980.17 /  14942.65 /  24766.61, epsilon=  0.716, speed=  55.51, gear= 1, damage= 211.00
Ep:251 step:120(109209), a_t=[s= 0.89, t= 0.643354, b= 0.000000], r_t=[r= 157.84, prog= 199.53, pen=-41.69, r_old= 157.84], Reward=  17465.86 /  17428.34 /  24766.61, epsilon=  0.716, speed=  78.10, gear= 1, damage= 211.00
META = 1 ... Running backwards
=============================================================
 starting episode: 252/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:252 step:0(109225), a_t=[s= 0.83, t= 0.479948, b= 0.000000], r_t=[r= 0.21, prog= 0.21, pen=-0.00, r_old= 0.21], Reward=  0.21 /  0.21 /  24766.61, epsilon=  0.716, speed=  0.07, gear= 1, damage= 0.00
Ep:252 step:20(109245), a_t=[s= 0.12, t= 0.672977, b= 0.000000], r_t=[r= 147.16, prog= 196.41, pen=-49.26, r_old= 147.16], Reward=  1457.73 /  1457.73 /  24766.61, epsilon=  0.716, speed=  72.07, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 253/2000
Client connected on 3109..............
Ep:253 step:0(109251), a_t=[s= 0.83, t= 0.652640, b= 0.000000], r_t=[r= 0.33, prog= 0.33, pen=-0.00, r_old= 0.33], Reward=  0.33 /  0.33 /  24766.61, epsilon=  0.716, speed=  0.11, gear= 1, damage= 0.00
Ep:253 step:20(109271), a_t=[s=-0.92, t= 0.615486, b= 0.000000], r_t=[r= 159.13, prog= 196.43, pen=-37.30, r_old= 159.13], Reward=  1527.70 /  1527.70 /  24766.61, epsilon=  0.716, speed=  66.83, gear= 1, damage= 0.00
Ep:253 step:40(109291), a_t=[s=-0.65, t= 0.625941, b= 0.000000], r_t=[r= 155.72, prog= 242.93, pen=-87.20, r_old= 155.72], Reward=  5435.75 /  5435.75 /  24766.61, epsilon=  0.716, speed=  81.96, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 254/2000
Client connected on 3109..............
Ep:254 step:0(109303), a_t=[s= 1.00, t= 0.644792, b= 0.000000], r_t=[r= 0.63, prog= 0.63, pen=-0.00, r_old= 0.63], Reward=  0.63 /  0.63 /  24766.61, epsilon=  0.716, speed=  0.21, gear= 1, damage= 0.00
Ep:254 step:20(109323), a_t=[s= 0.79, t= 0.540434, b= 0.000000], r_t=[r= 189.99, prog= 203.22, pen=-13.23, r_old= 189.99], Reward=  1587.85 /  1587.85 /  24766.61, epsilon=  0.716, speed=  67.76, gear= 1, damage= 0.00
Ep:254 step:40(109343), a_t=[s= 0.67, t= 0.630160, b= 0.000000], r_t=[r= 195.73, prog= 247.69, pen=-51.95, r_old= 195.73], Reward=  5591.10 /  5591.10 /  24766.61, epsilon=  0.716, speed=  82.92, gear= 1, damage= 0.00
Ep:254 step:60(109363), a_t=[s=-0.18, t= 0.681430, b= 0.157429], r_t=[r= 87.86, prog= 180.16, pen=-92.29, r_old= 87.86], Reward=  7959.31 /  7959.31 /  24766.61, epsilon=  0.715, speed=  66.55, gear= 1, damage= 0.00
Ep:254 step:80(109383), a_t=[s= 0.52, t= 0.584656, b= 0.006891], r_t=[r= 110.24, prog= 225.97, pen=-115.73, r_old= 110.24], Reward=  9597.22 /  9455.74 /  24766.61, epsilon=  0.715, speed=  75.33, gear= 1, damage= 24.00
Ep:254 step:100(109403), a_t=[s=-0.55, t= 0.602506, b= 0.000000], r_t=[r= 104.89, prog= 240.51, pen=-135.61, r_old= 104.89], Reward=  11561.43 /  11419.95 /  24766.61, epsilon=  0.715, speed=  81.12, gear= 1, damage= 24.00
Ep:254 step:120(109423), a_t=[s= 0.10, t= 0.620038, b= 0.000000], r_t=[r= 242.78, prog= 248.06, pen=-5.29, r_old= 242.78], Reward=  14382.50 /  14241.03 /  24766.61, epsilon=  0.715, speed=  82.86, gear= 1, damage= 24.00
Ep:254 step:140(109443), a_t=[s=-0.86, t= 0.636709, b= 0.000000], r_t=[r= 207.00, prog= 242.71, pen=-35.71, r_old= 207.00], Reward=  18521.35 /  18379.88 /  24766.61, epsilon=  0.715, speed=  80.90, gear= 1, damage= 24.00
Ep:254 step:160(109463), a_t=[s=-0.71, t= 0.648022, b= 0.119777], r_t=[r= 140.99, prog= 191.72, pen=-50.73, r_old= 140.99], Reward=  20728.37 /  20586.89 /  24766.61, epsilon=  0.715, speed=  66.56, gear= 1, damage= 24.00
Ep:254 step:180(109483), a_t=[s= 0.43, t= 0.736239, b= 0.000000], r_t=[r= 164.56, prog= 246.44, pen=-81.88, r_old= 164.56], Reward=  24630.95 /  24489.48 /  24766.61, epsilon=  0.715, speed=  82.75, gear= 1, damage= 24.00
Ep:254 step:200(109503), a_t=[s=-0.57, t= 0.642889, b= 0.000000], r_t=[r= 153.13, prog= 241.13, pen=-87.99, r_old= 153.13], Reward=  28172.24 /  28030.77 /  24766.61, epsilon=  0.715, speed=  82.12, gear= 1, damage= 24.00
META = 1 ... Running backwards
Ep:254 step:220(109523), a_t=[s= 0.07, t= 0.618681, b= 0.267421], r_t=[r= 7.81, prog= 4.10, pen= 3.71, r_old= 7.81], Reward=  29035.47 /  28896.05 /  24766.61, epsilon=  0.715, speed= -7.53, gear= 1, damage= 313.00
=============================================================
 starting episode: 255/2000
Client connected on 3109..............
Ep:255 step:0(109524), a_t=[s= 0.89, t= 0.652822, b= 0.000000], r_t=[r= 0.35, prog= 0.35, pen=-0.00, r_old= 0.35], Reward=  0.35 /  0.35 /  29035.47, epsilon=  0.715, speed=  0.12, gear= 1, damage= 0.00
Ep:255 step:20(109544), a_t=[s=-0.33, t= 0.599825, b= 0.000000], r_t=[r= 149.41, prog= 190.01, pen=-40.60, r_old= 149.41], Reward=  1425.09 /  1425.09 /  29035.47, epsilon=  0.715, speed=  64.65, gear= 1, damage= 0.00
Ep:255 step:40(109564), a_t=[s=-0.79, t= 0.583759, b= 0.005980], r_t=[r= 89.19, prog= 179.38, pen=-90.18, r_old= 89.19], Reward=  3688.31 /  3588.77 /  29035.47, epsilon=  0.715, speed=  82.29, gear= 1, damage= 6.00
META = 1 ... Running backwards
=============================================================
 starting episode: 256/2000
Client connected on 3109..............
Ep:256 step:0(109582), a_t=[s= 0.93, t= 0.577427, b= 0.000000], r_t=[r= 0.49, prog= 0.49, pen=-0.00, r_old= 0.49], Reward=  0.49 /  0.49 /  29035.47, epsilon=  0.715, speed=  0.16, gear= 1, damage= 0.00
Ep:256 step:20(109602), a_t=[s=-0.58, t= 0.714477, b= 0.000000], r_t=[r= 150.28, prog= 190.22, pen=-39.94, r_old= 150.28], Reward=  1627.36 /  1627.36 /  29035.47, epsilon=  0.715, speed=  65.88, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 257/2000
Client connected on 3109..............
Ep:257 step:0(109610), a_t=[s=-0.44, t= 0.626077, b= 0.000000], r_t=[r=-0.21, prog=-0.21, pen= 0.00, r_old=-0.21], Reward= -0.21 / -0.21 /  29035.47, epsilon=  0.715, speed= -0.07, gear= 1, damage= 0.00
Ep:257 step:20(109630), a_t=[s= 0.20, t= 0.520298, b= 0.000000], r_t=[r= 161.81, prog= 185.87, pen=-24.07, r_old= 161.81], Reward=  1524.63 /  1524.63 /  29035.47, epsilon=  0.715, speed=  65.09, gear= 1, damage= 0.00
Ep:257 step:40(109650), a_t=[s= 1.00, t= 0.628274, b= 0.000000], r_t=[r= 201.34, prog= 226.20, pen=-24.86, r_old= 201.34], Reward=  4334.12 /  4334.12 /  29035.47, epsilon=  0.714, speed=  77.45, gear= 1, damage= 0.00
Ep:257 step:60(109670), a_t=[s=-0.61, t= 0.695735, b= 0.245603], r_t=[r=-2.12, prog= 149.29, pen=-151.41, r_old=-2.12], Reward=  6799.18 /  6799.18 /  29035.47, epsilon=  0.714, speed=  82.74, gear= 1, damage= 0.00
Ep:257 step:80(109690), a_t=[s=-0.24, t= 0.481399, b= 0.009527], r_t=[r=-0.07, prog= 0.08, pen=-0.15, r_old=-0.07], Reward=  6058.75 /  6058.73 /  29035.47, epsilon=  0.714, speed=  0.06, gear= 1, damage= 675.00
Ep:257 step:100(109710), a_t=[s=-0.27, t= 0.702726, b= 0.024342], r_t=[r=-0.19, prog= 0.32, pen=-0.51, r_old=-0.19], Reward=  6056.27 /  6056.25 /  29035.47, epsilon=  0.714, speed=  0.22, gear= 1, damage= 675.00
Ep:257 step:120(109730), a_t=[s=-0.76, t= 0.679233, b= 0.000000], r_t=[r=-0.15, prog= 0.35, pen=-0.50, r_old=-0.15], Reward=  6053.46 /  6053.43 /  29035.47, epsilon=  0.714, speed=  0.21, gear= 1, damage= 675.00
Ep:257 step:140(109750), a_t=[s=-0.17, t= 0.717825, b= 0.000000], r_t=[r=-0.04, prog= 0.13, pen=-0.17, r_old=-0.04], Reward=  6050.56 /  6050.54 /  29035.47, epsilon=  0.714, speed=  0.07, gear= 1, damage= 675.00
Ep:257 step:160(109770), a_t=[s=-0.19, t= 0.582971, b= 0.000000], r_t=[r=-0.12, prog= 0.74, pen=-0.86, r_old=-0.12], Reward=  6048.20 /  6048.18 /  29035.47, epsilon=  0.714, speed=  0.38, gear= 1, damage= 675.00
Ep:257 step:180(109790), a_t=[s=-0.28, t= 0.729928, b= 0.000000], r_t=[r=-0.02, prog= 1.23, pen=-1.25, r_old=-0.02], Reward=  6046.92 /  6046.90 /  29035.47, epsilon=  0.714, speed=  0.57, gear= 1, damage= 675.00
Ep:257 step:200(109810), a_t=[s=-1.00, t= 0.751185, b= 0.000000], r_t=[r= 0.24, prog= 2.60, pen=-2.36, r_old= 0.24], Reward=  6048.21 /  6048.18 /  29035.47, epsilon=  0.714, speed=  1.11, gear= 1, damage= 675.00
Ep:257 step:220(109830), a_t=[s= 0.52, t= 0.626929, b= 0.000000], r_t=[r= 1.56, prog= 6.25, pen=-4.70, r_old= 1.56], Reward=  6061.47 /  6061.44 /  29035.47, epsilon=  0.714, speed=  2.34, gear= 1, damage= 675.00
Ep:257 step:240(109850), a_t=[s=-0.64, t= 0.601755, b= 0.000000], r_t=[r= 22.18, prog= 51.92, pen=-29.74, r_old= 22.18], Reward=  6191.81 /  6191.79 /  29035.47, epsilon=  0.714, speed=  17.37, gear= 1, damage= 675.00
META = 1 ... Running backwards
=============================================================
 starting episode: 258/2000
### TORCS is RELAUNCHED ###
Client connected on 3109..............
Ep:258 step:0(109858), a_t=[s=-0.24, t= 0.569647, b= 0.000000], r_t=[r= 0.21, prog= 0.21, pen=-0.00, r_old= 0.21], Reward=  0.21 /  0.21 /  29035.47, epsilon=  0.714, speed=  0.07, gear= 1, damage= 0.00
Ep:258 step:20(109878), a_t=[s= 0.83, t= 0.757348, b= 0.000000], r_t=[r= 190.83, prog= 224.24, pen=-33.41, r_old= 190.83], Reward=  1699.15 /  1699.15 /  29035.47, epsilon=  0.714, speed=  75.00, gear= 1, damage= 0.00
Ep:258 step:40(109898), a_t=[s= 0.76, t= 0.589621, b= 0.000000], r_t=[r= 175.94, prog= 217.08, pen=-41.14, r_old= 175.94], Reward=  5216.78 /  5216.78 /  29035.47, epsilon=  0.714, speed=  80.40, gear= 1, damage= 0.00
Ep:258 step:60(109918), a_t=[s=-0.47, t= 0.594069, b= 0.000000], r_t=[r= 115.50, prog= 230.41, pen=-114.91, r_old= 115.50], Reward=  7973.88 /  7973.88 /  29035.47, epsilon=  0.714, speed=  77.08, gear= 1, damage= 0.00
Ep:258 step:80(109938), a_t=[s=-0.59, t= 0.559182, b= 0.000000], r_t=[r= 121.63, prog= 191.56, pen=-69.93, r_old= 121.63], Reward=  10485.21 /  10485.21 /  29035.47, epsilon=  0.714, speed=  81.42, gear= 1, damage= 0.00
Ep:258 step:100(109958), a_t=[s= 0.64, t= 0.619040, b= 0.000000], r_t=[r= 210.60, prog= 242.44, pen=-31.84, r_old= 210.60], Reward=  12719.37 /  12635.13 /  29035.47, epsilon=  0.713, speed=  82.93, gear= 1, damage= 39.00
Ep:258 step:120(109978), a_t=[s=-0.30, t= 0.690891, b= 0.000000], r_t=[r= 21.44, prog= 134.58, pen=-113.14, r_old= 21.44], Reward=  15101.96 /  15017.72 /  29035.47, epsilon=  0.713, speed=  61.41, gear= 1, damage= 39.00
Ep:258 step:140(109998), a_t=[s= 0.36, t= 0.653193, b= 0.167876], r_t=[r=-0.23, prog= 0.21, pen=-0.44, r_old=-0.23], Reward=  13983.54 /  13914.40 /  29035.47, epsilon=  0.713, speed=  0.18, gear= 1, damage= 954.00
Ep:258 step:160(110018), a_t=[s= 0.29, t= 0.719918, b= 0.204666], r_t=[r=-0.01, prog= 0.01, pen=-0.02, r_old=-0.01], Reward=  13982.45 /  13913.31 /  29035.47, epsilon=  0.713, speed=  0.01, gear= 1, damage= 954.00
Ep:258 step:180(110038), a_t=[s= 0.43, t= 0.630754, b= 0.187627], r_t=[r=-0.05, prog= 0.04, pen=-0.09, r_old=-0.05], Reward=  13981.67 /  13912.53 /  29035.47, epsilon=  0.713, speed=  0.04, gear= 1, damage= 954.00
Ep:258 step:200(110058), a_t=[s= 0.51, t= 0.667022, b= 0.240507], r_t=[r=-0.08, prog=-0.15, pen= 0.07, r_old=-0.08], Reward=  13980.64 /  13911.49 /  29035.47, epsilon=  0.713, speed= -0.13, gear= 1, damage= 954.00
Ep:258 step:220(110078), a_t=[s= 1.00, t= 0.668869, b= 0.280706], r_t=[r=-0.00, prog=-0.01, pen= 0.00, r_old=-0.00], Reward=  13979.61 /  13910.47 /  29035.47, epsilon=  0.713, speed= -0.01, gear= 1, damage= 954.00
Ep:258 step:240(110098), a_t=[s= 0.66, t= 0.645936, b= 0.182160], r_t=[r=-0.00, prog= 0.00, pen=-0.00, r_old=-0.00], Reward=  13978.55 /  13909.41 /  29035.47, epsilon=  0.713, speed=  0.00, gear= 1, damage= 954.00
Ep:258 step:260(110118), a_t=[s= 1.00, t= 0.571486, b= 0.198235], r_t=[r=-0.01, prog=-0.02, pen= 0.01, r_old=-0.01], Reward=  13977.44 /  13908.30 /  29035.47, epsilon=  0.713, speed= -0.02, gear= 1, damage= 954.00
Ep:258 step:280(110138), a_t=[s= 0.96, t= 0.608680, b= 0.216687], r_t=[r=-0.04, prog= 0.04, pen=-0.08, r_old=-0.04], Reward=  13976.50 /  13907.36 /  29035.47, epsilon=  0.713, speed=  0.03, gear= 1, damage= 954.00
Ep:258 step:300(110158), a_t=[s=-0.31, t= 0.660775, b= 0.149555], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward=  13975.77 /  13906.63 /  29035.47, epsilon=  0.713, speed= -0.00, gear= 1, damage= 954.00
Ep:258 step:320(110178), a_t=[s=-0.48, t= 0.611142, b= 0.245485], r_t=[r=-0.05, prog= 0.05, pen=-0.10, r_old=-0.05], Reward=  13974.68 /  13905.54 /  29035.47, epsilon=  0.713, speed=  0.04, gear= 1, damage= 954.00
Ep:258 step:340(110198), a_t=[s= 0.62, t= 0.605826, b= 0.246076], r_t=[r=-0.03, prog= 0.03, pen=-0.06, r_old=-0.03], Reward=  13973.36 /  13904.22 /  29035.47, epsilon=  0.713, speed=  0.03, gear= 1, damage= 954.00
Ep:258 step:360(110218), a_t=[s= 0.22, t= 0.527298, b= 0.198352], r_t=[r=-0.04, prog= 0.05, pen=-0.09, r_old=-0.04], Reward=  13972.38 /  13903.24 /  29035.47, epsilon=  0.713, speed=  0.04, gear= 1, damage= 954.00
Ep:258 step:380(110238), a_t=[s= 0.64, t= 0.619571, b= 0.183814], r_t=[r=-0.06, prog= 0.06, pen=-0.13, r_old=-0.06], Reward=  13971.11 /  13901.97 /  29035.47, epsilon=  0.713, speed=  0.05, gear= 1, damage= 954.00
Ep:258 step:400(110258), a_t=[s= 1.00, t= 0.692402, b= 0.296002], r_t=[r=-0.04, prog=-0.06, pen= 0.03, r_old=-0.04], Reward=  13970.02 /  13900.88 /  29035.47, epsilon=  0.712, speed= -0.05, gear= 1, damage= 954.00
Ep:258 step:420(110278), a_t=[s= 0.94, t= 0.705635, b= 0.189275], r_t=[r=-0.03, prog= 0.03, pen=-0.06, r_old=-0.03], Reward=  13969.10 /  13899.96 /  29035.47, epsilon=  0.712, speed=  0.02, gear= 1, damage= 954.00
Ep:258 step:440(110298), a_t=[s= 0.76, t= 0.744325, b= 0.232385], r_t=[r=-0.02, prog=-0.04, pen= 0.02, r_old=-0.02], Reward=  13968.53 /  13899.38 /  29035.47, epsilon=  0.712, speed= -0.03, gear= 1, damage= 954.00
Ep:258 step:460(110318), a_t=[s= 0.16, t= 0.576659, b= 0.251311], r_t=[r=-0.08, prog= 0.10, pen=-0.18, r_old=-0.08], Reward=  13967.51 /  13898.36 /  29035.47, epsilon=  0.712, speed=  0.08, gear= 1, damage= 954.00
Ep:258 step:480(110338), a_t=[s= 0.97, t= 0.572939, b= 0.161238], r_t=[r=-0.04, prog= 0.05, pen=-0.08, r_old=-0.04], Reward=  13966.82 /  13897.67 /  29035.47, epsilon=  0.712, speed=  0.04, gear= 1, damage= 954.00
Ep:258 step:500(110358), a_t=[s= 1.00, t= 0.615653, b= 0.262557], r_t=[r=-0.00, prog= 0.01, pen=-0.01, r_old=-0.00], Reward=  13965.80 /  13896.66 /  29035.47, epsilon=  0.712, speed=  0.00, gear= 1, damage= 954.00
Ep:258 step:520(110378), a_t=[s= 0.86, t= 0.640112, b= 0.236016], r_t=[r=-0.09, prog= 0.10, pen=-0.19, r_old=-0.09], Reward=  13964.66 /  13895.52 /  29035.47, epsilon=  0.712, speed=  0.08, gear= 1, damage= 954.00
Ep:258 step:540(110398), a_t=[s= 0.87, t= 0.671744, b= 0.183405], r_t=[r=-0.04, prog=-0.07, pen= 0.03, r_old=-0.04], Reward=  13963.87 /  13894.73 /  29035.47, epsilon=  0.712, speed= -0.06, gear= 1, damage= 954.00
