=============================================================
 starting episode: 0/2000
Client connected on 3107..............
Ep:0 step:0(1), a_t=[s=-0.10, t= 0.491327, b= 0.000000], r_t=[r= 0.38, prog= 0.38, pen=-0.00, r_old= 0.38], Reward=  0.38 /  0.38 / -inf, epsilon=  1.000, speed=  0.13, gear= 0, damage= 0.00
Ep:30 step:780(13903), a_t=[s=-0.53, t= 0.462611, b= 0.000000], r_t=[r=-0.02, prog= 0.01, pen=-0.03, r_old=-0.02], Reward=  2907.46 /  2835.96 /  10267.85, epsilon=  0.954, speed=  0.01, gear= 1, damage= 251.00
Ep:30 step:800(13923), a_t=[s=-0.50, t= 0.308088, b= 0.000000], r_t=[r=-0.00, prog=-0.02, pen= 0.02, r_old=-0.00], Reward=  2904.78 /  2833.27 /  10267.85, epsilon=  0.954, speed= -0.04, gear= 1, damage= 251.00
Ep:30 step:820(13943), a_t=[s= 1.00, t= 0.372192, b= 0.000000], r_t=[r=-0.06, prog= 0.02, pen=-0.08, r_old=-0.06], Reward=  2902.85 /  2831.34 /  10267.85, epsilon=  0.954, speed=  0.03, gear= 1, damage= 251.00
Ep:30 step:840(13963), a_t=[s= 1.00, t= 0.475349, b= 0.000000], r_t=[r=-0.24, prog= 0.06, pen=-0.30, r_old=-0.24], Reward=  2901.15 /  2829.65 /  10267.85, epsilon=  0.954, speed=  0.12, gear= 1, damage= 251.00
Ep:30 step:860(13983), a_t=[s=-0.28, t= 0.541565, b= 0.000000], r_t=[r=-0.20, prog= 0.05, pen=-0.25, r_old=-0.20], Reward=  2898.40 /  2826.89 /  10267.85, epsilon=  0.953, speed=  0.10, gear= 1, damage= 251.00
Ep:30 step:880(14003), a_t=[s=-1.00, t= 0.462112, b= 0.000000], r_t=[r= 0.00, prog=-0.01, pen= 0.01, r_old= 0.00], Reward=  2896.94 /  2825.43 /  10267.85, epsilon=  0.953, speed= -0.01, gear= 1, damage= 251.00
Ep:30 step:900(14023), a_t=[s=-0.29, t= 0.325011, b= 0.000000], r_t=[r=-0.03, prog= 0.01, pen=-0.04, r_old=-0.03], Reward=  2895.92 /  2824.42 /  10267.85, epsilon=  0.953, speed=  0.02, gear= 1, damage= 251.00
Ep:30 step:920(14043), a_t=[s=-0.31, t= 0.623909, b= 0.000000], r_t=[r=-0.26, prog= 0.07, pen=-0.33, r_old=-0.26], Reward=  2893.38 /  2821.87 /  10267.85, epsilon=  0.953, speed=  0.14, gear= 1, damage= 251.00
Ep:30 step:940(14063), a_t=[s=-0.71, t= 0.549925, b= 0.000000], r_t=[r=-0.00, prog=-0.03, pen= 0.02, r_old=-0.00], Reward=  2891.63 /  2820.13 /  10267.85, epsilon=  0.953, speed= -0.04, gear= 1, damage= 251.00
Ep:30 step:960(14083), a_t=[s=-0.35, t= 0.616685, b= 0.000000], r_t=[r=-0.17, prog= 0.08, pen=-0.24, r_old=-0.17], Reward=  2889.25 /  2817.75 /  10267.85, epsilon=  0.953, speed=  0.10, gear= 1, damage= 251.00
Ep:30 step:980(14103), a_t=[s=-0.92, t= 0.637360, b= 0.000000], r_t=[r=-0.21, prog= 0.12, pen=-0.33, r_old=-0.21], Reward=  2886.49 /  2814.98 /  10267.85, epsilon=  0.953, speed=  0.14, gear= 1, damage= 251.00
Ep:30 step:1000(14123), a_t=[s=-0.44, t= 0.618868, b= 0.000000], r_t=[r=-0.22, prog= 0.14, pen=-0.36, r_old=-0.22], Reward=  2884.26 /  2812.76 /  10267.85, epsilon=  0.953, speed=  0.15, gear= 1, damage= 251.00
Ep:30 step:1020(14143), a_t=[s=-0.80, t= 0.658967, b= 0.000000], r_t=[r=-0.13, prog= 0.11, pen=-0.24, r_old=-0.13], Reward=  2882.06 /  2810.55 /  10267.85, epsilon=  0.953, speed=  0.10, gear= 1, damage= 251.00
Ep:30 step:1040(14163), a_t=[s= 1.00, t= 0.573947, b= 0.000000], r_t=[r=-0.14, prog= 0.13, pen=-0.27, r_old=-0.14], Reward=  2879.45 /  2807.94 /  10267.85, epsilon=  0.953, speed=  0.11, gear= 1, damage= 251.00
Ep:30 step:1060(14183), a_t=[s= 0.69, t= 0.510899, b= 0.000000], r_t=[r=-0.25, prog= 0.32, pen=-0.56, r_old=-0.25], Reward=  2877.11 /  2805.61 /  10267.85, epsilon=  0.953, speed=  0.24, gear= 1, damage= 251.00
Ep:30 step:1080(14203), a_t=[s=-1.00, t= 0.460299, b= 0.000000], r_t=[r=-0.10, prog= 0.15, pen=-0.26, r_old=-0.10], Reward=  2874.89 /  2803.39 /  10267.85, epsilon=  0.953, speed=  0.11, gear= 1, damage= 251.00
Ep:30 step:1100(14223), a_t=[s=-0.58, t= 0.464756, b= 0.000000], r_t=[r=-0.12, prog= 0.21, pen=-0.33, r_old=-0.12], Reward=  2872.97 /  2801.47 /  10267.85, epsilon=  0.953, speed=  0.14, gear= 1, damage= 251.00
Ep:30 step:1120(14243), a_t=[s=-0.31, t= 0.542389, b= 0.000000], r_t=[r=-0.15, prog= 0.31, pen=-0.45, r_old=-0.15], Reward=  2870.86 /  2799.36 /  10267.85, epsilon=  0.953, speed=  0.20, gear= 1, damage= 251.00
Ep:30 step:1140(14263), a_t=[s=-1.00, t= 0.703184, b= 0.000000], r_t=[r=-0.21, prog= 0.59, pen=-0.80, r_old=-0.21], Reward=  2868.54 /  2797.03 /  10267.85, epsilon=  0.953, speed=  0.35, gear= 1, damage= 251.00
Ep:30 step:1160(14283), a_t=[s= 0.24, t= 0.507233, b= 0.000000], r_t=[r=-0.13, prog= 0.52, pen=-0.65, r_old=-0.13], Reward=  2865.96 /  2794.46 /  10267.85, epsilon=  0.952, speed=  0.29, gear= 1, damage= 251.00
Ep:30 step:1180(14303), a_t=[s= 0.06, t= 0.585087, b= 0.000000], r_t=[r=-0.05, prog= 0.36, pen=-0.41, r_old=-0.05], Reward=  2864.14 /  2792.64 /  10267.85, epsilon=  0.952, speed=  0.18, gear= 1, damage= 251.00
Ep:30 step:1200(14323), a_t=[s=-1.00, t= 0.535221, b= 0.000000], r_t=[r=-0.04, prog= 0.88, pen=-0.92, r_old=-0.04], Reward=  2863.04 /  2791.53 /  10267.85, epsilon=  0.952, speed=  0.42, gear= 1, damage= 251.00
Ep:30 step:1220(14343), a_t=[s=-1.00, t= 0.441844, b= 0.000000], r_t=[r= 0.05, prog= 0.92, pen=-0.87, r_old= 0.05], Reward=  2863.22 /  2791.72 /  10267.85, epsilon=  0.952, speed=  0.40, gear= 1, damage= 251.00
Ep:30 step:1240(14363), a_t=[s=-1.00, t= 0.585396, b= 0.000000], r_t=[r= 0.47, prog= 3.35, pen=-2.87, r_old= 0.47], Reward=  2865.90 /  2794.39 /  10267.85, epsilon=  0.952, speed=  1.37, gear= 1, damage= 251.00
Ep:30 step:1260(14383), a_t=[s= 0.73, t= 0.524326, b= 0.000000], r_t=[r= 0.23, prog= 0.94, pen=-0.71, r_old= 0.23], Reward=  2877.05 /  2805.55 /  10267.85, epsilon=  0.952, speed=  0.35, gear= 1, damage= 251.00
Ep:30 step:1280(14403), a_t=[s=-0.04, t= 0.607250, b= 0.000000], r_t=[r= 6.08, prog= 17.21, pen=-11.13, r_old= 6.08], Reward=  2921.89 /  2850.39 /  10267.85, epsilon=  0.952, speed=  5.96, gear= 1, damage= 251.00
Ep:30 step:1300(14423), a_t=[s= 0.05, t= 0.540095, b= 0.000000], r_t=[r= 12.09, prog= 31.59, pen=-19.50, r_old= 12.09], Reward=  2901.66 /  2822.01 /  10267.85, epsilon=  0.952, speed=  10.75, gear= 1, damage= 399.00
Ep:30 step:1320(14443), a_t=[s= 1.00, t= 0.720472, b= 0.000000], r_t=[r= 108.93, prog= 147.26, pen=-38.33, r_old= 108.93], Reward=  3848.57 /  3768.92 /  10267.85, epsilon=  0.952, speed=  54.10, gear= 2, damage= 399.00
META = 1 ... Running backwards
Ep:30 step:1340(14463), a_t=[s=-0.35, t= 0.738915, b= 0.000000], r_t=[r=-57.17, prog=-5.66, pen=-51.51, r_old=-57.17], Reward=  5661.32 /  5581.67 /  10267.85, epsilon=  0.952, speed=  27.95, gear= 1, damage= 399.00
=============================================================
 starting episode: 31/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:31 step:0(14464), a_t=[s=-0.51, t= 0.489021, b= 0.000000], r_t=[r= 0.26, prog= 0.26, pen=-0.00, r_old= 0.26], Reward=  0.26 /  0.26 /  10267.85, epsilon=  0.952, speed=  0.09, gear= 1, damage= 0.00
Ep:31 step:20(14484), a_t=[s=-0.20, t= 0.585630, b= 0.000000], r_t=[r= 90.45, prog= 108.25, pen=-17.80, r_old= 90.45], Reward=  912.97 /  912.97 /  10267.85, epsilon=  0.952, speed=  36.33, gear= 1, damage= 0.00
Ep:31 step:40(14504), a_t=[s=-1.00, t= 0.405566, b= 0.000000], r_t=[r= 133.64, prog= 203.34, pen=-69.70, r_old= 133.64], Reward=  3369.10 /  3369.10 /  10267.85, epsilon=  0.952, speed=  68.18, gear= 2, damage= 0.00
Ep:31 step:60(14524), a_t=[s= 0.47, t= 0.323466, b= 0.000000], r_t=[r= 141.72, prog= 261.74, pen=-120.02, r_old= 141.72], Reward=  6171.42 /  6171.42 /  10267.85, epsilon=  0.952, speed=  87.49, gear= 3, damage= 0.00
Ep:31 step:80(14544), a_t=[s= 1.00, t= 0.294077, b= 0.000000], r_t=[r= 126.45, prog= 245.59, pen=-119.14, r_old= 126.45], Reward=  9291.62 /  9291.62 /  10267.85, epsilon=  0.952, speed=  84.84, gear= 3, damage= 0.00
Ep:31 step:100(14564), a_t=[s=-0.81, t= 0.453703, b= 0.000000], r_t=[r= 160.41, prog= 218.11, pen=-57.71, r_old= 160.41], Reward=  12512.88 /  12512.88 /  10267.85, epsilon=  0.951, speed=  82.16, gear= 3, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 32/2000
Client connected on 3107..............
Ep:32 step:0(14578), a_t=[s= 0.73, t= 0.391760, b= 0.000000], r_t=[r= 0.46, prog= 0.46, pen=-0.00, r_old= 0.46], Reward=  0.46 /  0.46 /  13149.58, epsilon=  0.951, speed=  0.15, gear= 1, damage= 0.00
Ep:32 step:20(14598), a_t=[s= 0.05, t= 0.574096, b= 0.000000], r_t=[r= 121.01, prog= 136.27, pen=-15.26, r_old= 121.01], Reward=  1099.46 /  1099.46 /  13149.58, epsilon=  0.951, speed=  45.51, gear= 1, damage= 0.00
Ep:32 step:40(14618), a_t=[s= 0.69, t= 0.574792, b= 0.000000], r_t=[r= 143.03, prog= 218.97, pen=-75.94, r_old= 143.03], Reward=  3897.83 /  3897.83 /  13149.58, epsilon=  0.951, speed=  74.34, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 33/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:33 step:0(14635), a_t=[s=-0.19, t= 0.553034, b= 0.000000], r_t=[r= 0.52, prog= 0.52, pen=-0.00, r_old= 0.52], Reward=  0.52 /  0.52 /  13149.58, epsilon=  0.951, speed=  0.17, gear= 1, damage= 0.00
Ep:33 step:20(14655), a_t=[s= 0.55, t= 0.507214, b= 0.000000], r_t=[r= 103.61, prog= 123.16, pen=-19.55, r_old= 103.61], Reward=  1173.40 /  1173.40 /  13149.58, epsilon=  0.951, speed=  43.66, gear= 1, damage= 0.00
Ep:33 step:40(14675), a_t=[s= 0.81, t= 0.399950, b= 0.000000], r_t=[r= 88.67, prog= 209.27, pen=-120.61, r_old= 88.67], Reward=  3538.65 /  3538.65 /  13149.58, epsilon=  0.951, speed=  69.97, gear= 2, damage= 0.00
Ep:33 step:60(14695), a_t=[s= 0.73, t= 0.454944, b= 0.000000], r_t=[r= 77.48, prog= 200.50, pen=-123.02, r_old= 77.48], Reward=  6451.34 /  6451.34 /  13149.58, epsilon=  0.951, speed=  79.26, gear= 2, damage= 0.00
Ep:33 step:80(14715), a_t=[s=-0.75, t= 0.552739, b= 0.000000], r_t=[r= 58.54, prog= 154.92, pen=-96.38, r_old= 58.54], Reward=  6341.05 /  6242.45 /  13149.58, epsilon=  0.951, speed=  53.07, gear= 1, damage= 1065.00
META = 1 ... Running backwards
=============================================================
 starting episode: 34/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:34 step:0(14721), a_t=[s=-0.22, t= 0.815617, b= 0.000000], r_t=[r= 0.13, prog= 0.13, pen=-0.00, r_old= 0.13], Reward=  0.13 /  0.13 /  13149.58, epsilon=  0.951, speed=  0.04, gear= 1, damage= 0.00
Ep:34 step:20(14741), a_t=[s= 0.28, t= 0.644827, b= 0.000000], r_t=[r= 105.37, prog= 114.33, pen=-8.96, r_old= 105.37], Reward=  985.57 /  985.57 /  13149.58, epsilon=  0.951, speed=  38.50, gear= 1, damage= 0.00
Ep:34 step:40(14761), a_t=[s= 0.88, t= 0.537808, b= 0.000000], r_t=[r= 172.45, prog= 211.34, pen=-38.89, r_old= 172.45], Reward=  3883.90 /  3883.90 /  13149.58, epsilon=  0.951, speed=  70.52, gear= 2, damage= 0.00
Ep:34 step:60(14781), a_t=[s= 0.97, t= 0.527420, b= 0.000000], r_t=[r= 16.36, prog= 164.45, pen=-148.08, r_old= 16.36], Reward=  6416.28 /  6308.15 /  13149.58, epsilon=  0.951, speed=  71.73, gear= 2, damage= 122.00
META = 1 ... Running backwards
=============================================================
 starting episode: 35/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:35 step:0(14785), a_t=[s=-0.34, t= 0.710129, b= 0.000000], r_t=[r= 0.05, prog= 0.05, pen=-0.00, r_old= 0.05], Reward=  0.05 /  0.05 /  13149.58, epsilon=  0.951, speed=  0.02, gear= 1, damage= 0.00
Ep:35 step:20(14805), a_t=[s= 0.29, t= 0.676285, b= 0.000000], r_t=[r= 100.96, prog= 123.95, pen=-22.99, r_old= 100.96], Reward=  1010.45 /  1010.45 /  13149.58, epsilon=  0.951, speed=  42.04, gear= 1, damage= 0.00
Ep:35 step:40(14825), a_t=[s= 1.00, t= 0.636017, b= 0.000000], r_t=[r= 91.97, prog= 202.41, pen=-110.44, r_old= 91.97], Reward=  3489.04 /  3489.04 /  13149.58, epsilon=  0.951, speed=  71.28, gear= 2, damage= 0.00
Ep:35 step:60(14845), a_t=[s= 0.24, t= 0.471327, b= 0.000000], r_t=[r= 34.27, prog= 138.56, pen=-104.29, r_old= 34.27], Reward=  4664.48 /  4639.19 /  13149.58, epsilon=  0.951, speed=  64.72, gear= 2, damage= 117.00
Ep:35 step:80(14865), a_t=[s=-0.62, t= 0.504099, b= 0.000000], r_t=[r=-8.71, prog= 79.64, pen=-88.35, r_old=-8.71], Reward=  3895.32 /  3875.82 /  13149.58, epsilon=  0.950, speed=  44.29, gear= 1, damage= 1154.00
META = 1 ... Running backwards
=============================================================
 starting episode: 36/2000
### TORCS is RELAUNCHED ###
Client connected on 3107..............
Ep:36 step:0(14868), a_t=[s= 0.06, t= 0.494572, b= 0.000000], r_t=[r= 0.45, prog= 0.45, pen=-0.00, r_old= 0.45], Reward=  0.45 /  0.45 /  13149.58, epsilon=  0.950, speed=  0.15, gear= 1, damage= 0.00
Ep:36 step:20(14888), a_t=[s= 1.00, t= 0.537130, b= 0.000000], r_t=[r= 97.08, prog= 127.01, pen=-29.93, r_old= 97.08], Reward=  1048.94 /  1048.94 /  13149.58, epsilon=  0.950, speed=  43.64, gear= 1, damage= 0.00
Ep:36 step:40(14908), a_t=[s=-1.00, t= 0.333043, b= 0.000000], r_t=[r= 177.30, prog= 213.46, pen=-36.17, r_old= 177.30], Reward=  4236.77 /  4236.77 /  13149.58, epsilon=  0.950, speed=  71.41, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 37/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:37 step:0(14922), a_t=[s=-1.00, t= 0.455004, b= 0.000000], r_t=[r=-0.06, prog=-0.06, pen= 0.00, r_old=-0.06], Reward= -0.06 / -0.06 /  13149.58, epsilon=  0.950, speed= -0.02, gear= 1, damage= 0.00
Ep:37 step:20(14942), a_t=[s=-0.34, t= 0.435226, b= 0.005629], r_t=[r= 103.11, prog= 114.92, pen=-11.81, r_old= 103.11], Reward=  1042.61 /  1042.61 /  13149.58, epsilon=  0.950, speed=  39.59, gear= 1, damage= 0.00
Ep:37 step:40(14962), a_t=[s= 1.00, t= 0.426682, b= 0.000000], r_t=[r= 130.71, prog= 204.69, pen=-73.98, r_old= 130.71], Reward=  3644.69 /  3644.69 /  13149.58, epsilon=  0.950, speed=  69.25, gear= 2, damage= 0.00
Ep:37 step:60(14982), a_t=[s= 0.56, t= 0.685788, b= 0.000000], r_t=[r= 113.87, prog= 209.95, pen=-96.08, r_old= 113.87], Reward=  7172.19 /  7172.19 /  13149.58, epsilon=  0.950, speed=  80.36, gear= 2, damage= 0.00
Ep:37 step:80(15002), a_t=[s=-0.33, t= 0.500006, b= 0.000000], r_t=[r= 62.54, prog= 140.57, pen=-78.03, r_old= 62.54], Reward=  6873.01 /  6882.23 /  13149.58, epsilon=  0.950, speed=  46.88, gear= 1, damage= 1199.00
META = 1 ... Running backwards
=============================================================
 starting episode: 38/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:38 step:0(15014), a_t=[s=-0.89, t= 0.534296, b= 0.000000], r_t=[r=-0.08, prog=-0.08, pen= 0.00, r_old=-0.08], Reward= -0.08 / -0.08 /  13149.58, epsilon=  0.950, speed= -0.03, gear= 1, damage= 0.00
Ep:38 step:20(15034), a_t=[s= 0.30, t= 0.460781, b= 0.000000], r_t=[r= 86.05, prog= 114.34, pen=-28.28, r_old= 86.05], Reward=  1003.53 /  1003.53 /  13149.58, epsilon=  0.950, speed=  40.45, gear= 1, damage= 0.00
Ep:38 step:40(15054), a_t=[s=-0.65, t= 0.465020, b= 0.000000], r_t=[r= 200.60, prog= 222.11, pen=-21.51, r_old= 200.60], Reward=  3918.13 /  3918.13 /  13149.58, epsilon=  0.950, speed=  74.24, gear= 2, damage= 0.00
Ep:38 step:60(15074), a_t=[s= 0.50, t= 0.597472, b= 0.000000], r_t=[r= 141.95, prog= 245.71, pen=-103.76, r_old= 141.95], Reward=  7148.43 /  7148.43 /  13149.58, epsilon=  0.950, speed=  82.24, gear= 3, damage= 0.00
Ep:38 step:80(15094), a_t=[s= 0.14, t= 0.590813, b= 0.000000], r_t=[r= 120.77, prog= 248.37, pen=-127.60, r_old= 120.77], Reward=  10961.48 /  10961.48 /  13149.58, epsilon=  0.950, speed=  89.26, gear= 3, damage= 0.00
Ep:38 step:100(15114), a_t=[s=-1.00, t= 0.488498, b= 0.000000], r_t=[r= 149.32, prog= 246.18, pen=-96.86, r_old= 149.32], Reward=  13660.69 /  13560.77 /  13149.58, epsilon=  0.950, speed=  87.84, gear= 3, damage= 6.00
Ep:38 step:120(15134), a_t=[s=-0.62, t= 0.507629, b= 0.000000], r_t=[r= 150.42, prog= 236.15, pen=-85.74, r_old= 150.42], Reward=  16584.80 /  16484.88 /  13149.58, epsilon=  0.950, speed=  90.47, gear= 3, damage= 6.00
Ep:38 step:140(15154), a_t=[s= 0.51, t= 0.349075, b= 0.000000], r_t=[r= 115.62, prog= 248.46, pen=-132.84, r_old= 115.62], Reward=  19310.66 /  19210.74 /  13149.58, epsilon=  0.950, speed=  86.24, gear= 3, damage= 6.00
Ep:38 step:160(15174), a_t=[s=-0.07, t= 0.554418, b= 0.000000], r_t=[r= 38.42, prog= 162.59, pen=-124.17, r_old= 38.42], Reward=  22420.74 /  22320.81 /  13149.58, epsilon=  0.949, speed=  72.47, gear= 3, damage= 6.00
META = 1 ... Running backwards
=============================================================
 starting episode: 39/2000
Client connected on 3107..............
Ep:39 step:0(15177), a_t=[s=-0.49, t= 0.433458, b= 0.000000], r_t=[r= 0.11, prog= 0.11, pen=-0.00, r_old= 0.11], Reward=  0.11 /  0.11 /  22370.00, epsilon=  0.949, speed=  0.04, gear= 1, damage= 0.00
Ep:39 step:20(15197), a_t=[s= 0.43, t= 0.503611, b= 0.000000], r_t=[r= 108.22, prog= 122.26, pen=-14.04, r_old= 108.22], Reward=  1012.74 /  1012.74 /  22370.00, epsilon=  0.949, speed=  41.41, gear= 1, damage= 0.00
Ep:39 step:40(15217), a_t=[s=-1.00, t= 0.465119, b= 0.000000], r_t=[r= 200.69, prog= 215.60, pen=-14.91, r_old= 200.69], Reward=  3927.87 /  3927.87 /  22370.00, epsilon=  0.949, speed=  72.14, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 40/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:40 step:0(15237), a_t=[s=-0.33, t= 1.000000, b= 0.000000], r_t=[r= 0.36, prog= 0.36, pen=-0.00, r_old= 0.36], Reward=  0.36 /  0.36 /  22370.00, epsilon=  0.949, speed=  0.12, gear= 1, damage= 0.00
Ep:40 step:20(15257), a_t=[s=-0.92, t= 1.000000, b= 0.000000], r_t=[r= 198.64, prog= 244.74, pen=-46.10, r_old= 198.64], Reward=  2700.39 /  2700.39 /  22370.00, epsilon=  0.949, speed=  84.56, gear= 2, damage= 0.00
Ep:40 step:40(15277), a_t=[s=-1.00, t= 1.000000, b= 0.000000], r_t=[r= 139.75, prog= 271.12, pen=-131.37, r_old= 139.75], Reward=  6517.12 /  6517.12 /  22370.00, epsilon=  0.949, speed=  103.38, gear= 3, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 41/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:41 step:0(15293), a_t=[s= 1.00, t= 0.547058, b= 0.000000], r_t=[r= 0.70, prog= 0.70, pen=-0.00, r_old= 0.70], Reward=  0.70 /  0.70 /  22370.00, epsilon=  0.949, speed=  0.23, gear= 1, damage= 0.00
Ep:41 step:20(15313), a_t=[s= 0.82, t= 0.557479, b= 0.000000], r_t=[r= 98.50, prog= 112.58, pen=-14.08, r_old= 98.50], Reward=  885.00 /  885.00 /  22370.00, epsilon=  0.949, speed=  37.63, gear= 1, damage= 0.00
Ep:41 step:40(15333), a_t=[s= 0.80, t= 0.573045, b= 0.000000], r_t=[r= 139.65, prog= 193.51, pen=-53.86, r_old= 139.65], Reward=  3457.92 /  3457.92 /  22370.00, epsilon=  0.949, speed=  64.59, gear= 2, damage= 0.00
META = 1 ... Running backwards
Ep:41 step:60(15353), a_t=[s= 0.06, t= 0.501748, b= 0.000000], r_t=[r=-66.09, prog=-7.99, pen=-58.10, r_old=-66.09], Reward=  5201.43 /  5201.43 /  22370.00, epsilon=  0.949, speed=  32.64, gear= 2, damage= 0.00
=============================================================
 starting episode: 42/2000
### TORCS is RELAUNCHED ###
Client connected on 3107..............
Ep:42 step:0(15354), a_t=[s= 1.00, t= 0.631579, b= 0.000000], r_t=[r= 0.71, prog= 0.71, pen=-0.00, r_old= 0.71], Reward=  0.71 /  0.71 /  22370.00, epsilon=  0.949, speed=  0.24, gear= 1, damage= 0.00
Ep:42 step:20(15374), a_t=[s= 1.00, t= 0.460187, b= 0.000000], r_t=[r= 116.98, prog= 122.14, pen=-5.15, r_old= 116.98], Reward=  1115.53 /  1115.53 /  22370.00, epsilon=  0.949, speed=  40.76, gear= 1, damage= 0.00
Ep:42 step:40(15394), a_t=[s= 0.37, t= 0.493059, b= 0.000000], r_t=[r= 150.11, prog= 182.36, pen=-32.25, r_old= 150.11], Reward=  3916.53 /  3916.53 /  22370.00, epsilon=  0.949, speed=  64.62, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 43/2000
Waiting for server on 3107............
Count Down : 5
Client connected on 3107..............
Ep:43 step:0(15413), a_t=[s=-1.00, t= 0.537294, b= 0.000000], r_t=[r= 0.07, prog= 0.07, pen=-0.00, r_old= 0.07], Reward=  0.07 /  0.07 /  22370.00, epsilon=  0.949, speed=  0.02, gear= 1, damage= 0.00
Ep:43 step:20(15433), a_t=[s= 0.53, t= 0.590429, b= 0.000000], r_t=[r= 130.98, prog= 144.37, pen=-13.39, r_old= 130.98], Reward=  1194.23 /  1194.23 /  22370.00, epsilon=  0.949, speed=  49.53, gear= 1, damage= 0.00
Ep:43 step:40(15453), a_t=[s= 0.36, t= 0.553941, b= 0.000000], r_t=[r= 93.27, prog= 218.60, pen=-125.33, r_old= 93.27], Reward=  4007.17 /  4007.17 /  22370.00, epsilon=  0.949, speed=  76.52, gear= 2, damage= 0.00
Ep:43 step:60(15473), a_t=[s=-1.00, t= 0.437982, b= 0.000000], r_t=[r= 25.74, prog= 113.17, pen=-87.43, r_old= 25.74], Reward=  4418.15 /  4420.66 /  22370.00, epsilon=  0.949, speed=  43.15, gear= 1, damage= 398.00
Ep:43 step:80(15493), a_t=[s= 0.53, t= 0.478177, b= 0.000000], r_t=[r=-0.15, prog= 0.17, pen=-0.31, r_old=-0.15], Reward=  4389.26 /  4391.78 /  22370.00, epsilon=  0.949, speed=  0.13, gear= 1, damage= 398.00
Ep:43 step:100(15513), a_t=[s= 0.60, t= 0.533016, b= 0.000000], r_t=[r=-0.05, prog= 0.09, pen=-0.14, r_old=-0.05], Reward=  4386.87 /  4389.39 /  22370.00, epsilon=  0.949, speed=  0.06, gear= 1, damage= 398.00
Ep:43 step:120(15533), a_t=[s=-0.33, t= 0.551666, b= 0.000000], r_t=[r=-0.21, prog= 0.48, pen=-0.68, r_old=-0.21], Reward=  4384.30 /  4386.82 /  22370.00, epsilon=  0.948, speed=  0.30, gear= 1, damage= 398.00
Ep:43 step:140(15553), a_t=[s= 0.36, t= 0.592466, b= 0.000000], r_t=[r=-0.18, prog= 0.53, pen=-0.71, r_old=-0.18], Reward=  4382.07 /  4384.59 /  22370.00, epsilon=  0.948, speed=  0.31, gear= 1, damage= 398.00
Ep:43 step:160(15573), a_t=[s= 0.05, t= 0.513808, b= 0.000000], r_t=[r=-0.12, prog= 0.51, pen=-0.63, r_old=-0.12], Reward=  4379.98 /  4382.50 /  22370.00, epsilon=  0.948, speed=  0.28, gear= 1, damage= 398.00
Ep:43 step:180(15593), a_t=[s=-0.49, t= 0.572809, b= 0.000000], r_t=[r=-0.15, prog= 0.87, pen=-1.02, r_old=-0.15], Reward=  4378.41 /  4380.92 /  22370.00, epsilon=  0.948, speed=  0.45, gear= 1, damage= 398.00
Ep:43 step:200(15613), a_t=[s= 0.06, t= 0.510014, b= 0.000000], r_t=[r=-0.03, prog= 0.48, pen=-0.50, r_old=-0.03], Reward=  4377.14 /  4379.65 /  22370.00, epsilon=  0.948, speed=  0.23, gear= 1, damage= 398.00
Ep:43 step:220(15633), a_t=[s=-1.00, t= 0.637512, b= 0.000000], r_t=[r= 0.03, prog= 1.58, pen=-1.55, r_old= 0.03], Reward=  4376.88 /  4379.39 /  22370.00, epsilon=  0.948, speed=  0.71, gear= 1, damage= 398.00
Ep:43 step:240(15653), a_t=[s= 0.08, t= 0.715615, b= 0.000000], r_t=[r= 0.11, prog= 0.92, pen=-0.81, r_old= 0.11], Reward=  4378.77 /  4381.29 /  22370.00, epsilon=  0.948, speed=  0.38, gear= 1, damage= 398.00
Ep:43 step:260(15673), a_t=[s= 1.00, t= 0.467493, b= 0.000000], r_t=[r= 0.14, prog= 0.72, pen=-0.58, r_old= 0.14], Reward=  4384.24 /  4386.75 /  22370.00, epsilon=  0.948, speed=  0.28, gear= 1, damage= 398.00
Ep:43 step:280(15693), a_t=[s=-0.95, t= 0.538101, b= 0.000000], r_t=[r= 1.04, prog= 4.03, pen=-2.99, r_old= 1.04], Reward=  4396.00 /  4398.51 /  22370.00, epsilon=  0.948, speed=  1.50, gear= 1, damage= 398.00
