=============================================================
 starting episode: 0/2000
Client connected on 3102..............
Ep:0 step:0(1), a_t=[s=-1.00, t= 0.427896, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:18 step:60(18491), a_t=[s=-1.00, t= 0.512323, b= 0.000000], r_t=[r=-0.16, prog= 0.03, pen=-0.19, r_old=-0.16], Reward=  436.89 /  448.42 /  7426.18, epsilon=  0.938, speed=  0.08, gear= 1, damage= 285.00
Ep:18 step:80(18511), a_t=[s= 0.96, t= 0.469229, b= 0.000000], r_t=[r=-0.00, prog=-0.01, pen= 0.01, r_old=-0.00], Reward=  434.60 /  446.13 /  7426.18, epsilon=  0.938, speed= -0.02, gear= 1, damage= 285.00
Ep:18 step:100(18531), a_t=[s=-1.00, t= 0.873219, b= 0.000000], r_t=[r=-0.16, prog= 0.05, pen=-0.21, r_old=-0.16], Reward=  432.33 /  443.86 /  7426.18, epsilon=  0.938, speed=  0.08, gear= 1, damage= 285.00
Ep:18 step:120(18551), a_t=[s=-0.83, t= 0.334301, b= 0.000000], r_t=[r=-0.07, prog= 0.04, pen=-0.10, r_old=-0.07], Reward=  429.52 /  441.06 /  7426.18, epsilon=  0.938, speed=  0.04, gear= 1, damage= 285.00
Ep:18 step:140(18571), a_t=[s=-0.01, t= 0.531485, b= 0.000000], r_t=[r=-0.12, prog= 0.08, pen=-0.21, r_old=-0.12], Reward=  426.80 /  438.34 /  7426.18, epsilon=  0.938, speed=  0.08, gear= 1, damage= 285.00
Ep:18 step:160(18591), a_t=[s= 0.50, t= 0.635640, b= 0.000000], r_t=[r=-0.17, prog= 0.14, pen=-0.31, r_old=-0.17], Reward=  424.20 /  435.73 /  7426.18, epsilon=  0.938, speed=  0.13, gear= 1, damage= 285.00
Ep:18 step:180(18611), a_t=[s=-0.69, t= 0.545241, b= 0.000000], r_t=[r=-0.16, prog= 0.16, pen=-0.32, r_old=-0.16], Reward=  422.06 /  433.59 /  7426.18, epsilon=  0.938, speed=  0.13, gear= 1, damage= 285.00
Ep:18 step:200(18631), a_t=[s= 0.12, t= 0.481473, b= 0.000000], r_t=[r=-0.07, prog= 0.09, pen=-0.15, r_old=-0.07], Reward=  418.83 /  430.36 /  7426.18, epsilon=  0.938, speed=  0.06, gear= 1, damage= 285.00
Ep:18 step:220(18651), a_t=[s=-1.00, t= 0.512904, b= 0.000000], r_t=[r=-0.18, prog= 0.35, pen=-0.52, r_old=-0.18], Reward=  416.01 /  427.54 /  7426.18, epsilon=  0.938, speed=  0.22, gear= 1, damage= 285.00
Ep:18 step:240(18671), a_t=[s= 0.28, t= 0.576999, b= 0.000000], r_t=[r=-0.12, prog= 0.36, pen=-0.48, r_old=-0.12], Reward=  413.27 /  424.80 /  7426.18, epsilon=  0.938, speed=  0.21, gear= 1, damage= 285.00
Ep:18 step:260(18691), a_t=[s=-1.00, t= 0.441319, b= 0.000000], r_t=[r=-0.11, prog= 0.42, pen=-0.53, r_old=-0.11], Reward=  411.26 /  422.80 /  7426.18, epsilon=  0.938, speed=  0.23, gear= 1, damage= 285.00
Ep:18 step:280(18711), a_t=[s=-1.00, t= 0.617550, b= 0.000000], r_t=[r=-0.10, prog= 0.57, pen=-0.68, r_old=-0.10], Reward=  409.60 /  421.13 /  7426.18, epsilon=  0.938, speed=  0.30, gear= 1, damage= 285.00
Ep:18 step:300(18731), a_t=[s=-1.00, t= 0.666211, b= 0.000000], r_t=[r=-0.05, prog= 0.88, pen=-0.94, r_old=-0.05], Reward=  408.20 /  419.73 /  7426.18, epsilon=  0.938, speed=  0.42, gear= 1, damage= 285.00
Ep:18 step:320(18751), a_t=[s=-1.00, t= 0.752702, b= 0.000000], r_t=[r= 0.04, prog= 1.90, pen=-1.86, r_old= 0.04], Reward=  407.97 /  419.50 /  7426.18, epsilon=  0.937, speed=  0.85, gear= 1, damage= 285.00
Ep:18 step:340(18771), a_t=[s=-1.00, t= 0.546401, b= 0.000000], r_t=[r= 0.46, prog= 3.27, pen=-2.81, r_old= 0.46], Reward=  410.88 /  422.41 /  7426.18, epsilon=  0.937, speed=  1.34, gear= 1, damage= 285.00
Ep:18 step:360(18791), a_t=[s=-1.00, t= 0.728229, b= 0.000000], r_t=[r= 2.48, prog= 9.04, pen=-6.57, r_old= 2.48], Reward=  427.35 /  438.88 /  7426.18, epsilon=  0.937, speed=  3.32, gear= 1, damage= 285.00
Ep:18 step:380(18811), a_t=[s= 0.77, t= 0.538444, b= 0.000000], r_t=[r= 11.38, prog= 29.29, pen=-17.91, r_old= 11.38], Reward=  495.74 /  507.27 /  7426.18, epsilon=  0.937, speed=  9.93, gear= 1, damage= 285.00
META = 1 ... Running backwards
=============================================================
 starting episode: 19/2000
Client connected on 3102..............
Ep:19 step:0(18825), a_t=[s= 0.72, t= 0.429638, b= 0.000000], r_t=[r= 0.39, prog= 0.39, pen=-0.00, r_old= 0.39], Reward=  0.39 /  0.39 /  7426.18, epsilon=  0.937, speed=  0.13, gear= 1, damage= 0.00
Ep:19 step:20(18845), a_t=[s= 1.00, t= 0.682058, b= 0.000000], r_t=[r=-4.70, prog= 80.77, pen=-85.47, r_old=-4.70], Reward=  727.28 /  727.28 /  7426.18, epsilon=  0.937, speed=  45.65, gear= 1, damage= 0.00
Ep:19 step:40(18865), a_t=[s=-1.00, t= 0.618978, b= 0.000000], r_t=[r=-0.13, prog= 0.72, pen=-0.85, r_old=-0.13], Reward=  340.00 /  348.86 /  7426.18, epsilon=  0.937, speed=  0.38, gear= 1, damage= 342.00
Ep:19 step:60(18885), a_t=[s=-0.24, t= 0.693963, b= 0.000000], r_t=[r=-0.07, prog= 0.97, pen=-1.04, r_old=-0.07], Reward=  338.39 /  347.25 /  7426.18, epsilon=  0.937, speed=  0.47, gear= 1, damage= 342.00
Ep:19 step:80(18905), a_t=[s=-0.07, t= 0.438536, b= 0.000000], r_t=[r=-0.00, prog= 0.50, pen=-0.50, r_old=-0.00], Reward=  337.87 /  346.73 /  7426.18, epsilon=  0.937, speed=  0.23, gear= 1, damage= 342.00
Ep:19 step:100(18925), a_t=[s= 0.16, t= 0.515027, b= 0.000000], r_t=[r= 0.14, prog= 1.60, pen=-1.45, r_old= 0.14], Reward=  338.88 /  347.74 /  7426.18, epsilon=  0.937, speed=  0.68, gear= 1, damage= 342.00
Ep:19 step:120(18945), a_t=[s= 1.00, t= 0.439506, b= 0.003395], r_t=[r= 0.12, prog= 0.73, pen=-0.61, r_old= 0.12], Reward=  342.19 /  351.05 /  7426.18, epsilon=  0.937, speed=  0.29, gear= 1, damage= 342.00
Ep:19 step:140(18965), a_t=[s=-1.00, t= 0.617285, b= 0.000000], r_t=[r= 2.91, prog= 10.58, pen=-7.67, r_old= 2.91], Reward=  357.80 /  366.66 /  7426.18, epsilon=  0.937, speed=  3.88, gear= 1, damage= 342.00
Ep:19 step:160(18985), a_t=[s=-1.00, t= 0.497538, b= 0.000000], r_t=[r= 25.54, prog= 62.58, pen=-37.04, r_old= 25.54], Reward=  578.51 /  587.37 /  7426.18, epsilon=  0.937, speed=  21.21, gear= 1, damage= 342.00
META = 1 ... Running backwards
=============================================================
 starting episode: 20/2000
Client connected on 3102..............
Ep:20 step:0(18998), a_t=[s= 1.00, t= 1.000000, b= 0.000000], r_t=[r= 0.59, prog= 0.59, pen=-0.00, r_old= 0.59], Reward=  0.59 /  0.59 /  7426.18, epsilon=  0.937, speed=  0.20, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 21/2000
Waiting for server on 3102............
Count Down : 5
Client connected on 3102..............
Ep:21 step:0(19011), a_t=[s=-0.15, t= 0.527213, b= 0.000000], r_t=[r= 0.39, prog= 0.39, pen=-0.00, r_old= 0.39], Reward=  0.39 /  0.39 /  7426.18, epsilon=  0.937, speed=  0.13, gear= 1, damage= 0.00
Ep:21 step:20(19031), a_t=[s= 0.39, t= 0.349719, b= 0.048388], r_t=[r= 71.87, prog= 100.51, pen=-28.64, r_old= 71.87], Reward=  937.57 /  937.57 /  7426.18, epsilon=  0.937, speed=  36.42, gear= 1, damage= 0.00
Ep:21 step:40(19051), a_t=[s= 1.00, t= 0.407286, b= 0.000000], r_t=[r= 40.76, prog= 118.55, pen=-77.79, r_old= 40.76], Reward=  1682.32 /  1663.00 /  7426.18, epsilon=  0.937, speed=  39.75, gear= 1, damage= 175.00
Ep:21 step:60(19071), a_t=[s= 0.53, t= 0.508440, b= 0.000000], r_t=[r=-0.19, prog= 9.83, pen=-10.02, r_old=-0.19], Reward=  1261.96 /  1282.04 /  7426.18, epsilon=  0.936, speed=  4.57, gear= 1, damage= 935.00
Ep:21 step:80(19091), a_t=[s=-0.84, t= 0.768184, b= 0.000000], r_t=[r= 0.15, prog= 2.17, pen=-2.02, r_old= 0.15], Reward=  1262.67 /  1282.76 /  7426.18, epsilon=  0.936, speed=  0.94, gear= 1, damage= 935.00
Ep:21 step:100(19111), a_t=[s=-0.38, t= 0.536127, b= 0.000000], r_t=[r= 0.99, prog= 4.37, pen=-3.39, r_old= 0.99], Reward=  1271.96 /  1292.04 /  7426.18, epsilon=  0.936, speed=  1.67, gear= 1, damage= 935.00
Ep:21 step:120(19131), a_t=[s=-1.00, t= 0.414866, b= 0.000000], r_t=[r= 3.71, prog= 11.20, pen=-7.48, r_old= 3.71], Reward=  1300.58 /  1320.67 /  7426.18, epsilon=  0.936, speed=  3.94, gear= 1, damage= 935.00
Ep:21 step:140(19151), a_t=[s= 1.00, t= 0.424221, b= 0.000000], r_t=[r=-10.31, prog= 22.39, pen=-32.70, r_old=-10.31], Reward=  1693.74 /  1708.25 /  7426.18, epsilon=  0.936, speed=  14.07, gear= 1, damage= 953.00
Ep:21 step:160(19171), a_t=[s=-0.38, t= 0.502302, b= 0.000000], r_t=[r=-0.30, prog= 0.06, pen=-0.36, r_old=-0.30], Reward=  1666.36 /  1680.87 /  7426.18, epsilon=  0.936, speed=  0.15, gear= 1, damage= 953.00
Ep:21 step:180(19191), a_t=[s=-0.58, t= 0.576536, b= 0.000000], r_t=[r=-0.06, prog= 0.01, pen=-0.08, r_old=-0.06], Reward=  1663.93 /  1678.44 /  7426.18, epsilon=  0.936, speed=  0.03, gear= 1, damage= 953.00
Ep:21 step:200(19211), a_t=[s=-1.00, t= 0.550424, b= 0.000000], r_t=[r=-0.03, prog= 0.01, pen=-0.03, r_old=-0.03], Reward=  1661.70 /  1676.21 /  7426.18, epsilon=  0.936, speed=  0.01, gear= 1, damage= 953.00
Ep:21 step:220(19231), a_t=[s= 0.34, t= 0.547941, b= 0.000000], r_t=[r=-0.24, prog= 0.06, pen=-0.30, r_old=-0.24], Reward=  1658.64 /  1673.16 /  7426.18, epsilon=  0.936, speed=  0.12, gear= 1, damage= 953.00
Ep:21 step:240(19251), a_t=[s=-0.06, t= 0.479695, b= 0.000000], r_t=[r=-0.00, prog=-0.01, pen= 0.01, r_old=-0.00], Reward=  1656.98 /  1671.49 /  7426.18, epsilon=  0.936, speed= -0.01, gear= 1, damage= 953.00
Ep:21 step:260(19271), a_t=[s= 0.63, t= 0.419204, b= 0.000000], r_t=[r=-0.09, prog= 0.02, pen=-0.11, r_old=-0.09], Reward=  1654.82 /  1669.33 /  7426.18, epsilon=  0.936, speed=  0.04, gear= 1, damage= 953.00
Ep:21 step:280(19291), a_t=[s=-0.25, t= 0.455581, b= 0.000000], r_t=[r=-0.03, prog= 0.01, pen=-0.04, r_old=-0.03], Reward=  1652.52 /  1667.03 /  7426.18, epsilon=  0.936, speed=  0.02, gear= 1, damage= 953.00
Ep:21 step:300(19311), a_t=[s=-0.25, t= 0.569366, b= 0.000000], r_t=[r=-0.41, prog= 0.07, pen=-0.47, r_old=-0.41], Reward=  1648.66 /  1663.17 /  7426.18, epsilon=  0.936, speed=  0.19, gear= 1, damage= 953.00
Ep:21 step:320(19331), a_t=[s=-0.41, t= 0.579968, b= 0.000000], r_t=[r=-0.05, prog= 0.01, pen=-0.05, r_old=-0.05], Reward=  1646.29 /  1660.80 /  7426.18, epsilon=  0.936, speed=  0.02, gear= 1, damage= 953.00
Ep:21 step:340(19351), a_t=[s=-0.64, t= 0.706985, b= 0.000000], r_t=[r=-0.16, prog= 0.02, pen=-0.18, r_old=-0.16], Reward=  1642.82 /  1657.33 /  7426.18, epsilon=  0.936, speed=  0.07, gear= 1, damage= 953.00
Ep:21 step:360(19371), a_t=[s=-1.00, t= 0.399172, b= 0.000000], r_t=[r=-0.32, prog= 0.04, pen=-0.36, r_old=-0.32], Reward=  1640.70 /  1655.21 /  7426.18, epsilon=  0.935, speed=  0.14, gear= 1, damage= 953.00
Ep:21 step:380(19391), a_t=[s= 0.04, t= 0.483697, b= 0.000000], r_t=[r=-0.10, prog= 0.01, pen=-0.11, r_old=-0.10], Reward=  1638.02 /  1652.53 /  7426.18, epsilon=  0.935, speed=  0.05, gear= 1, damage= 953.00
Ep:21 step:400(19411), a_t=[s= 0.74, t= 0.594803, b= 0.000000], r_t=[r=-0.05, prog= 0.01, pen=-0.05, r_old=-0.05], Reward=  1635.71 /  1650.23 /  7426.18, epsilon=  0.935, speed=  0.02, gear= 1, damage= 953.00
Ep:21 step:420(19431), a_t=[s= 1.00, t= 0.622351, b= 0.000000], r_t=[r=-0.10, prog= 0.01, pen=-0.11, r_old=-0.10], Reward=  1633.43 /  1647.94 /  7426.18, epsilon=  0.935, speed=  0.05, gear= 1, damage= 953.00
Ep:21 step:440(19451), a_t=[s=-0.31, t= 0.661430, b= 0.000000], r_t=[r=-0.11, prog= 0.01, pen=-0.12, r_old=-0.11], Reward=  1630.21 /  1644.73 /  7426.18, epsilon=  0.935, speed=  0.05, gear= 1, damage= 953.00
Ep:21 step:460(19471), a_t=[s=-1.00, t= 0.577082, b= 0.014677], r_t=[r=-0.02, prog= 0.00, pen=-0.02, r_old=-0.02], Reward=  1627.78 /  1642.29 /  7426.18, epsilon=  0.935, speed=  0.01, gear= 1, damage= 953.00
Ep:21 step:480(19491), a_t=[s= 0.21, t= 0.605609, b= 0.000000], r_t=[r=-0.12, prog= 0.03, pen=-0.15, r_old=-0.12], Reward=  1625.78 /  1640.30 /  7426.18, epsilon=  0.935, speed=  0.06, gear= 1, damage= 953.00
Ep:21 step:500(19511), a_t=[s= 0.07, t= 0.653369, b= 0.000000], r_t=[r=-0.17, prog= 0.06, pen=-0.24, r_old=-0.17], Reward=  1622.96 /  1637.47 /  7426.18, epsilon=  0.935, speed=  0.10, gear= 1, damage= 953.00
Ep:21 step:520(19531), a_t=[s=-1.00, t= 0.438196, b= 0.000000], r_t=[r=-0.18, prog= 0.10, pen=-0.27, r_old=-0.18], Reward=  1621.14 /  1635.65 /  7426.18, epsilon=  0.935, speed=  0.11, gear= 1, damage= 953.00
Ep:21 step:540(19551), a_t=[s=-0.62, t= 0.663495, b= 0.000000], r_t=[r=-0.19, prog= 0.12, pen=-0.30, r_old=-0.19], Reward=  1618.58 /  1633.09 /  7426.18, epsilon=  0.935, speed=  0.13, gear= 1, damage= 953.00
Ep:21 step:560(19571), a_t=[s=-0.27, t= 0.558002, b= 0.000000], r_t=[r=-0.04, prog= 0.03, pen=-0.06, r_old=-0.04], Reward=  1616.76 /  1631.27 /  7426.18, epsilon=  0.935, speed=  0.03, gear= 1, damage= 953.00
Ep:21 step:580(19591), a_t=[s=-0.57, t= 0.570867, b= 0.000000], r_t=[r=-0.17, prog= 0.15, pen=-0.32, r_old=-0.17], Reward=  1614.21 /  1628.72 /  7426.18, epsilon=  0.935, speed=  0.13, gear= 1, damage= 953.00
Ep:21 step:600(19611), a_t=[s=-0.80, t= 0.485004, b= 0.000000], r_t=[r=-0.04, prog=-0.07, pen= 0.03, r_old=-0.04], Reward=  1611.24 /  1625.75 /  7426.18, epsilon=  0.935, speed= -0.05, gear= 1, damage= 953.00
Ep:21 step:620(19631), a_t=[s=-1.00, t= 0.610674, b= 0.000000], r_t=[r=-0.06, prog= 0.08, pen=-0.14, r_old=-0.06], Reward=  1609.38 /  1623.89 /  7426.18, epsilon=  0.935, speed=  0.06, gear= 1, damage= 953.00
Ep:21 step:640(19651), a_t=[s= 0.58, t= 0.623661, b= 0.000000], r_t=[r=-0.19, prog= 0.30, pen=-0.49, r_old=-0.19], Reward=  1606.88 /  1621.39 /  7426.18, epsilon=  0.935, speed=  0.21, gear= 1, damage= 953.00
Ep:21 step:660(19671), a_t=[s= 0.34, t= 0.439488, b= 0.000000], r_t=[r=-0.11, prog= 0.23, pen=-0.34, r_old=-0.11], Reward=  1604.51 /  1619.03 /  7426.18, epsilon=  0.934, speed=  0.15, gear= 1, damage= 953.00
Ep:21 step:680(19691), a_t=[s=-0.48, t= 0.613608, b= 0.000000], r_t=[r=-0.18, prog= 0.53, pen=-0.72, r_old=-0.18], Reward=  1601.53 /  1616.04 /  7426.18, epsilon=  0.934, speed=  0.31, gear= 1, damage= 953.00
Ep:21 step:700(19711), a_t=[s=-1.00, t= 0.518852, b= 0.000000], r_t=[r=-0.10, prog= 0.41, pen=-0.51, r_old=-0.10], Reward=  1599.29 /  1613.80 /  7426.18, epsilon=  0.934, speed=  0.23, gear= 1, damage= 953.00
Ep:21 step:720(19731), a_t=[s=-0.29, t= 0.295794, b= 0.000000], r_t=[r=-0.00, prog= 0.02, pen=-0.02, r_old=-0.00], Reward=  1597.71 /  1612.23 /  7426.18, epsilon=  0.934, speed=  0.01, gear= 1, damage= 953.00
Ep:21 step:740(19751), a_t=[s=-0.96, t= 0.550624, b= 0.000000], r_t=[r=-0.04, prog= 0.74, pen=-0.78, r_old=-0.04], Reward=  1596.34 /  1610.85 /  7426.18, epsilon=  0.934, speed=  0.35, gear= 1, damage= 953.00
Ep:21 step:760(19771), a_t=[s= 0.03, t= 0.538262, b= 0.000000], r_t=[r= 0.02, prog= 0.66, pen=-0.65, r_old= 0.02], Reward=  1596.21 /  1610.72 /  7426.18, epsilon=  0.934, speed=  0.30, gear= 1, damage= 953.00
Ep:21 step:780(19791), a_t=[s= 0.86, t= 0.477648, b= 0.000000], r_t=[r= 0.05, prog= 0.45, pen=-0.40, r_old= 0.05], Reward=  1597.79 /  1612.31 /  7426.18, epsilon=  0.934, speed=  0.19, gear= 1, damage= 953.00
Ep:21 step:800(19811), a_t=[s= 0.24, t= 0.620507, b= 0.000000], r_t=[r= 0.32, prog= 1.75, pen=-1.44, r_old= 0.32], Reward=  1602.42 /  1616.93 /  7426.18, epsilon=  0.934, speed=  0.69, gear= 1, damage= 953.00
Ep:21 step:820(19831), a_t=[s=-1.00, t= 0.528228, b= 0.000000], r_t=[r= 1.86, prog= 6.25, pen=-4.40, r_old= 1.86], Reward=  1624.32 /  1638.83 /  7426.18, epsilon=  0.934, speed=  2.26, gear= 1, damage= 953.00
Ep:21 step:840(19851), a_t=[s=-0.64, t= 0.385931, b= 0.000000], r_t=[r= 13.89, prog= 33.19, pen=-19.30, r_old= 13.89], Reward=  1734.89 /  1749.40 /  7426.18, epsilon=  0.934, speed=  11.14, gear= 1, damage= 953.00
META = 1 ... Running backwards
=============================================================
 starting episode: 22/2000
Client connected on 3102..............
Ep:22 step:0(19867), a_t=[s= 1.00, t= 0.404378, b= 0.000000], r_t=[r= 0.83, prog= 0.83, pen=-0.00, r_old= 0.83], Reward=  0.83 /  0.83 /  7426.18, epsilon=  0.934, speed=  0.28, gear= 1, damage= 0.00
Ep:22 step:20(19887), a_t=[s= 0.82, t= 0.616722, b= 0.000000], r_t=[r= 88.76, prog= 119.10, pen=-30.33, r_old= 88.76], Reward=  836.89 /  836.89 /  7426.18, epsilon=  0.934, speed=  40.25, gear= 1, damage= 0.00
Ep:22 step:40(19907), a_t=[s=-1.00, t= 0.470287, b= 0.000000], r_t=[r=-11.14, prog= 1.64, pen=-12.78, r_old=-11.14], Reward=  1667.42 /  1670.49 /  7426.18, epsilon=  0.934, speed=  5.15, gear= 1, damage= 496.00
META = 1 ... Running backwards
=============================================================
 starting episode: 23/2000
Client connected on 3102..............
Ep:23 step:0(19909), a_t=[s=-0.45, t= 0.483739, b= 0.000000], r_t=[r=-0.23, prog=-0.23, pen= 0.00, r_old=-0.23], Reward= -0.23 / -0.23 /  7426.18, epsilon=  0.934, speed= -0.08, gear= 1, damage= 0.00
Ep:23 step:20(19929), a_t=[s=-0.04, t= 0.372854, b= 0.000000], r_t=[r= 100.74, prog= 146.79, pen=-46.05, r_old= 100.74], Reward=  893.75 /  893.75 /  7426.18, epsilon=  0.934, speed=  48.93, gear= 1, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 24/2000
### TORCS is RELAUNCHED ###
Client connected on 3102..............
Ep:24 step:0(19943), a_t=[s= 1.00, t= 0.429073, b= 0.000000], r_t=[r= 0.62, prog= 0.62, pen=-0.00, r_old= 0.62], Reward=  0.62 /  0.62 /  7426.18, epsilon=  0.934, speed=  0.21, gear= 1, damage= 0.00
META = 1 ... out of track
=============================================================
 starting episode: 25/2000
Waiting for server on 3102............
Count Down : 5
Client connected on 3102..............
Ep:25 step:0(19963), a_t=[s=-0.01, t= 0.560546, b= 0.000000], r_t=[r=-0.04, prog=-0.04, pen= 0.00, r_old=-0.04], Reward= -0.04 / -0.04 /  7426.18, epsilon=  0.933, speed= -0.01, gear= 1, damage= 0.00
Ep:25 step:20(19983), a_t=[s= 0.20, t= 0.456301, b= 0.000000], r_t=[r= 113.98, prog= 140.92, pen=-26.94, r_old= 113.98], Reward=  1155.58 /  1155.58 /  7426.18, epsilon=  0.933, speed=  47.29, gear= 1, damage= 0.00
Ep:25 step:40(20003), a_t=[s=-0.94, t= 0.356261, b= 0.000000], r_t=[r=-0.06, prog= 0.01, pen=-0.07, r_old=-0.06], Reward=  2013.72 /  2023.93 /  7426.18, epsilon=  0.933, speed=  0.03, gear= 1, damage= 254.00
Ep:25 step:60(20023), a_t=[s=-0.29, t= 0.484327, b= 0.000000], r_t=[r=-0.07, prog= 0.03, pen=-0.09, r_old=-0.07], Reward=  2011.64 /  2021.85 /  7426.18, epsilon=  0.933, speed=  0.04, gear= 1, damage= 254.00
Ep:25 step:80(20043), a_t=[s= 0.10, t= 0.665341, b= 0.000000], r_t=[r=-0.23, prog= 0.13, pen=-0.36, r_old=-0.23], Reward=  2009.44 /  2019.65 /  7426.18, epsilon=  0.933, speed=  0.15, gear= 1, damage= 254.00
Ep:25 step:100(20063), a_t=[s= 1.00, t= 0.564872, b= 0.000000], r_t=[r=-0.33, prog= 0.21, pen=-0.54, r_old=-0.33], Reward=  2006.80 /  2017.01 /  7426.18, epsilon=  0.933, speed=  0.22, gear= 1, damage= 254.00
Ep:25 step:120(20083), a_t=[s= 0.20, t= 0.704992, b= 0.000000], r_t=[r=-0.29, prog= 0.22, pen=-0.51, r_old=-0.29], Reward=  2004.16 /  2014.37 /  7426.18, epsilon=  0.933, speed=  0.21, gear= 1, damage= 254.00
Ep:25 step:140(20103), a_t=[s=-0.47, t= 0.572775, b= 0.040721], r_t=[r=-0.01, prog=-0.01, pen= 0.01, r_old=-0.01], Reward=  2002.41 /  2012.62 /  7426.18, epsilon=  0.933, speed= -0.01, gear= 1, damage= 254.00
Ep:25 step:160(20123), a_t=[s=-0.23, t= 0.571550, b= 0.000000], r_t=[r=-0.28, prog= 0.34, pen=-0.63, r_old=-0.28], Reward=  1999.64 /  2009.85 /  7426.18, epsilon=  0.933, speed=  0.26, gear= 1, damage= 254.00
Ep:25 step:180(20143), a_t=[s=-0.04, t= 0.517071, b= 0.000000], r_t=[r=-0.07, prog= 0.10, pen=-0.17, r_old=-0.07], Reward=  1997.23 /  2007.44 /  7426.18, epsilon=  0.933, speed=  0.07, gear= 1, damage= 254.00
Ep:25 step:200(20163), a_t=[s=-0.83, t= 0.620704, b= 0.000000], r_t=[r=-0.14, prog= 0.24, pen=-0.38, r_old=-0.14], Reward=  1995.45 /  2005.66 /  7426.18, epsilon=  0.933, speed=  0.16, gear= 1, damage= 254.00
Ep:25 step:220(20183), a_t=[s=-0.29, t= 0.543902, b= 0.000000], r_t=[r=-0.09, prog= 0.20, pen=-0.29, r_old=-0.09], Reward=  1993.27 /  2003.48 /  7426.18, epsilon=  0.933, speed=  0.13, gear= 1, damage= 254.00
Ep:25 step:240(20203), a_t=[s=-0.52, t= 0.588610, b= 0.000000], r_t=[r=-0.09, prog= 0.22, pen=-0.30, r_old=-0.09], Reward=  1991.52 /  2001.73 /  7426.18, epsilon=  0.933, speed=  0.13, gear= 1, damage= 254.00
Ep:25 step:260(20223), a_t=[s= 0.69, t= 0.439875, b= 0.000000], r_t=[r=-0.10, prog= 0.35, pen=-0.45, r_old=-0.10], Reward=  1989.32 /  1999.53 /  7426.18, epsilon=  0.933, speed=  0.20, gear= 1, damage= 254.00
Ep:25 step:280(20243), a_t=[s= 0.08, t= 0.607373, b= 0.000000], r_t=[r=-0.09, prog= 0.70, pen=-0.79, r_old=-0.09], Reward=  1986.82 /  1997.03 /  7426.18, epsilon=  0.933, speed=  0.35, gear= 1, damage= 254.00
Ep:25 step:300(20263), a_t=[s=-1.00, t= 0.343729, b= 0.000000], r_t=[r=-0.04, prog= 0.97, pen=-1.01, r_old=-0.04], Reward=  1985.59 /  1995.80 /  7426.18, epsilon=  0.932, speed=  0.46, gear= 1, damage= 254.00
Ep:25 step:320(20283), a_t=[s=-0.63, t= 0.607587, b= 0.000000], r_t=[r= 0.07, prog= 1.27, pen=-1.20, r_old= 0.07], Reward=  1985.74 /  1995.95 /  7426.18, epsilon=  0.932, speed=  0.55, gear= 1, damage= 254.00
Ep:25 step:340(20303), a_t=[s=-0.94, t= 0.387911, b= 0.000000], r_t=[r= 0.38, prog= 2.34, pen=-1.97, r_old= 0.38], Reward=  1989.61 /  1999.82 /  7426.18, epsilon=  0.932, speed=  0.94, gear= 1, damage= 254.00
Ep:25 step:360(20323), a_t=[s=-1.00, t= 0.589795, b= 0.000000], r_t=[r= 1.31, prog= 5.34, pen=-4.03, r_old= 1.31], Reward=  1999.64 /  2009.85 /  7426.18, epsilon=  0.932, speed=  2.00, gear= 1, damage= 254.00
Ep:25 step:380(20343), a_t=[s= 0.56, t= 0.559823, b= 0.000000], r_t=[r=-5.62, prog= 35.45, pen=-41.07, r_old=-19.00], Reward=  2105.70 /  2102.53 /  7426.18, epsilon=  0.932, speed=  12.09, gear= 1, damage= 273.00
META = 1 ... Running backwards
Ep:25 step:400(20363), a_t=[s=-1.00, t= 0.430585, b= 0.000000], r_t=[r=-6.93, prog=-0.51, pen=-6.42, r_old=-6.93], Reward=  2570.07 /  2559.67 /  7426.18, epsilon=  0.932, speed=  2.58, gear= 1, damage= 302.00
=============================================================
 starting episode: 26/2000
Client connected on 3102..............
Ep:26 step:0(20364), a_t=[s= 0.60, t= 0.637361, b= 0.000000], r_t=[r= 0.44, prog= 0.44, pen=-0.00, r_old= 0.44], Reward=  0.44 /  0.44 /  7426.18, epsilon=  0.932, speed=  0.15, gear= 1, damage= 0.00
Ep:26 step:20(20384), a_t=[s=-0.33, t= 0.615588, b= 0.000000], r_t=[r= 54.22, prog= 122.39, pen=-68.16, r_old= 54.22], Reward=  842.10 /  842.10 /  7426.18, epsilon=  0.932, speed=  46.29, gear= 1, damage= 0.00
Ep:26 step:40(20404), a_t=[s=-0.11, t= 0.539236, b= 0.000000], r_t=[r=-0.29, prog= 0.10, pen=-0.39, r_old=-0.29], Reward=  995.09 /  968.40 /  7426.18, epsilon=  0.932, speed=  0.16, gear= 1, damage= 19.00
