=============================================================
 starting episode: 0/2000
Client connected on 3105..............
Ep:0 step:0(1), a_t=[s=-1.00, t= 0.341279, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:15 step:660(16817), a_t=[s= 0.28, t= 0.471483, b= 0.000000], r_t=[r= 2.68, prog= 7.80, pen=-5.12, r_old= 2.68], Reward=  682.99 /  600.10 /  6444.91, epsilon=  0.944, speed=  2.72, gear= 1, damage= 844.00
Ep:15 step:680(16837), a_t=[s= 0.71, t= 0.365829, b= 0.000000], r_t=[r= 2.38, prog= 6.30, pen=-3.92, r_old= 2.38], Reward=  752.68 /  669.79 /  6444.91, epsilon=  0.944, speed=  2.15, gear= 1, damage= 844.00
Ep:15 step:700(16857), a_t=[s=-0.26, t= 0.349879, b= 0.000000], r_t=[r= 1.41, prog= 4.00, pen=-2.59, r_old= 1.41], Reward=  756.79 /  658.52 /  6444.91, epsilon=  0.944, speed=  1.38, gear= 1, damage= 897.00
Ep:15 step:720(16877), a_t=[s= 0.71, t= 0.363745, b= 0.000000], r_t=[r= 1.15, prog= 3.14, pen=-2.00, r_old= 1.15], Reward=  787.81 /  689.53 /  6444.91, epsilon=  0.944, speed=  1.08, gear= 1, damage= 897.00
Ep:15 step:740(16897), a_t=[s= 0.13, t= 0.540864, b= 0.000000], r_t=[r= 4.81, prog= 12.42, pen=-7.62, r_old= 4.81], Reward=  847.97 /  749.69 /  6444.91, epsilon=  0.944, speed=  4.22, gear= 1, damage= 897.00
Ep:15 step:760(16917), a_t=[s= 0.24, t= 0.600178, b= 0.000000], r_t=[r= 8.88, prog= 22.33, pen=-13.45, r_old= 8.88], Reward=  926.25 /  827.98 /  6444.91, epsilon=  0.944, speed=  7.54, gear= 1, damage= 897.00
Ep:15 step:780(16937), a_t=[s= 0.37, t= 0.420500, b= 0.000000], r_t=[r= 1.49, prog= 4.15, pen=-2.66, r_old= 1.49], Reward=  891.87 /  789.21 /  6444.91, epsilon=  0.944, speed=  1.43, gear= 1, damage= 979.00
Ep:15 step:800(16957), a_t=[s=-0.50, t= 0.527207, b= 0.000000], r_t=[r= 2.78, prog= 7.51, pen=-4.73, r_old= 2.78], Reward=  933.37 /  830.70 /  6444.91, epsilon=  0.943, speed=  2.57, gear= 1, damage= 979.00
Ep:15 step:820(16977), a_t=[s= 0.93, t= 0.400402, b= 0.000000], r_t=[r= 8.11, prog= 21.05, pen=-12.94, r_old= 8.11], Reward=  1026.07 /  923.40 /  6444.91, epsilon=  0.943, speed=  7.15, gear= 1, damage= 979.00
Ep:15 step:840(16997), a_t=[s= 0.08, t= 0.412630, b= 0.000000], r_t=[r= 3.11, prog= 8.10, pen=-4.99, r_old= 3.11], Reward=  1120.96 /  1018.29 /  6444.91, epsilon=  0.943, speed=  2.76, gear= 1, damage= 979.00
Ep:15 step:860(17017), a_t=[s= 0.61, t= 0.628347, b= 0.000000], r_t=[r=-12.33, prog= 7.57, pen=-19.90, r_old=-15.00], Reward=  1178.58 /  1062.57 /  6444.91, epsilon=  0.943, speed=  2.62, gear= 1, damage= 1035.00
Ep:15 step:880(17037), a_t=[s= 0.19, t= 0.367431, b= 0.000000], r_t=[r= 6.03, prog= 15.77, pen=-9.74, r_old= 6.03], Reward=  1230.17 /  1114.16 /  6444.91, epsilon=  0.943, speed=  5.37, gear= 1, damage= 1035.00
Ep:15 step:900(17057), a_t=[s= 0.64, t= 0.364903, b= 0.000000], r_t=[r= 1.46, prog= 3.92, pen=-2.46, r_old= 1.46], Reward=  1294.74 /  1169.71 /  6444.91, epsilon=  0.943, speed=  1.34, gear= 1, damage= 1061.00
Ep:15 step:920(17077), a_t=[s= 1.00, t= 0.439142, b= 0.000000], r_t=[r= 4.03, prog= 10.61, pen=-6.59, r_old= 4.03], Reward=  1372.55 /  1247.51 /  6444.91, epsilon=  0.943, speed=  3.62, gear= 1, damage= 1061.00
Ep:15 step:940(17097), a_t=[s= 1.00, t= 0.572990, b= 0.000000], r_t=[r= 0.80, prog= 2.41, pen=-1.61, r_old= 0.80], Reward=  1290.67 /  1157.59 /  6444.91, epsilon=  0.943, speed=  0.85, gear= 1, damage= 1214.00
Ep:15 step:960(17117), a_t=[s= 0.10, t= 0.515499, b= 0.000000], r_t=[r= 1.39, prog= 4.07, pen=-2.68, r_old= 1.39], Reward=  1314.45 /  1181.38 /  6444.91, epsilon=  0.943, speed=  1.42, gear= 1, damage= 1214.00
Ep:15 step:980(17137), a_t=[s= 1.00, t= 0.507768, b= 0.000000], r_t=[r= 2.39, prog= 6.43, pen=-4.03, r_old= 2.39], Reward=  1365.25 /  1232.18 /  6444.91, epsilon=  0.943, speed=  2.20, gear= 1, damage= 1214.00
Ep:15 step:1000(17157), a_t=[s=-1.00, t= 0.439126, b= 0.000000], r_t=[r= 4.00, prog= 10.36, pen=-6.37, r_old= 4.00], Reward=  1413.17 /  1280.10 /  6444.91, epsilon=  0.943, speed=  3.52, gear= 1, damage= 1214.00
Ep:15 step:1020(17177), a_t=[s= 1.00, t= 0.366709, b= 0.000000], r_t=[r= 2.79, prog= 7.11, pen=-4.33, r_old= 2.79], Reward=  1493.42 /  1360.34 /  6444.91, epsilon=  0.943, speed=  2.41, gear= 1, damage= 1214.00
Ep:15 step:1040(17197), a_t=[s= 0.72, t= 0.480313, b= 0.000000], r_t=[r= 3.38, prog= 8.86, pen=-5.48, r_old= 3.38], Reward=  1545.65 /  1408.89 /  6444.91, epsilon=  0.943, speed=  3.02, gear= 1, damage= 1236.00
Ep:15 step:1060(17217), a_t=[s=-0.38, t= 0.417289, b= 0.000000], r_t=[r= 3.32, prog= 8.67, pen=-5.35, r_old= 3.32], Reward=  1604.47 /  1464.23 /  6444.91, epsilon=  0.943, speed=  2.95, gear= 1, damage= 1244.00
Ep:15 step:1080(17237), a_t=[s= 1.00, t= 0.474804, b= 0.000000], r_t=[r= 1.52, prog= 4.03, pen=-2.51, r_old= 1.52], Reward=  1655.07 /  1508.88 /  6444.91, epsilon=  0.943, speed=  1.37, gear= 1, damage= 1273.00
Ep:15 step:1100(17257), a_t=[s=-0.33, t= 0.500564, b= 0.000000], r_t=[r= 23.81, prog= 52.96, pen=-29.15, r_old= 23.81], Reward=  1830.26 /  1684.07 /  6444.91, epsilon=  0.942, speed=  17.66, gear= 1, damage= 1273.00
Ep:15 step:1120(17277), a_t=[s= 0.69, t= 0.560901, b= 0.000000], r_t=[r= 0.25, prog= 1.27, pen=-1.02, r_old= 0.25], Reward=  2053.13 /  1904.62 /  6444.91, epsilon=  0.942, speed=  0.50, gear= 1, damage= 1274.00
Ep:15 step:1140(17297), a_t=[s= 1.00, t= 0.509753, b= 0.000000], r_t=[r= 0.21, prog= 1.00, pen=-0.79, r_old= 0.21], Reward=  2057.77 /  1909.26 /  6444.91, epsilon=  0.942, speed=  0.38, gear= 1, damage= 1274.00
Ep:15 step:1160(17317), a_t=[s=-0.67, t= 0.477954, b= 0.000000], r_t=[r= 0.59, prog= 2.58, pen=-1.99, r_old= 0.59], Reward=  2064.07 /  1915.56 /  6444.91, epsilon=  0.942, speed=  0.98, gear= 1, damage= 1274.00
Ep:15 step:1180(17337), a_t=[s=-0.52, t= 0.253178, b= 0.000000], r_t=[r= 0.56, prog= 2.03, pen=-1.47, r_old= 0.56], Reward=  2076.45 /  1927.94 /  6444.91, epsilon=  0.942, speed=  0.75, gear= 1, damage= 1274.00
Ep:15 step:1200(17357), a_t=[s=-0.97, t= 0.546924, b= 0.000000], r_t=[r= 1.98, prog= 6.28, pen=-4.30, r_old= 1.98], Reward=  2098.04 /  1949.53 /  6444.91, epsilon=  0.942, speed=  2.24, gear= 1, damage= 1274.00
Ep:15 step:1220(17377), a_t=[s= 0.25, t= 0.360995, b= 0.000000], r_t=[r= 2.43, prog= 6.90, pen=-4.46, r_old= 2.43], Reward=  2134.54 /  1986.03 /  6444.91, epsilon=  0.942, speed=  2.39, gear= 1, damage= 1274.00
Ep:15 step:1240(17397), a_t=[s=-0.06, t= 0.454477, b= 0.000000], r_t=[r= 1.46, prog= 4.18, pen=-2.72, r_old= 1.46], Reward=  2166.69 /  2015.65 /  6444.91, epsilon=  0.942, speed=  1.45, gear= 1, damage= 1280.00
Ep:15 step:1260(17417), a_t=[s= 0.47, t= 0.594496, b= 0.000000], r_t=[r= 3.51, prog= 9.27, pen=-5.76, r_old= 3.51], Reward=  2225.09 /  2074.05 /  6444.91, epsilon=  0.942, speed=  3.16, gear= 1, damage= 1280.00
Ep:15 step:1280(17437), a_t=[s=-0.25, t= 0.779065, b= 0.000000], r_t=[r= 5.05, prog= 13.00, pen=-7.95, r_old= 5.05], Reward=  2297.26 /  2146.22 /  6444.91, epsilon=  0.942, speed=  4.41, gear= 1, damage= 1280.00
Ep:15 step:1300(17457), a_t=[s= 1.00, t= 0.340522, b= 0.000000], r_t=[r= 0.44, prog= 1.33, pen=-0.88, r_old= 0.44], Reward=  2324.67 /  2165.03 /  6444.91, epsilon=  0.942, speed=  0.47, gear= 1, damage= 1307.00
Ep:15 step:1320(17477), a_t=[s= 0.95, t= 0.453563, b= 0.000000], r_t=[r= 1.96, prog= 5.55, pen=-3.59, r_old= 1.96], Reward=  2356.58 /  2196.94 /  6444.91, epsilon=  0.942, speed=  1.92, gear= 1, damage= 1307.00
Ep:15 step:1340(17497), a_t=[s= 0.69, t= 0.432215, b= 0.000000], r_t=[r= 1.06, prog= 2.99, pen=-1.93, r_old= 1.06], Reward=  2383.56 /  2223.92 /  6444.91, epsilon=  0.942, speed=  1.04, gear= 1, damage= 1307.00
Ep:15 step:1360(17517), a_t=[s= 0.30, t= 0.607463, b= 0.000000], r_t=[r= 4.55, prog= 11.94, pen=-7.38, r_old= 4.55], Reward=  2453.74 /  2294.09 /  6444.91, epsilon=  0.942, speed=  4.06, gear= 1, damage= 1307.00
Ep:15 step:1380(17537), a_t=[s= 0.38, t= 0.435663, b= 0.000000], r_t=[r= 3.14, prog= 8.14, pen=-5.00, r_old= 3.14], Reward=  2514.63 /  2354.99 /  6444.91, epsilon=  0.942, speed=  2.77, gear= 1, damage= 1307.00
Ep:15 step:1400(17557), a_t=[s= 1.00, t= 0.501088, b= 0.000000], r_t=[r= 3.37, prog= 9.09, pen=-5.73, r_old= 3.37], Reward=  2600.79 /  2434.18 /  6444.91, epsilon=  0.941, speed=  3.12, gear= 1, damage= 1327.00
Ep:15 step:1420(17577), a_t=[s= 1.00, t= 0.487825, b= 0.000000], r_t=[r= 1.16, prog= 3.14, pen=-1.99, r_old= 1.16], Reward=  2636.00 /  2469.38 /  6444.91, epsilon=  0.941, speed=  1.08, gear= 1, damage= 1327.00
Ep:15 step:1440(17597), a_t=[s= 1.00, t= 0.401518, b= 0.000000], r_t=[r= 1.75, prog= 4.67, pen=-2.92, r_old= 1.75], Reward=  2674.47 /  2507.86 /  6444.91, epsilon=  0.941, speed=  1.60, gear= 1, damage= 1327.00
Ep:15 step:1460(17617), a_t=[s= 0.22, t= 0.490059, b= 0.000000], r_t=[r= 4.25, prog= 11.21, pen=-6.96, r_old= 4.25], Reward=  2717.37 /  2550.75 /  6444.91, epsilon=  0.941, speed=  3.82, gear= 1, damage= 1327.00
Ep:15 step:1480(17637), a_t=[s= 0.43, t= 0.430760, b= 0.000000], r_t=[r= 3.35, prog= 8.66, pen=-5.31, r_old= 3.35], Reward=  2772.95 /  2606.34 /  6444.91, epsilon=  0.941, speed=  2.94, gear= 1, damage= 1327.00
Ep:15 step:1500(17657), a_t=[s=-0.36, t= 0.534133, b= 0.000000], r_t=[r= 2.26, prog= 7.20, pen=-4.94, r_old= 2.26], Reward=  2623.55 /  2444.52 /  6444.91, epsilon=  0.941, speed=  2.57, gear= 1, damage= 1558.00
Ep:15 step:1520(17677), a_t=[s= 0.01, t= 0.514956, b= 0.000000], r_t=[r= 1.85, prog= 5.52, pen=-3.66, r_old= 1.85], Reward=  2650.02 /  2470.99 /  6444.91, epsilon=  0.941, speed=  1.93, gear= 1, damage= 1558.00
Ep:15 step:1540(17697), a_t=[s= 0.29, t= 0.385329, b= 0.000000], r_t=[r= 2.52, prog= 6.80, pen=-4.28, r_old= 2.52], Reward=  2696.82 /  2517.79 /  6444.91, epsilon=  0.941, speed=  2.33, gear= 1, damage= 1558.00
Ep:15 step:1560(17717), a_t=[s= 0.37, t= 0.418924, b= 0.000000], r_t=[r= 2.67, prog= 6.96, pen=-4.29, r_old= 2.67], Reward=  2752.82 /  2573.80 /  6444.91, epsilon=  0.941, speed=  2.37, gear= 1, damage= 1558.00
Ep:15 step:1580(17737), a_t=[s= 0.57, t= 0.445107, b= 0.000000], r_t=[r= 0.99, prog= 2.78, pen=-1.80, r_old= 0.99], Reward=  2791.52 /  2607.61 /  6444.91, epsilon=  0.941, speed=  0.96, gear= 1, damage= 1599.00
Ep:15 step:1600(17757), a_t=[s= 0.24, t= 0.329229, b= 0.000000], r_t=[r= 3.46, prog= 9.19, pen=-5.73, r_old= 3.46], Reward=  2842.90 /  2658.98 /  6444.91, epsilon=  0.941, speed=  3.14, gear= 1, damage= 1599.00
Ep:15 step:1620(17777), a_t=[s= 1.00, t= 0.404410, b= 0.000000], r_t=[r= 3.76, prog= 9.93, pen=-6.17, r_old= 3.76], Reward=  2893.36 /  2709.44 /  6444.91, epsilon=  0.941, speed=  3.39, gear= 1, damage= 1599.00
Ep:15 step:1640(17797), a_t=[s= 0.17, t= 0.487935, b= 0.000000], r_t=[r= 0.49, prog= 11.94, pen=-11.45, r_old=-4.00], Reward=  2955.52 /  2762.75 /  6444.91, epsilon=  0.941, speed=  4.08, gear= 1, damage= 1611.00
Ep:15 step:1660(17817), a_t=[s= 0.68, t= 0.639768, b= 0.000000], r_t=[r= 2.87, prog= 7.49, pen=-4.62, r_old= 2.87], Reward=  3006.87 /  2814.11 /  6444.91, epsilon=  0.941, speed=  2.55, gear= 1, damage= 1611.00
Ep:15 step:1680(17837), a_t=[s= 0.42, t= 0.366078, b= 0.000000], r_t=[r= 5.50, prog= 14.41, pen=-8.91, r_old= 5.50], Reward=  3082.63 /  2886.02 /  6444.91, epsilon=  0.941, speed=  4.91, gear= 1, damage= 1614.00
Ep:15 step:1700(17857), a_t=[s= 1.00, t= 0.457118, b= 0.000000], r_t=[r= 1.89, prog= 5.02, pen=-3.13, r_old= 1.89], Reward=  3132.05 /  2930.31 /  6444.91, epsilon=  0.940, speed=  1.71, gear= 1, damage= 1635.00
Ep:15 step:1720(17877), a_t=[s=-0.23, t= 0.514954, b= 0.000000], r_t=[r= 1.13, prog= 3.89, pen=-2.75, r_old= 1.13], Reward=  2935.32 /  2721.02 /  6444.91, epsilon=  0.940, speed=  1.41, gear= 1, damage= 1914.00
Ep:15 step:1740(17897), a_t=[s= 0.01, t= 0.329073, b= 0.000000], r_t=[r= 0.93, prog= 2.91, pen=-1.98, r_old= 0.93], Reward=  2954.97 /  2740.66 /  6444.91, epsilon=  0.940, speed=  1.03, gear= 1, damage= 1914.00
Ep:15 step:1760(17917), a_t=[s= 1.00, t= 0.343663, b= 0.000000], r_t=[r= 3.91, prog= 10.87, pen=-6.96, r_old= 3.91], Reward=  2997.72 /  2783.41 /  6444.91, epsilon=  0.940, speed=  3.75, gear= 1, damage= 1914.00
Ep:15 step:1780(17937), a_t=[s= 0.61, t= 0.640531, b= 0.000000], r_t=[r= 3.49, prog= 9.45, pen=-5.96, r_old= 3.49], Reward=  3035.64 /  2821.33 /  6444.91, epsilon=  0.940, speed=  3.24, gear= 1, damage= 1914.00
Ep:15 step:1800(17957), a_t=[s= 0.59, t= 0.568357, b= 0.000000], r_t=[r= 2.82, prog= 7.43, pen=-4.61, r_old= 2.82], Reward=  3084.78 /  2870.47 /  6444.91, epsilon=  0.940, speed=  2.53, gear= 1, damage= 1914.00
Ep:15 step:1820(17977), a_t=[s= 0.54, t= 0.515451, b= 0.000000], r_t=[r= 2.75, prog= 7.11, pen=-4.36, r_old= 2.75], Reward=  3149.04 /  2934.73 /  6444.91, epsilon=  0.940, speed=  2.41, gear= 1, damage= 1914.00
Ep:15 step:1840(17997), a_t=[s=-0.59, t= 0.663403, b= 0.000000], r_t=[r= 4.90, prog= 12.69, pen=-7.79, r_old= 4.90], Reward=  3209.00 /  2990.92 /  6444.91, epsilon=  0.940, speed=  4.31, gear= 1, damage= 1919.00
Ep:15 step:1860(18017), a_t=[s= 1.00, t= 0.343054, b= 0.000000], r_t=[r= 0.52, prog= 1.58, pen=-1.06, r_old= 0.52], Reward=  3189.64 /  2953.94 /  6444.91, epsilon=  0.940, speed=  0.56, gear= 1, damage= 2039.00
Ep:15 step:1880(18037), a_t=[s= 0.35, t= 0.568742, b= 0.000000], r_t=[r= 3.82, prog= 10.06, pen=-6.24, r_old= 3.82], Reward=  3252.75 /  3017.05 /  6444.91, epsilon=  0.940, speed=  3.43, gear= 1, damage= 2039.00
Ep:15 step:1900(18057), a_t=[s=-0.35, t= 0.435221, b= 0.000000], r_t=[r= 8.14, prog= 22.93, pen=-14.79, r_old= 8.14], Reward=  3474.32 /  3238.61 /  6444.91, epsilon=  0.940, speed=  7.94, gear= 1, damage= 2039.00
Ep:15 step:1920(18077), a_t=[s= 0.32, t= 0.385980, b= 0.000000], r_t=[r= 3.95, prog= 10.65, pen=-6.70, r_old= 3.95], Reward=  3531.86 /  3296.16 /  6444.91, epsilon=  0.940, speed=  3.65, gear= 1, damage= 2039.00
Ep:15 step:1940(18097), a_t=[s= 0.05, t= 0.477461, b= 0.000000], r_t=[r= 4.55, prog= 11.62, pen=-7.06, r_old= 4.55], Reward=  3599.95 /  3364.24 /  6444.91, epsilon=  0.940, speed=  3.93, gear= 1, damage= 2039.00
Ep:15 step:1960(18117), a_t=[s= 1.00, t= 0.439970, b= 0.000000], r_t=[r= 0.59, prog= 1.77, pen=-1.18, r_old= 0.59], Reward=  3676.52 /  3404.08 /  6444.91, epsilon=  0.940, speed=  0.62, gear= 1, damage= 2083.00
Ep:15 step:1980(18137), a_t=[s= 0.84, t= 0.542939, b= 0.000000], r_t=[r= 1.12, prog= 3.29, pen=-2.17, r_old= 1.12], Reward=  3699.11 /  3426.67 /  6444.91, epsilon=  0.940, speed=  1.15, gear= 1, damage= 2083.00
=============================================================
 starting episode: 16/2000
Waiting for server on 3105............
Count Down : 5
Client connected on 3105..............
Ep:16 step:0(18157), a_t=[s=-0.39, t= 0.515030, b= 0.000000], r_t=[r=-0.29, prog=-0.29, pen= 0.00, r_old=-0.29], Reward= -0.29 / -0.29 /  6444.91, epsilon=  0.939, speed= -0.10, gear= 1, damage= 0.00
Ep:16 step:20(18177), a_t=[s= 0.48, t= 0.564161, b= 0.000000], r_t=[r= 104.79, prog= 136.86, pen=-32.07, r_old= 104.79], Reward=  1018.16 /  1018.16 /  6444.91, epsilon=  0.939, speed=  45.94, gear= 1, damage= 0.00
Ep:16 step:40(18197), a_t=[s=-0.41, t= 0.321075, b= 0.000000], r_t=[r=-14.44, prog= 21.84, pen=-36.28, r_old=-14.44], Reward=  1941.55 /  1901.83 /  6444.91, epsilon=  0.939, speed=  15.41, gear= 1, damage= 24.00
Ep:16 step:60(18217), a_t=[s=-1.00, t= 0.476769, b= 0.000000], r_t=[r=-0.22, prog= 0.43, pen=-0.65, r_old=-0.22], Reward=  1912.67 /  1872.96 /  6444.91, epsilon=  0.939, speed=  0.28, gear= 1, damage= 24.00
Ep:16 step:80(18237), a_t=[s= 1.00, t= 0.556241, b= 0.000000], r_t=[r=-0.10, prog= 0.29, pen=-0.39, r_old=-0.10], Reward=  1910.19 /  1870.47 /  6444.91, epsilon=  0.939, speed=  0.17, gear= 1, damage= 24.00
Ep:16 step:100(18257), a_t=[s= 0.57, t= 0.624748, b= 0.000000], r_t=[r=-0.09, prog= 0.29, pen=-0.38, r_old=-0.09], Reward=  1908.57 /  1868.85 /  6444.91, epsilon=  0.939, speed=  0.17, gear= 1, damage= 24.00
Ep:16 step:120(18277), a_t=[s= 0.30, t= 0.497781, b= 0.000000], r_t=[r=-0.01, prog= 0.03, pen=-0.04, r_old=-0.01], Reward=  1906.96 /  1867.25 /  6444.91, epsilon=  0.939, speed=  0.02, gear= 1, damage= 24.00
Ep:16 step:140(18297), a_t=[s= 1.00, t= 0.423118, b= 0.000000], r_t=[r=-0.11, prog= 0.62, pen=-0.73, r_old=-0.11], Reward=  1905.50 /  1865.79 /  6444.91, epsilon=  0.939, speed=  0.32, gear= 1, damage= 24.00
Ep:16 step:160(18317), a_t=[s= 1.00, t= 0.376373, b= 0.000000], r_t=[r=-0.02, prog= 0.38, pen=-0.40, r_old=-0.02], Reward=  1904.29 /  1864.58 /  6444.91, epsilon=  0.939, speed=  0.18, gear= 1, damage= 24.00
Ep:16 step:180(18337), a_t=[s= 0.09, t= 0.542597, b= 0.000000], r_t=[r=-0.01, prog= 0.68, pen=-0.69, r_old=-0.01], Reward=  1903.93 /  1864.22 /  6444.91, epsilon=  0.939, speed=  0.31, gear= 1, damage= 24.00
Ep:16 step:200(18357), a_t=[s=-0.05, t= 0.525530, b= 0.000000], r_t=[r= 0.03, prog= 0.75, pen=-0.72, r_old= 0.03], Reward=  1904.09 /  1864.38 /  6444.91, epsilon=  0.939, speed=  0.33, gear= 1, damage= 24.00
Ep:16 step:220(18377), a_t=[s= 0.74, t= 0.534023, b= 0.000000], r_t=[r= 0.04, prog= 0.45, pen=-0.41, r_old= 0.04], Reward=  1905.13 /  1865.42 /  6444.91, epsilon=  0.939, speed=  0.19, gear= 1, damage= 24.00
Ep:16 step:240(18397), a_t=[s= 0.81, t= 0.515876, b= 0.000000], r_t=[r= 0.10, prog= 0.77, pen=-0.67, r_old= 0.10], Reward=  1907.02 /  1867.30 /  6444.91, epsilon=  0.939, speed=  0.32, gear= 1, damage= 24.00
Ep:16 step:260(18417), a_t=[s= 1.00, t= 0.457821, b= 0.000000], r_t=[r= 0.17, prog= 1.01, pen=-0.84, r_old= 0.17], Reward=  1910.91 /  1871.19 /  6444.91, epsilon=  0.939, speed=  0.40, gear= 1, damage= 24.00
Ep:16 step:280(18437), a_t=[s=-0.04, t= 0.462849, b= 0.000000], r_t=[r= 0.29, prog= 1.51, pen=-1.22, r_old= 0.29], Reward=  1915.34 /  1875.63 /  6444.91, epsilon=  0.939, speed=  0.59, gear= 1, damage= 24.00
Ep:16 step:300(18457), a_t=[s=-0.11, t= 0.508823, b= 0.000000], r_t=[r= 0.39, prog= 1.87, pen=-1.48, r_old= 0.39], Reward=  1919.70 /  1879.99 /  6444.91, epsilon=  0.938, speed=  0.72, gear= 1, damage= 24.00
Ep:16 step:320(18477), a_t=[s= 1.00, t= 0.449913, b= 0.000000], r_t=[r= 0.28, prog= 1.21, pen=-0.93, r_old= 0.28], Reward=  1926.36 /  1886.64 /  6444.91, epsilon=  0.938, speed=  0.46, gear= 1, damage= 24.00
Ep:16 step:340(18497), a_t=[s= 0.84, t= 0.468675, b= 0.000000], r_t=[r= 0.56, prog= 2.09, pen=-1.53, r_old= 0.56], Reward=  1937.77 /  1898.05 /  6444.91, epsilon=  0.938, speed=  0.77, gear= 1, damage= 24.00
Ep:16 step:360(18517), a_t=[s= 1.00, t= 0.505611, b= 0.000000], r_t=[r= 2.06, prog= 6.14, pen=-4.08, r_old= 2.06], Reward=  1964.81 /  1925.10 /  6444.91, epsilon=  0.938, speed=  2.15, gear= 1, damage= 24.00
Ep:16 step:380(18537), a_t=[s= 0.08, t= 0.468029, b= 0.000000], r_t=[r= 2.53, prog= 6.79, pen=-4.26, r_old= 2.53], Reward=  2033.13 /  1993.41 /  6444.91, epsilon=  0.938, speed=  2.33, gear= 1, damage= 24.00
Ep:16 step:400(18557), a_t=[s= 1.00, t= 0.336668, b= 0.000000], r_t=[r= 1.73, prog= 4.58, pen=-2.85, r_old= 1.73], Reward=  2093.87 /  2050.68 /  6444.91, epsilon=  0.938, speed=  1.56, gear= 1, damage= 32.00
Ep:16 step:420(18577), a_t=[s=-0.28, t= 0.389454, b= 0.000000], r_t=[r= 3.08, prog= 7.99, pen=-4.91, r_old= 3.08], Reward=  2170.36 /  2122.11 /  6444.91, epsilon=  0.938, speed=  2.71, gear= 1, damage= 44.00
Ep:16 step:440(18597), a_t=[s=-0.45, t= 0.600897, b= 0.000000], r_t=[r= 3.80, prog= 10.57, pen=-6.77, r_old= 3.80], Reward=  2230.08 /  2177.00 /  6444.91, epsilon=  0.938, speed=  3.65, gear= 1, damage= 78.00
Ep:16 step:460(18617), a_t=[s= 0.62, t= 0.638620, b= 0.000000], r_t=[r= 3.16, prog= 8.32, pen=-5.16, r_old= 3.16], Reward=  2285.87 /  2232.79 /  6444.91, epsilon=  0.938, speed=  2.84, gear= 1, damage= 78.00
Ep:16 step:480(18637), a_t=[s= 1.00, t= 0.379840, b= 0.000000], r_t=[r=-5.45, prog= 20.50, pen=-25.95, r_old=-13.00], Reward=  2403.62 /  2342.99 /  6444.91, epsilon=  0.938, speed=  7.05, gear= 1, damage= 91.00
Ep:16 step:500(18657), a_t=[s= 1.00, t= 0.601799, b= 0.000000], r_t=[r= 0.67, prog= 2.09, pen=-1.42, r_old= 0.67], Reward=  2396.83 /  2329.88 /  6444.91, epsilon=  0.938, speed=  0.74, gear= 1, damage= 134.00
Ep:16 step:520(18677), a_t=[s= 0.33, t= 0.527810, b= 0.000000], r_t=[r= 1.30, prog= 3.84, pen=-2.53, r_old= 1.30], Reward=  2420.18 /  2353.22 /  6444.91, epsilon=  0.938, speed=  1.34, gear= 1, damage= 134.00
Ep:16 step:540(18697), a_t=[s= 0.10, t= 0.454406, b= 0.000000], r_t=[r= 2.21, prog= 6.06, pen=-3.85, r_old= 2.21], Reward=  2480.57 /  2413.61 /  6444.91, epsilon=  0.938, speed=  2.08, gear= 1, damage= 134.00
Ep:16 step:560(18717), a_t=[s=-0.52, t= 0.517902, b= 0.000000], r_t=[r= 29.94, prog= 68.58, pen=-38.64, r_old= 29.94], Reward=  2686.26 /  2619.31 /  6444.91, epsilon=  0.938, speed=  22.93, gear= 1, damage= 134.00
Ep:16 step:580(18737), a_t=[s=-0.55, t= 0.554206, b= 0.000000], r_t=[r= 23.30, prog= 121.62, pen=-98.32, r_old= 23.30], Reward=  3929.10 /  3862.14 /  6444.91, epsilon=  0.938, speed=  55.55, gear= 2, damage= 134.00
Ep:16 step:600(18757), a_t=[s= 0.06, t= 0.242418, b= 0.000000], r_t=[r= 0.12, prog= 2.36, pen=-2.23, r_old= 0.12], Reward=  4117.94 /  4013.46 /  6444.91, epsilon=  0.937, speed=  1.04, gear= 1, damage= 183.00
Ep:16 step:620(18777), a_t=[s=-0.18, t= 0.371498, b= 0.000000], r_t=[r= 0.14, prog= 1.03, pen=-0.89, r_old= 0.14], Reward=  4120.67 /  4016.19 /  6444.91, epsilon=  0.937, speed=  0.42, gear= 1, damage= 183.00
Ep:16 step:640(18797), a_t=[s=-0.05, t= 0.278157, b= 0.000000], r_t=[r= 0.15, prog= 0.75, pen=-0.60, r_old= 0.15], Reward=  4126.14 /  4021.66 /  6444.91, epsilon=  0.937, speed=  0.29, gear= 1, damage= 183.00
Ep:16 step:660(18817), a_t=[s= 0.59, t= 0.480647, b= 0.000000], r_t=[r= 0.50, prog= 2.08, pen=-1.58, r_old= 0.50], Reward=  4133.93 /  4029.44 /  6444.91, epsilon=  0.937, speed=  0.78, gear= 1, damage= 183.00
Ep:16 step:680(18837), a_t=[s=-0.61, t= 0.375326, b= 0.000000], r_t=[r= 0.84, prog= 2.83, pen=-1.99, r_old= 0.84], Reward=  4152.58 /  4048.10 /  6444.91, epsilon=  0.937, speed=  1.02, gear= 1, damage= 183.00
