=============================================================
 starting episode: 0/2000
Client connected on 3103..............
Ep:0 step:0(1), a_t=[s= 0.19, t= 0.362220, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:21 step:1620(11563), a_t=[s= 0.93, t= 0.453715, b= 0.000000], r_t=[r=-0.23, prog= 0.02, pen=-0.25, r_old=-0.23], Reward=  1183.62 /  1175.27 /  5549.31, epsilon=  0.962, speed=  0.10, gear= 1, damage= 107.00
Ep:21 step:1640(11583), a_t=[s=-0.90, t= 0.537286, b= 0.000000], r_t=[r=-0.31, prog= 0.03, pen=-0.34, r_old=-0.31], Reward=  1180.73 /  1172.37 /  5549.31, epsilon=  0.962, speed=  0.14, gear= 1, damage= 107.00
Ep:21 step:1660(11603), a_t=[s=-1.00, t= 0.565960, b= 0.000000], r_t=[r=-0.18, prog= 0.02, pen=-0.20, r_old=-0.18], Reward=  1177.34 /  1168.98 /  5549.31, epsilon=  0.962, speed=  0.08, gear= 1, damage= 107.00
Ep:21 step:1680(11623), a_t=[s=-1.00, t= 0.497825, b= 0.000000], r_t=[r=-0.06, prog= 0.01, pen=-0.07, r_old=-0.06], Reward=  1173.61 /  1165.25 /  5549.31, epsilon=  0.961, speed=  0.03, gear= 1, damage= 107.00
Ep:21 step:1700(11643), a_t=[s=-0.01, t= 0.434990, b= 0.000000], r_t=[r=-0.29, prog= 0.02, pen=-0.31, r_old=-0.29], Reward=  1171.11 /  1162.75 /  5549.31, epsilon=  0.961, speed=  0.13, gear= 1, damage= 107.00
Ep:21 step:1720(11663), a_t=[s=-0.30, t= 0.471989, b= 0.000000], r_t=[r=-0.23, prog= 0.02, pen=-0.25, r_old=-0.23], Reward=  1167.79 /  1159.43 /  5549.31, epsilon=  0.961, speed=  0.10, gear= 1, damage= 107.00
Ep:21 step:1740(11683), a_t=[s=-0.93, t= 0.536338, b= 0.000000], r_t=[r=-0.07, prog= 0.01, pen=-0.07, r_old=-0.07], Reward=  1165.68 /  1157.32 /  5549.31, epsilon=  0.961, speed=  0.03, gear= 1, damage= 107.00
Ep:21 step:1760(11703), a_t=[s=-1.00, t= 0.522999, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.01, r_old= 0.00], Reward=  1163.61 /  1155.25 /  5549.31, epsilon=  0.961, speed= -0.01, gear= 1, damage= 107.00
Ep:21 step:1780(11723), a_t=[s= 0.20, t= 0.334079, b= 0.000000], r_t=[r=-0.32, prog= 0.02, pen=-0.34, r_old=-0.32], Reward=  1160.56 /  1152.21 /  5549.31, epsilon=  0.961, speed=  0.14, gear= 1, damage= 107.00
Ep:21 step:1800(11743), a_t=[s=-1.00, t= 0.592127, b= 0.000000], r_t=[r=-0.29, prog= 0.02, pen=-0.31, r_old=-0.29], Reward=  1157.55 /  1149.19 /  5549.31, epsilon=  0.961, speed=  0.12, gear= 1, damage= 107.00
Ep:21 step:1820(11763), a_t=[s=-0.55, t= 0.433475, b= 0.000000], r_t=[r=-0.10, prog= 0.01, pen=-0.10, r_old=-0.10], Reward=  1155.11 /  1146.76 /  5549.31, epsilon=  0.961, speed=  0.04, gear= 1, damage= 107.00
Ep:21 step:1840(11783), a_t=[s=-0.24, t= 0.626310, b= 0.000000], r_t=[r=-0.23, prog= 0.02, pen=-0.25, r_old=-0.23], Reward=  1152.04 /  1143.68 /  5549.31, epsilon=  0.961, speed=  0.10, gear= 1, damage= 107.00
Ep:21 step:1860(11803), a_t=[s=-0.88, t= 0.625509, b= 0.000000], r_t=[r=-0.38, prog= 0.03, pen=-0.41, r_old=-0.38], Reward=  1148.94 /  1140.58 /  5549.31, epsilon=  0.961, speed=  0.17, gear= 1, damage= 107.00
Ep:21 step:1880(11823), a_t=[s= 1.00, t= 0.453297, b= 0.000000], r_t=[r= 0.01, prog=-0.01, pen= 0.02, r_old= 0.01], Reward=  1147.29 /  1138.93 /  5549.31, epsilon=  0.961, speed= -0.04, gear= 1, damage= 107.00
Ep:21 step:1900(11843), a_t=[s=-1.00, t= 0.531807, b= 0.000000], r_t=[r=-0.48, prog= 0.04, pen=-0.52, r_old=-0.48], Reward=  1145.02 /  1136.66 /  5549.31, epsilon=  0.961, speed=  0.21, gear= 1, damage= 107.00
Ep:21 step:1920(11863), a_t=[s=-0.99, t= 0.665749, b= 0.000000], r_t=[r=-0.23, prog= 0.02, pen=-0.25, r_old=-0.23], Reward=  1142.84 /  1134.48 /  5549.31, epsilon=  0.961, speed=  0.10, gear= 1, damage= 107.00
Ep:21 step:1940(11883), a_t=[s=-0.50, t= 0.471976, b= 0.000000], r_t=[r=-0.32, prog= 0.02, pen=-0.34, r_old=-0.32], Reward=  1140.73 /  1132.37 /  5549.31, epsilon=  0.961, speed=  0.14, gear= 1, damage= 107.00
Ep:21 step:1960(11903), a_t=[s=-0.50, t= 0.565026, b= 0.000000], r_t=[r=-0.25, prog= 0.02, pen=-0.27, r_old=-0.25], Reward=  1138.18 /  1129.82 /  5549.31, epsilon=  0.961, speed=  0.11, gear= 1, damage= 107.00
Ep:21 step:1980(11923), a_t=[s=-1.00, t= 0.624989, b= 0.000000], r_t=[r= 0.01, prog=-0.00, pen= 0.02, r_old= 0.01], Reward=  1135.42 /  1127.06 /  5549.31, epsilon=  0.960, speed= -0.03, gear= 1, damage= 107.00
=============================================================
 starting episode: 22/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:22 step:0(11943), a_t=[s= 0.48, t= 0.366785, b= 0.000000], r_t=[r= 0.62, prog= 0.62, pen=-0.00, r_old= 0.62], Reward=  0.62 /  0.62 /  5549.31, epsilon=  0.960, speed=  0.21, gear= 1, damage= 0.00
Ep:22 step:20(11963), a_t=[s=-0.43, t= 0.314038, b= 0.000000], r_t=[r= 95.26, prog= 123.02, pen=-27.76, r_old= 95.26], Reward=  892.98 /  892.98 /  5549.31, epsilon=  0.960, speed=  41.20, gear= 1, damage= 0.00
Ep:22 step:40(11983), a_t=[s= 0.91, t= 0.560197, b= 0.000000], r_t=[r= 154.25, prog= 190.50, pen=-36.25, r_old= 154.25], Reward=  3298.31 /  3298.31 /  5549.31, epsilon=  0.960, speed=  71.11, gear= 2, damage= 0.00
Ep:22 step:60(12003), a_t=[s= 0.35, t= 0.474781, b= 0.000000], r_t=[r= 126.22, prog= 241.96, pen=-115.74, r_old= 126.22], Reward=  6461.18 /  6461.18 /  5549.31, epsilon=  0.960, speed=  81.27, gear= 3, damage= 0.00
Ep:22 step:80(12023), a_t=[s= 0.02, t= 0.639328, b= 0.000000], r_t=[r=-74.65, prog= 1.34, pen=-75.99, r_old=-74.65], Reward=  8262.98 /  8121.71 /  5549.31, epsilon=  0.960, speed=  39.47, gear= 2, damage= 98.00
META = 1 ... Running backwards
=============================================================
 starting episode: 23/2000
Client connected on 3103..............
Ep:23 step:0(12025), a_t=[s=-0.10, t= 0.603470, b= 0.000000], r_t=[r= 0.43, prog= 0.43, pen=-0.00, r_old= 0.43], Reward=  0.43 /  0.43 /  8218.37, epsilon=  0.960, speed=  0.14, gear= 1, damage= 0.00
Ep:23 step:20(12045), a_t=[s= 0.40, t= 0.481279, b= 0.000000], r_t=[r= 89.68, prog= 112.36, pen=-22.67, r_old= 89.68], Reward=  927.27 /  927.27 /  8218.37, epsilon=  0.960, speed=  37.95, gear= 1, damage= 0.00
Ep:23 step:40(12065), a_t=[s=-0.45, t= 0.546249, b= 0.000000], r_t=[r= 39.51, prog= 117.92, pen=-78.41, r_old= 39.51], Reward=  1525.38 /  1510.75 /  8218.37, epsilon=  0.960, speed=  39.50, gear= 1, damage= 288.00
Ep:23 step:60(12085), a_t=[s=-0.19, t= 0.629349, b= 0.000000], r_t=[r= 166.90, prog= 196.65, pen=-29.75, r_old= 166.90], Reward=  3512.46 /  3497.83 /  8218.37, epsilon=  0.960, speed=  65.71, gear= 2, damage= 288.00
Ep:23 step:80(12105), a_t=[s= 0.39, t= 0.651544, b= 0.000000], r_t=[r= 206.29, prog= 240.26, pen=-33.97, r_old= 206.29], Reward=  7004.80 /  6990.17 /  8218.37, epsilon=  0.960, speed=  81.16, gear= 2, damage= 288.00
Ep:23 step:100(12125), a_t=[s=-0.19, t= 0.550318, b= 0.000000], r_t=[r= 143.03, prog= 260.41, pen=-117.38, r_old= 143.03], Reward=  10956.58 /  10941.94 /  8218.37, epsilon=  0.960, speed=  87.72, gear= 3, damage= 288.00
Ep:23 step:120(12145), a_t=[s= 0.10, t= 0.511481, b= 0.000000], r_t=[r= 188.35, prog= 260.10, pen=-71.74, r_old= 188.35], Reward=  14044.13 /  14029.50 /  8218.37, epsilon=  0.960, speed=  87.01, gear= 3, damage= 288.00
Ep:23 step:140(12165), a_t=[s= 0.04, t= 0.404171, b= 0.000000], r_t=[r= 118.48, prog= 233.04, pen=-114.56, r_old= 118.48], Reward=  17807.10 /  17792.46 /  8218.37, epsilon=  0.960, speed=  80.20, gear= 2, damage= 288.00
Ep:23 step:160(12185), a_t=[s= 1.00, t= 0.485002, b= 0.000000], r_t=[r= 236.18, prog= 245.28, pen=-9.10, r_old= 236.18], Reward=  20750.16 /  20735.53 /  8218.37, epsilon=  0.960, speed=  81.77, gear= 3, damage= 288.00
Ep:23 step:180(12205), a_t=[s=-0.32, t= 0.655096, b= 0.000000], r_t=[r= 122.56, prog= 253.68, pen=-131.11, r_old= 122.56], Reward=  25076.46 /  25061.82 /  8218.37, epsilon=  0.960, speed=  93.24, gear= 3, damage= 288.00
META = 1 ... Running backwards
=============================================================
 starting episode: 24/2000
### TORCS is RELAUNCHED ###
Client connected on 3103..............
Ep:24 step:0(12217), a_t=[s=-1.00, t= 0.414278, b= 0.000000], r_t=[r= 0.20, prog= 0.20, pen=-0.00, r_old= 0.20], Reward=  0.20 /  0.20 /  25494.93, epsilon=  0.959, speed=  0.07, gear= 1, damage= 0.00
Ep:24 step:20(12237), a_t=[s= 0.56, t= 0.532000, b= 0.000000], r_t=[r= 62.31, prog= 110.04, pen=-47.73, r_old= 62.31], Reward=  865.58 /  865.58 /  25494.93, epsilon=  0.959, speed=  40.47, gear= 1, damage= 0.00
Ep:24 step:40(12257), a_t=[s= 0.73, t= 0.364213, b= 0.000000], r_t=[r= 159.58, prog= 192.74, pen=-33.16, r_old= 159.58], Reward=  2802.18 /  2802.18 /  25494.93, epsilon=  0.959, speed=  64.31, gear= 2, damage= 0.00
Ep:24 step:60(12277), a_t=[s=-0.11, t= 0.426662, b= 0.000000], r_t=[r= 160.79, prog= 240.41, pen=-79.62, r_old= 160.79], Reward=  6355.36 /  6355.36 /  25494.93, epsilon=  0.959, speed=  80.14, gear= 3, damage= 0.00
Ep:24 step:80(12297), a_t=[s= 1.00, t= 0.418336, b= 0.000000], r_t=[r= 143.22, prog= 246.00, pen=-102.79, r_old= 143.22], Reward=  9614.82 /  9614.82 /  25494.93, epsilon=  0.959, speed=  83.01, gear= 3, damage= 0.00
Ep:24 step:100(12317), a_t=[s=-0.16, t= 0.505755, b= 0.000000], r_t=[r= 84.46, prog= 199.59, pen=-115.13, r_old= 84.46], Reward=  11820.40 /  11820.40 /  25494.93, epsilon=  0.959, speed=  77.76, gear= 2, damage= 0.00
Ep:24 step:120(12337), a_t=[s= 1.00, t= 0.466501, b= 0.000000], r_t=[r= 30.02, prog= 150.64, pen=-120.62, r_old=-5.00], Reward=  12895.06 /  12800.23 /  25494.93, epsilon=  0.959, speed=  57.23, gear= 1, damage= 451.00
Ep:24 step:140(12357), a_t=[s= 0.45, t= 0.593251, b= 0.000000], r_t=[r=-0.10, prog= 0.07, pen=-0.17, r_old=-0.10], Reward=  12955.81 /  12813.25 /  25494.93, epsilon=  0.959, speed=  0.07, gear= 1, damage= 452.00
Ep:24 step:160(12377), a_t=[s= 1.00, t= 0.477408, b= 0.000000], r_t=[r=-0.22, prog= 0.17, pen=-0.39, r_old=-0.22], Reward=  12953.48 /  12810.92 /  25494.93, epsilon=  0.959, speed=  0.16, gear= 1, damage= 452.00
Ep:24 step:180(12397), a_t=[s= 0.83, t= 0.456220, b= 0.000000], r_t=[r=-0.09, prog= 0.08, pen=-0.17, r_old=-0.09], Reward=  12952.20 /  12809.63 /  25494.93, epsilon=  0.959, speed=  0.07, gear= 1, damage= 452.00
Ep:24 step:200(12417), a_t=[s=-0.10, t= 0.548578, b= 0.000000], r_t=[r=-0.11, prog= 0.11, pen=-0.21, r_old=-0.11], Reward=  12950.77 /  12808.20 /  25494.93, epsilon=  0.959, speed=  0.09, gear= 1, damage= 452.00
Ep:24 step:220(12437), a_t=[s=-0.50, t= 0.557929, b= 0.000000], r_t=[r=-0.04, prog= 0.05, pen=-0.09, r_old=-0.04], Reward=  12948.76 /  12806.20 /  25494.93, epsilon=  0.959, speed=  0.04, gear= 1, damage= 452.00
Ep:24 step:240(12457), a_t=[s= 0.17, t= 0.602715, b= 0.000000], r_t=[r=-0.11, prog= 0.20, pen=-0.31, r_old=-0.11], Reward=  12946.56 /  12803.99 /  25494.93, epsilon=  0.959, speed=  0.13, gear= 1, damage= 452.00
Ep:24 step:260(12477), a_t=[s= 0.75, t= 0.624750, b= 0.000000], r_t=[r=-0.09, prog= 0.29, pen=-0.38, r_old=-0.09], Reward=  12944.27 /  12801.71 /  25494.93, epsilon=  0.959, speed=  0.17, gear= 1, damage= 452.00
Ep:24 step:280(12497), a_t=[s= 0.78, t= 0.508561, b= 0.000000], r_t=[r=-0.12, prog= 0.56, pen=-0.67, r_old=-0.12], Reward=  12942.39 /  12799.83 /  25494.93, epsilon=  0.959, speed=  0.30, gear= 1, damage= 452.00
Ep:24 step:300(12517), a_t=[s= 0.55, t= 0.325276, b= 0.000000], r_t=[r=-0.03, prog= 0.20, pen=-0.23, r_old=-0.03], Reward=  12941.15 /  12798.58 /  25494.93, epsilon=  0.958, speed=  0.10, gear= 1, damage= 452.00
Ep:24 step:320(12537), a_t=[s= 0.53, t= 0.547931, b= 0.000000], r_t=[r=-0.02, prog= 0.47, pen=-0.49, r_old=-0.02], Reward=  12940.12 /  12797.56 /  25494.93, epsilon=  0.958, speed=  0.22, gear= 1, damage= 452.00
Ep:24 step:340(12557), a_t=[s=-0.78, t= 0.531521, b= 0.000000], r_t=[r= 0.02, prog= 0.57, pen=-0.56, r_old= 0.02], Reward=  12940.09 /  12797.52 /  25494.93, epsilon=  0.958, speed=  0.26, gear= 1, damage= 452.00
Ep:24 step:360(12577), a_t=[s= 0.71, t= 0.575906, b= 0.000000], r_t=[r= 0.12, prog= 1.45, pen=-1.33, r_old= 0.12], Reward=  12940.99 /  12798.43 /  25494.93, epsilon=  0.958, speed=  0.62, gear= 1, damage= 452.00
Ep:24 step:380(12597), a_t=[s= 0.26, t= 0.700468, b= 0.000000], r_t=[r= 0.46, prog= 2.67, pen=-2.22, r_old= 0.46], Reward=  12945.34 /  12802.77 /  25494.93, epsilon=  0.958, speed=  1.07, gear= 1, damage= 452.00
Ep:24 step:400(12617), a_t=[s= 0.72, t= 0.562526, b= 0.000000], r_t=[r= 2.52, prog= 9.16, pen=-6.64, r_old= 2.52], Reward=  12961.41 /  12818.84 /  25494.93, epsilon=  0.958, speed=  3.36, gear= 1, damage= 452.00
Ep:24 step:420(12637), a_t=[s= 0.85, t= 0.540014, b= 0.000000], r_t=[r= 13.02, prog= 30.22, pen=-17.20, r_old= 13.02], Reward=  13046.37 /  12903.81 /  25494.93, epsilon=  0.958, speed=  10.12, gear= 1, damage= 452.00
Ep:24 step:440(12657), a_t=[s=-0.74, t= 0.511403, b= 0.000000], r_t=[r= 163.65, prog= 178.48, pen=-14.83, r_old= 163.65], Reward=  14387.01 /  14244.45 /  25494.93, epsilon=  0.958, speed=  59.50, gear= 2, damage= 452.00
Ep:24 step:460(12677), a_t=[s= 1.00, t= 0.495883, b= 0.000000], r_t=[r=-10.01, prog= 187.48, pen=-197.48, r_old=-69.00], Reward=  17494.42 /  17292.86 /  25494.93, epsilon=  0.958, speed=  66.82, gear= 2, damage= 521.00
META = 1 ... Running backwards
=============================================================
 starting episode: 25/2000
Client connected on 3103..............
Ep:25 step:0(12688), a_t=[s= 1.00, t= 0.691765, b= 0.000000], r_t=[r= 0.76, prog= 0.76, pen=-0.00, r_old= 0.76], Reward=  0.76 /  0.76 /  25494.93, epsilon=  0.958, speed=  0.25, gear= 1, damage= 0.00
Ep:25 step:20(12708), a_t=[s= 0.21, t= 0.498729, b= 0.000000], r_t=[r= 79.28, prog= 96.50, pen=-17.22, r_old= 79.28], Reward=  889.29 /  889.29 /  25494.93, epsilon=  0.958, speed=  35.43, gear= 1, damage= 0.00
Ep:25 step:40(12728), a_t=[s= 0.97, t= 0.631951, b= 0.000000], r_t=[r= 154.40, prog= 209.68, pen=-55.28, r_old= 154.40], Reward=  3479.45 /  3479.45 /  25494.93, epsilon=  0.958, speed=  69.91, gear= 2, damage= 0.00
Ep:25 step:60(12748), a_t=[s= 0.53, t= 0.474318, b= 0.000000], r_t=[r=-17.80, prog= 104.74, pen=-122.53, r_old=-17.80], Reward=  5802.88 /  5668.87 /  25494.93, epsilon=  0.958, speed=  58.18, gear= 2, damage= 64.00
META = 1 ... Running backwards
=============================================================
 starting episode: 26/2000
Client connected on 3103..............
Ep:26 step:0(12751), a_t=[s= 0.74, t= 0.586296, b= 0.000000], r_t=[r= 0.51, prog= 0.51, pen=-0.00, r_old= 0.51], Reward=  0.51 /  0.51 /  25494.93, epsilon=  0.958, speed=  0.17, gear= 1, damage= 0.00
Ep:26 step:20(12771), a_t=[s= 0.91, t= 0.469147, b= 0.000000], r_t=[r= 92.92, prog= 108.87, pen=-15.95, r_old= 92.92], Reward=  990.39 /  990.39 /  25494.93, epsilon=  0.958, speed=  38.92, gear= 1, damage= 0.00
Ep:26 step:40(12791), a_t=[s=-0.42, t= 0.599421, b= 0.000000], r_t=[r= 87.29, prog= 222.71, pen=-135.42, r_old= 87.29], Reward=  3487.71 /  3487.71 /  25494.93, epsilon=  0.958, speed=  76.38, gear= 2, damage= 0.00
Ep:26 step:60(12811), a_t=[s= 0.78, t= 0.453783, b= 0.000000], r_t=[r= 238.09, prog= 240.62, pen=-2.52, r_old= 238.09], Reward=  6277.22 /  6225.42 /  25494.93, epsilon=  0.957, speed=  80.22, gear= 3, damage= 57.00
Ep:26 step:80(12831), a_t=[s=-0.53, t= 0.315572, b= 0.000000], r_t=[r= 217.00, prog= 261.90, pen=-44.90, r_old= 217.00], Reward=  10886.26 /  10834.46 /  25494.93, epsilon=  0.957, speed=  87.64, gear= 3, damage= 57.00
Ep:26 step:100(12851), a_t=[s=-0.49, t= 0.346743, b= 0.000000], r_t=[r= 244.00, prog= 281.00, pen=-36.99, r_old= 244.00], Reward=  14180.69 /  14128.89 /  25494.93, epsilon=  0.957, speed=  96.58, gear= 3, damage= 57.00
Ep:26 step:120(12871), a_t=[s=-0.79, t= 0.487152, b= 0.000000], r_t=[r= 4.21, prog= 143.80, pen=-139.59, r_old= 4.21], Reward=  17119.39 /  16969.07 /  25494.93, epsilon=  0.957, speed=  73.49, gear= 2, damage= 66.00
META = 1 ... Running backwards
=============================================================
 starting episode: 27/2000
Client connected on 3103..............
Ep:27 step:0(12874), a_t=[s= 0.54, t= 0.327986, b= 0.000000], r_t=[r= 0.62, prog= 0.62, pen=-0.00, r_old= 0.62], Reward=  0.62 /  0.62 /  25494.93, epsilon=  0.957, speed=  0.21, gear= 1, damage= 0.00
Ep:27 step:20(12894), a_t=[s=-1.00, t= 0.603211, b= 0.000000], r_t=[r= 89.70, prog= 113.13, pen=-23.43, r_old= 89.70], Reward=  1019.68 /  1019.68 /  25494.93, epsilon=  0.957, speed=  39.03, gear= 1, damage= 0.00
Ep:27 step:40(12914), a_t=[s= 0.08, t= 0.625907, b= 0.000000], r_t=[r= 145.54, prog= 214.16, pen=-68.62, r_old= 145.54], Reward=  3696.12 /  3696.12 /  25494.93, epsilon=  0.957, speed=  71.81, gear= 2, damage= 0.00
Ep:27 step:60(12934), a_t=[s= 0.69, t= 0.600567, b= 0.000000], r_t=[r= 174.04, prog= 238.61, pen=-64.57, r_old= 174.04], Reward=  7204.42 /  7204.42 /  25494.93, epsilon=  0.957, speed=  79.82, gear= 2, damage= 0.00
META = 1 ... Running backwards
=============================================================
 starting episode: 28/2000
Waiting for server on 3103............
Count Down : 5
Client connected on 3103..............
Ep:28 step:0(12947), a_t=[s=-0.34, t= 0.399819, b= 0.000000], r_t=[r= 0.03, prog= 0.03, pen=-0.00, r_old= 0.03], Reward=  0.03 /  0.03 /  25494.93, epsilon=  0.957, speed=  0.01, gear= 1, damage= 0.00
Ep:28 step:20(12967), a_t=[s=-1.00, t= 0.582912, b= 0.000000], r_t=[r= 91.87, prog= 113.90, pen=-22.03, r_old= 91.87], Reward=  888.48 /  888.48 /  25494.93, epsilon=  0.957, speed=  38.23, gear= 1, damage= 0.00
Ep:28 step:40(12987), a_t=[s=-0.24, t= 0.311250, b= 0.000000], r_t=[r= 160.64, prog= 182.54, pen=-21.90, r_old= 160.64], Reward=  3303.45 /  3303.45 /  25494.93, epsilon=  0.957, speed=  62.48, gear= 2, damage= 0.00
Ep:28 step:60(13007), a_t=[s=-0.36, t= 0.365990, b= 0.000000], r_t=[r= 158.01, prog= 241.11, pen=-83.10, r_old= 158.01], Reward=  6384.36 /  6384.36 /  25494.93, epsilon=  0.957, speed=  80.38, gear= 2, damage= 0.00
Ep:28 step:80(13027), a_t=[s=-1.00, t= 0.500924, b= 0.000000], r_t=[r= 182.55, prog= 239.61, pen=-57.06, r_old= 182.55], Reward=  10247.57 /  10247.57 /  25494.93, epsilon=  0.957, speed=  84.96, gear= 3, damage= 0.00
Ep:28 step:100(13047), a_t=[s= 0.09, t= 0.698527, b= 0.000000], r_t=[r= 225.44, prog= 268.54, pen=-43.10, r_old= 225.44], Reward=  14732.58 /  14732.58 /  25494.93, epsilon=  0.957, speed=  90.55, gear= 3, damage= 0.00
Ep:28 step:120(13067), a_t=[s= 1.00, t= 0.489570, b= 0.000000], r_t=[r= 96.08, prog= 217.45, pen=-121.37, r_old= 96.08], Reward=  18221.07 /  18221.07 /  25494.93, epsilon=  0.957, speed=  76.55, gear= 2, damage= 0.00
Ep:28 step:140(13087), a_t=[s= 0.22, t= 0.483741, b= 0.000000], r_t=[r= 210.55, prog= 239.78, pen=-29.23, r_old= 210.55], Reward=  22101.48 /  22101.48 /  25494.93, epsilon=  0.957, speed=  80.07, gear= 2, damage= 0.00
Ep:28 step:160(13107), a_t=[s=-1.00, t= 0.434290, b= 0.000000], r_t=[r= 210.47, prog= 240.73, pen=-30.26, r_old= 210.47], Reward=  24822.48 /  24677.58 /  25494.93, epsilon=  0.957, speed=  80.99, gear= 3, damage= 118.00
Ep:28 step:180(13127), a_t=[s= 0.38, t= 0.502359, b= 0.000000], r_t=[r= 101.25, prog= 229.99, pen=-128.74, r_old= 101.25], Reward=  27451.43 /  27182.73 /  25494.93, epsilon=  0.956, speed=  76.78, gear= 2, damage= 316.00
META = 1 ... Running backwards
=============================================================
 starting episode: 29/2000
Client connected on 3103..............
Ep:29 step:0(13137), a_t=[s= 0.11, t= 0.555525, b= 0.000000], r_t=[r= 0.39, prog= 0.39, pen=-0.00, r_old= 0.39], Reward=  0.39 /  0.39 /  27625.80, epsilon=  0.956, speed=  0.13, gear= 1, damage= 0.00
Ep:29 step:20(13157), a_t=[s= 0.28, t= 0.519177, b= 0.000000], r_t=[r= 87.78, prog= 141.83, pen=-54.06, r_old= 87.78], Reward=  1040.32 /  1040.32 /  27625.80, epsilon=  0.956, speed=  49.13, gear= 1, damage= 0.00
Ep:29 step:40(13177), a_t=[s=-0.74, t= 0.469243, b= 0.000000], r_t=[r= 161.78, prog= 205.03, pen=-43.25, r_old= 161.78], Reward=  3549.76 /  3549.76 /  27625.80, epsilon=  0.956, speed=  72.26, gear= 2, damage= 0.00
Ep:29 step:60(13197), a_t=[s= 0.46, t= 0.499807, b= 0.000000], r_t=[r= 206.21, prog= 230.39, pen=-24.18, r_old= 206.21], Reward=  7673.40 /  7673.40 /  27625.80, epsilon=  0.956, speed=  79.29, gear= 2, damage= 0.00
Ep:29 step:80(13217), a_t=[s=-1.00, t= 0.469378, b= 0.000000], r_t=[r= 194.47, prog= 230.87, pen=-36.40, r_old= 194.47], Reward=  11669.55 /  11669.55 /  27625.80, epsilon=  0.956, speed=  76.96, gear= 2, damage= 0.00
Ep:29 step:100(13237), a_t=[s= 0.00, t= 0.431172, b= 0.000000], r_t=[r= 48.15, prog= 149.77, pen=-101.62, r_old= 48.15], Reward=  14012.58 /  13925.16 /  27625.80, epsilon=  0.956, speed=  76.76, gear= 2, damage= 17.00
Ep:29 step:120(13257), a_t=[s= 1.00, t= 0.553479, b= 0.000000], r_t=[r= 81.19, prog= 169.50, pen=-88.31, r_old= 81.19], Reward=  14679.34 /  14512.43 /  27625.80, epsilon=  0.956, speed=  56.53, gear= 2, damage= 661.00
META = 1 ... Running backwards
Ep:29 step:140(13277), a_t=[s=-1.00, t= 0.417583, b= 0.000000], r_t=[r= 2.33, prog= 0.86, pen= 1.46, r_old= 2.33], Reward=  15201.59 /  15034.68 /  27625.80, epsilon=  0.956, speed= -2.98, gear= 1, damage= 661.00
=============================================================
 starting episode: 30/2000
### TORCS is RELAUNCHED ###
Client connected on 3103..............
Ep:30 step:0(13278), a_t=[s= 0.75, t= 0.495417, b= 0.000000], r_t=[r= 0.25, prog= 0.25, pen=-0.00, r_old= 0.25], Reward=  0.25 /  0.25 /  27625.80, epsilon=  0.956, speed=  0.08, gear= 1, damage= 0.00
Ep:30 step:20(13298), a_t=[s= 0.88, t= 0.531402, b= 0.000000], r_t=[r= 94.36, prog= 104.53, pen=-10.17, r_old= 94.36], Reward=  995.13 /  995.13 /  27625.80, epsilon=  0.956, speed=  35.16, gear= 1, damage= 0.00
Ep:30 step:40(13318), a_t=[s=-0.64, t= 0.524087, b= 0.000000], r_t=[r= 14.85, prog= 107.09, pen=-92.25, r_old= 14.85], Reward=  2627.08 /  2592.66 /  27625.80, epsilon=  0.956, speed=  43.90, gear= 1, damage= 21.00
META = 1 ... Running backwards
=============================================================
 starting episode: 31/2000
Client connected on 3103..............
Ep:31 step:0(13326), a_t=[s= 1.00, t= 0.543862, b= 0.000000], r_t=[r= 0.56, prog= 0.56, pen=-0.00, r_old= 0.56], Reward=  0.56 /  0.56 /  27625.80, epsilon=  0.956, speed=  0.19, gear= 1, damage= 0.00
Ep:31 step:20(13346), a_t=[s=-1.00, t= 0.437145, b= 0.000000], r_t=[r= 113.58, prog= 147.97, pen=-34.39, r_old= 113.58], Reward=  1082.40 /  1082.40 /  27625.80, epsilon=  0.956, speed=  49.33, gear= 1, damage= 0.00
Ep:31 step:40(13366), a_t=[s=-1.00, t= 0.432269, b= 0.000000], r_t=[r= 199.11, prog= 220.16, pen=-21.05, r_old= 199.11], Reward=  3581.50 /  3581.50 /  27625.80, epsilon=  0.956, speed=  73.76, gear= 2, damage= 0.00
Ep:31 step:60(13386), a_t=[s=-0.03, t= 0.418185, b= 0.000000], r_t=[r= 170.09, prog= 263.20, pen=-93.11, r_old= 170.09], Reward=  7377.42 /  7377.42 /  27625.80, epsilon=  0.956, speed=  88.51, gear= 3, damage= 0.00
Ep:31 step:80(13406), a_t=[s=-0.51, t= 0.494509, b= 0.000000], r_t=[r= 212.39, prog= 264.78, pen=-52.39, r_old= 212.39], Reward=  11427.82 /  11427.82 /  27625.80, epsilon=  0.956, speed=  89.37, gear= 3, damage= 0.00
