=============================================================
 starting episode: 0/2000
Client connected on 3105..............
Ep:0 step:0(1), a_t=[s= 0.24, t= 0.550774, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 / -inf, epsilon=  1.000, speed=  0.10, gear= 0, damage= 0.00
Ep:23 step:300(16427), a_t=[s=-0.76, t= 0.354653, b= 0.000000], r_t=[r= 104.25, prog= 170.77, pen=-66.51, r_old= 104.25], Reward=  2179.20 /  2179.20 /  8043.95, epsilon=  0.952, speed=  57.07, gear= 2, damage= 602.00
META = 1 ... Running backwards
=============================================================
 starting episode: 24/2000
### TORCS is RELAUNCHED ###
Client connected on 3105..............
Ep:24 step:0(16438), a_t=[s=-1.00, t= 0.602523, b= 0.000000], r_t=[r=-0.04, prog=-0.04, pen= 0.00, r_old=-0.04], Reward= -0.04 / -0.04 /  8043.95, epsilon=  0.952, speed= -0.01, gear= 1, damage= 0.00
Ep:24 step:20(16458), a_t=[s=-0.90, t= 0.589511, b= 0.000000], r_t=[r=-30.78, prog= 30.46, pen=-61.24, r_old=-30.78], Reward=  373.57 /  373.57 /  8043.95, epsilon=  0.952, speed=  29.81, gear= 1, damage= 0.00
Ep:24 step:40(16478), a_t=[s= 1.00, t= 0.566727, b= 0.004482], r_t=[r=-0.13, prog= 0.15, pen=-0.28, r_old=-0.13], Reward= -139.15 / -139.15 /  8043.95, epsilon=  0.952, speed=  0.10, gear= 1, damage= 335.00
Ep:24 step:60(16498), a_t=[s= 0.57, t= 0.715080, b= 0.000000], r_t=[r=-0.27, prog= 0.37, pen=-0.64, r_old=-0.27], Reward= -143.35 / -143.35 /  8043.95, epsilon=  0.952, speed=  0.22, gear= 1, damage= 335.00
Ep:24 step:80(16518), a_t=[s= 0.85, t= 0.540652, b= 0.000000], r_t=[r=-0.03, prog= 0.05, pen=-0.07, r_old=-0.03], Reward= -146.77 / -146.77 /  8043.95, epsilon=  0.952, speed=  0.03, gear= 1, damage= 335.00
Ep:24 step:100(16538), a_t=[s= 0.41, t= 0.564366, b= 0.000000], r_t=[r=-0.28, prog= 0.58, pen=-0.86, r_old=-0.28], Reward= -150.74 / -150.74 /  8043.95, epsilon=  0.952, speed=  0.31, gear= 1, damage= 335.00
Ep:24 step:120(16558), a_t=[s=-0.57, t= 0.568703, b= 0.000000], r_t=[r=-0.13, prog= 0.35, pen=-0.48, r_old=-0.13], Reward= -154.85 / -154.85 /  8043.95, epsilon=  0.951, speed=  0.17, gear= 1, damage= 335.00
Ep:24 step:140(16578), a_t=[s=-0.28, t= 0.728426, b= 0.000000], r_t=[r=-0.23, prog= 0.98, pen=-1.22, r_old=-0.23], Reward= -159.31 / -159.31 /  8043.95, epsilon=  0.951, speed=  0.45, gear= 1, damage= 335.00
Ep:24 step:160(16598), a_t=[s=-0.69, t= 0.515169, b= 0.000000], r_t=[r=-0.13, prog= 0.79, pen=-0.92, r_old=-0.13], Reward= -162.11 / -162.11 /  8043.95, epsilon=  0.951, speed=  0.34, gear= 1, damage= 335.00
Ep:24 step:180(16618), a_t=[s=-0.07, t= 0.488071, b= 0.000000], r_t=[r=-0.08, prog= 0.91, pen=-0.99, r_old=-0.08], Reward= -164.91 / -164.91 /  8043.95, epsilon=  0.951, speed=  0.38, gear= 1, damage= 335.00
Ep:24 step:200(16638), a_t=[s=-1.00, t= 0.608342, b= 0.000000], r_t=[r=-0.01, prog= 1.51, pen=-1.52, r_old=-0.01], Reward= -166.53 / -166.53 /  8043.95, epsilon=  0.951, speed=  0.59, gear= 1, damage= 335.00
Ep:24 step:220(16658), a_t=[s= 1.00, t= 0.454313, b= 0.000000], r_t=[r= 0.50, prog= 5.46, pen=-4.96, r_old= 0.50], Reward= -162.81 / -162.81 /  8043.95, epsilon=  0.951, speed=  1.99, gear= 1, damage= 335.00
Ep:24 step:240(16678), a_t=[s=-0.07, t= 0.541304, b= 0.000000], r_t=[r= 6.56, prog= 27.36, pen=-20.80, r_old= 6.56], Reward= -108.82 / -108.82 /  8043.95, epsilon=  0.951, speed=  9.21, gear= 1, damage= 335.00
Ep:24 step:260(16698), a_t=[s= 0.01, t= 0.557293, b= 0.000000], r_t=[r= 40.98, prog= 139.62, pen=-98.64, r_old= 40.98], Reward=  362.04 /  362.04 /  8043.95, epsilon=  0.951, speed=  47.00, gear= 1, damage= 335.00
Ep:24 step:280(16718), a_t=[s=-0.95, t= 0.578637, b= 0.000000], r_t=[r= 35.17, prog= 114.51, pen=-79.34, r_old= 35.17], Reward=  1349.02 /  1349.02 /  8043.95, epsilon=  0.951, speed=  40.77, gear= 1, damage= 336.00
META = 1 ... Running backwards
=============================================================
 starting episode: 25/2000
Waiting for server on 3105............
Count Down : 5
Client connected on 3105..............
Ep:25 step:0(16729), a_t=[s= 0.05, t= 0.526574, b= 0.000000], r_t=[r= 0.28, prog= 0.28, pen=-0.00, r_old= 0.28], Reward=  0.28 /  0.28 /  8043.95, epsilon=  0.951, speed=  0.09, gear= 1, damage= 0.00
Ep:25 step:20(16749), a_t=[s=-0.59, t= 0.515461, b= 0.000000], r_t=[r= 14.05, prog= 72.00, pen=-57.94, r_old= 14.05], Reward=  566.58 /  566.58 /  8043.95, epsilon=  0.951, speed=  33.26, gear= 1, damage= 0.00
Ep:25 step:40(16769), a_t=[s= 1.00, t= 0.464370, b= 0.000000], r_t=[r=-0.29, prog= 1.24, pen=-1.53, r_old=-0.29], Reward=  224.30 /  224.30 /  8043.95, epsilon=  0.951, speed=  0.57, gear= 1, damage= 258.00
Ep:25 step:60(16789), a_t=[s= 1.00, t= 0.592528, b= 0.000000], r_t=[r=-0.26, prog= 1.74, pen=-2.00, r_old=-0.26], Reward=  220.85 /  220.85 /  8043.95, epsilon=  0.951, speed=  0.76, gear= 1, damage= 258.00
Ep:25 step:80(16809), a_t=[s=-0.18, t= 0.463936, b= 0.000000], r_t=[r=-0.10, prog= 1.04, pen=-1.13, r_old=-0.10], Reward=  218.47 /  218.47 /  8043.95, epsilon=  0.951, speed=  0.43, gear= 1, damage= 258.00
Ep:25 step:100(16829), a_t=[s= 1.00, t= 0.416456, b= 0.000000], r_t=[r=-0.05, prog= 1.90, pen=-1.95, r_old=-0.05], Reward=  216.79 /  216.79 /  8043.95, epsilon=  0.951, speed=  0.76, gear= 1, damage= 258.00
Ep:25 step:120(16849), a_t=[s=-0.06, t= 0.436675, b= 0.000000], r_t=[r= 0.18, prog= 1.69, pen=-1.51, r_old= 0.18], Reward=  220.96 /  220.96 /  8043.95, epsilon=  0.951, speed=  0.62, gear= 1, damage= 258.00
Ep:25 step:140(16869), a_t=[s= 0.77, t= 0.765483, b= 0.000000], r_t=[r= 19.28, prog= 63.88, pen=-44.60, r_old= 19.28], Reward=  330.37 /  330.37 /  8043.95, epsilon=  0.950, speed=  21.31, gear= 1, damage= 258.00
Ep:25 step:160(16889), a_t=[s= 0.17, t= 0.549714, b= 0.000000], r_t=[r= 23.85, prog= 81.94, pen=-58.09, r_old= 23.85], Reward=  987.39 /  987.39 /  8043.95, epsilon=  0.950, speed=  28.37, gear= 1, damage= 434.00
Ep:25 step:180(16909), a_t=[s=-0.13, t= 0.681936, b= 0.000000], r_t=[r= 68.42, prog= 149.07, pen=-80.64, r_old= 68.42], Reward=  1738.86 /  1738.86 /  8043.95, epsilon=  0.950, speed=  49.72, gear= 1, damage= 435.00
META = 1 ... Running backwards
=============================================================
 starting episode: 26/2000
Client connected on 3105..............
Ep:26 step:0(16917), a_t=[s=-0.33, t= 0.410404, b= 0.000000], r_t=[r=-0.09, prog=-0.09, pen= 0.00, r_old=-0.09], Reward= -0.09 / -0.09 /  8043.95, epsilon=  0.950, speed= -0.03, gear= 1, damage= 0.00
Ep:26 step:20(16937), a_t=[s=-1.00, t= 0.498090, b= 0.000000], r_t=[r= 79.21, prog= 119.09, pen=-39.88, r_old= 79.21], Reward=  982.98 /  982.98 /  8043.95, epsilon=  0.950, speed=  43.60, gear= 1, damage= 0.00
Ep:26 step:40(16957), a_t=[s= 0.21, t= 0.531681, b= 0.000000], r_t=[r=-0.36, prog= 0.28, pen=-0.64, r_old=-0.36], Reward= -81.25 / -81.25 /  8043.95, epsilon=  0.950, speed=  0.22, gear= 1, damage= 959.00
Ep:26 step:60(16977), a_t=[s= 1.00, t= 0.558851, b= 0.000000], r_t=[r=-0.30, prog= 0.25, pen=-0.55, r_old=-0.30], Reward= -84.36 / -84.36 /  8043.95, epsilon=  0.950, speed=  0.19, gear= 1, damage= 959.00
Ep:26 step:80(16997), a_t=[s= 1.00, t= 0.680274, b= 0.000000], r_t=[r=-0.20, prog= 0.19, pen=-0.40, r_old=-0.20], Reward= -87.71 / -87.71 /  8043.95, epsilon=  0.950, speed=  0.14, gear= 1, damage= 959.00
Ep:26 step:100(17017), a_t=[s= 0.02, t= 0.627527, b= 0.000000], r_t=[r=-0.12, prog= 0.14, pen=-0.26, r_old=-0.12], Reward= -90.82 / -90.82 /  8043.95, epsilon=  0.950, speed=  0.09, gear= 1, damage= 959.00
Ep:26 step:120(17037), a_t=[s= 1.00, t= 0.333784, b= 0.000000], r_t=[r=-0.23, prog= 0.33, pen=-0.56, r_old=-0.23], Reward= -94.36 / -94.36 /  8043.95, epsilon=  0.950, speed=  0.20, gear= 1, damage= 959.00
Ep:26 step:140(17057), a_t=[s= 0.07, t= 0.432246, b= 0.000000], r_t=[r=-0.05, prog=-0.16, pen= 0.10, r_old=-0.05], Reward= -97.76 / -97.76 /  8043.95, epsilon=  0.950, speed= -0.09, gear= 1, damage= 959.00
Ep:26 step:160(17077), a_t=[s=-0.25, t= 0.573752, b= 0.000000], r_t=[r=-0.32, prog= 0.66, pen=-0.98, r_old=-0.32], Reward= -101.44 / -101.44 /  8043.95, epsilon=  0.950, speed=  0.36, gear= 1, damage= 959.00
Ep:26 step:180(17097), a_t=[s= 1.00, t= 0.514092, b= 0.000000], r_t=[r=-0.36, prog= 0.93, pen=-1.29, r_old=-0.36], Reward= -105.22 / -105.22 /  8043.95, epsilon=  0.950, speed=  0.48, gear= 1, damage= 959.00
Ep:26 step:200(17117), a_t=[s= 1.00, t= 0.472385, b= 0.000000], r_t=[r=-0.14, prog= 0.48, pen=-0.62, r_old=-0.14], Reward= -108.83 / -108.83 /  8043.95, epsilon=  0.950, speed=  0.23, gear= 1, damage= 959.00
Ep:26 step:220(17137), a_t=[s=-0.60, t= 0.522293, b= 0.000000], r_t=[r=-0.16, prog= 0.79, pen=-0.95, r_old=-0.16], Reward= -112.11 / -112.11 /  8043.95, epsilon=  0.950, speed=  0.36, gear= 1, damage= 959.00
Ep:26 step:240(17157), a_t=[s=-0.13, t= 0.606550, b= 0.000000], r_t=[r=-0.15, prog= 1.10, pen=-1.24, r_old=-0.15], Reward= -115.33 / -115.33 /  8043.95, epsilon=  0.949, speed=  0.48, gear= 1, damage= 959.00
Ep:26 step:260(17177), a_t=[s= 1.00, t= 0.591516, b= 0.000000], r_t=[r=-0.12, prog= 2.26, pen=-2.38, r_old=-0.12], Reward= -117.26 / -117.26 /  8043.95, epsilon=  0.949, speed=  0.93, gear= 1, damage= 959.00
Ep:26 step:280(17197), a_t=[s= 1.00, t= 0.518077, b= 0.000000], r_t=[r= 0.18, prog= 4.68, pen=-4.50, r_old= 0.18], Reward= -117.43 / -117.43 /  8043.95, epsilon=  0.949, speed=  1.81, gear= 1, damage= 959.00
Ep:26 step:300(17217), a_t=[s=-0.70, t= 0.518453, b= 0.000000], r_t=[r= 0.13, prog= 1.38, pen=-1.26, r_old= 0.13], Reward= -114.24 / -114.24 /  8043.95, epsilon=  0.949, speed=  0.51, gear= 1, damage= 959.00
Ep:26 step:320(17237), a_t=[s=-0.08, t= 0.758666, b= 0.000000], r_t=[r= 2.76, prog= 13.15, pen=-10.40, r_old= 2.76], Reward= -92.94 / -92.94 /  8043.95, epsilon=  0.949, speed=  4.55, gear= 1, damage= 959.00
Ep:26 step:340(17257), a_t=[s=-0.75, t= 0.405762, b= 0.000000], r_t=[r= 26.06, prog= 95.08, pen=-69.02, r_old= 26.06], Reward=  159.96 /  159.96 /  8043.95, epsilon=  0.949, speed=  33.27, gear= 1, damage= 959.00
Ep:26 step:360(17277), a_t=[s=-0.88, t= 0.536206, b= 0.000000], r_t=[r= 60.26, prog= 152.22, pen=-91.97, r_old= 60.26], Reward=  1188.97 /  1188.97 /  8043.95, epsilon=  0.949, speed=  51.15, gear= 2, damage= 975.00
META = 1 ... Running backwards
=============================================================
 starting episode: 27/2000
Waiting for server on 3105............
Count Down : 5
Client connected on 3105..............
Ep:27 step:0(17290), a_t=[s=-0.19, t= 0.538781, b= 0.000000], r_t=[r= 0.39, prog= 0.39, pen=-0.00, r_old= 0.39], Reward=  0.39 /  0.39 /  8043.95, epsilon=  0.949, speed=  0.13, gear= 1, damage= 0.00
Ep:27 step:20(17310), a_t=[s= 0.39, t= 0.546129, b= 0.000000], r_t=[r=-3.36, prog= 60.52, pen=-63.87, r_old=-3.36], Reward=  508.64 /  508.64 /  8043.95, epsilon=  0.949, speed=  33.29, gear= 1, damage= 0.00
Ep:27 step:40(17330), a_t=[s= 0.68, t= 0.631672, b= 0.000000], r_t=[r= 20.60, prog= 75.04, pen=-54.44, r_old= 20.60], Reward=  404.98 /  404.98 /  8043.95, epsilon=  0.949, speed=  25.19, gear= 1, damage= 202.00
Ep:27 step:60(17350), a_t=[s= 0.83, t= 0.499509, b= 0.000000], r_t=[r=-0.32, prog= 51.68, pen=-52.00, r_old=-0.32], Reward=  1211.64 /  1211.64 /  8043.95, epsilon=  0.949, speed=  22.41, gear= 1, damage= 256.00
Ep:27 step:80(17370), a_t=[s=-0.81, t= 0.523194, b= 0.000000], r_t=[r= 45.94, prog= 98.81, pen=-52.86, r_old= 45.94], Reward=  1589.50 /  1589.50 /  8043.95, epsilon=  0.949, speed=  33.04, gear= 1, damage= 256.00
META = 1 ... Running backwards
=============================================================
 starting episode: 28/2000
Waiting for server on 3105............
Count Down : 5
Client connected on 3105..............
Ep:28 step:0(17385), a_t=[s=-0.63, t= 0.621253, b= 0.000000], r_t=[r= 0.53, prog= 0.53, pen=-0.00, r_old= 0.53], Reward=  0.53 /  0.53 /  8043.95, epsilon=  0.949, speed=  0.18, gear= 1, damage= 0.00
Ep:28 step:20(17405), a_t=[s=-0.22, t= 0.687272, b= 0.065618], r_t=[r= 25.89, prog= 73.22, pen=-47.32, r_old= 25.89], Reward=  651.23 /  651.23 /  8043.95, epsilon=  0.949, speed=  31.22, gear= 1, damage= 0.00
Ep:28 step:40(17425), a_t=[s= 0.24, t= 0.405668, b= 0.000000], r_t=[r=-0.13, prog= 0.14, pen=-0.27, r_old=-0.13], Reward= -111.97 / -111.97 /  8043.95, epsilon=  0.949, speed=  0.10, gear= 1, damage= 596.00
Ep:28 step:60(17445), a_t=[s= 0.82, t= 0.623328, b= 0.000000], r_t=[r=-0.30, prog= 0.43, pen=-0.72, r_old=-0.30], Reward= -117.40 / -117.40 /  8043.95, epsilon=  0.949, speed=  0.26, gear= 1, damage= 596.00
Ep:28 step:80(17465), a_t=[s= 1.00, t= 0.596802, b= 0.000000], r_t=[r=-0.26, prog= 0.49, pen=-0.75, r_old=-0.26], Reward= -122.81 / -122.81 /  8043.95, epsilon=  0.948, speed=  0.27, gear= 1, damage= 596.00
Ep:28 step:100(17485), a_t=[s= 1.00, t= 0.424990, b= 0.000000], r_t=[r=-0.22, prog= 0.52, pen=-0.74, r_old=-0.22], Reward= -127.03 / -127.03 /  8043.95, epsilon=  0.948, speed=  0.27, gear= 1, damage= 596.00
Ep:28 step:120(17505), a_t=[s= 0.47, t= 0.409669, b= 0.000000], r_t=[r=-0.15, prog= 0.46, pen=-0.61, r_old=-0.15], Reward= -131.20 / -131.20 /  8043.95, epsilon=  0.948, speed=  0.22, gear= 1, damage= 596.00
Ep:28 step:140(17525), a_t=[s=-0.32, t= 0.445978, b= 0.000000], r_t=[r=-0.05, prog= 0.23, pen=-0.28, r_old=-0.05], Reward= -134.72 / -134.72 /  8043.95, epsilon=  0.948, speed=  0.10, gear= 1, damage= 596.00
Ep:28 step:160(17545), a_t=[s= 1.00, t= 0.401469, b= 0.000000], r_t=[r=-0.12, prog= 0.86, pen=-0.98, r_old=-0.12], Reward= -138.12 / -138.12 /  8043.95, epsilon=  0.948, speed=  0.37, gear= 1, damage= 596.00
Ep:28 step:180(17565), a_t=[s= 1.00, t= 0.688998, b= 0.000000], r_t=[r=-0.16, prog= 3.08, pen=-3.24, r_old=-0.16], Reward= -140.92 / -140.92 /  8043.95, epsilon=  0.948, speed=  1.25, gear= 1, damage= 596.00
Ep:28 step:200(17585), a_t=[s=-0.02, t= 0.624684, b= 0.000000], r_t=[r= 0.08, prog= 2.24, pen=-2.16, r_old= 0.08], Reward= -141.10 / -141.10 /  8043.95, epsilon=  0.948, speed=  0.86, gear= 1, damage= 596.00
Ep:28 step:220(17605), a_t=[s=-0.52, t= 0.657780, b= 0.000000], r_t=[r= 0.22, prog= 2.61, pen=-2.39, r_old= 0.22], Reward= -137.77 / -137.77 /  8043.95, epsilon=  0.948, speed=  0.96, gear= 1, damage= 596.00
Ep:28 step:240(17625), a_t=[s= 0.66, t= 0.439422, b= 0.000000], r_t=[r= 5.66, prog= 24.59, pen=-18.93, r_old= 5.66], Reward= -103.99 / -103.99 /  8043.95, epsilon=  0.948, speed=  8.35, gear= 1, damage= 596.00
Ep:28 step:260(17645), a_t=[s=-1.00, t= 0.493201, b= 0.000000], r_t=[r= 35.57, prog= 135.65, pen=-100.08, r_old= 35.57], Reward=  294.44 /  294.44 /  8043.95, epsilon=  0.948, speed=  46.74, gear= 1, damage= 597.00
Ep:28 step:280(17665), a_t=[s=-0.33, t= 0.411604, b= 0.000000], r_t=[r= 41.14, prog= 114.50, pen=-73.36, r_old= 41.14], Reward=  802.56 /  802.56 /  8043.95, epsilon=  0.948, speed=  38.59, gear= 1, damage= 624.00
META = 1 ... Running backwards
=============================================================
 starting episode: 29/2000
Waiting for server on 3105............
Count Down : 5
Client connected on 3105..............
Ep:29 step:0(17683), a_t=[s=-0.99, t= 0.646692, b= 0.000000], r_t=[r= 0.07, prog= 0.07, pen=-0.00, r_old= 0.07], Reward=  0.07 /  0.07 /  8043.95, epsilon=  0.948, speed=  0.02, gear= 1, damage= 0.00
Ep:29 step:20(17703), a_t=[s=-0.52, t= 0.629357, b= 0.000000], r_t=[r=-1.96, prog= 54.07, pen=-56.03, r_old=-1.96], Reward=  519.71 /  519.71 /  8043.95, epsilon=  0.948, speed=  30.92, gear= 1, damage= 0.00
Ep:29 step:40(17723), a_t=[s= 0.27, t= 0.631861, b= 0.000000], r_t=[r=-0.16, prog= 0.27, pen=-0.43, r_old=-0.16], Reward= -167.62 / -167.62 /  8043.95, epsilon=  0.948, speed=  0.15, gear= 1, damage= 477.00
Ep:29 step:60(17743), a_t=[s= 0.95, t= 0.541303, b= 0.000000], r_t=[r=-0.36, prog= 0.76, pen=-1.12, r_old=-0.36], Reward= -172.72 / -172.72 /  8043.95, epsilon=  0.948, speed=  0.40, gear= 1, damage= 477.00
Ep:29 step:80(17763), a_t=[s= 1.00, t= 0.733643, b= 0.000000], r_t=[r=-0.34, prog= 0.91, pen=-1.25, r_old=-0.34], Reward= -176.46 / -176.46 /  8043.95, epsilon=  0.947, speed=  0.45, gear= 1, damage= 477.00
Ep:29 step:100(17783), a_t=[s= 0.92, t= 0.551273, b= 0.000000], r_t=[r=-0.22, prog= 0.81, pen=-1.02, r_old=-0.22], Reward= -180.44 / -180.44 /  8043.95, epsilon=  0.947, speed=  0.37, gear= 1, damage= 477.00
Ep:29 step:120(17803), a_t=[s= 0.14, t= 0.493902, b= 0.000000], r_t=[r=-0.12, prog= 0.69, pen=-0.82, r_old=-0.12], Reward= -184.28 / -184.28 /  8043.95, epsilon=  0.947, speed=  0.30, gear= 1, damage= 477.00
Ep:29 step:140(17823), a_t=[s= 0.38, t= 0.528678, b= 0.000000], r_t=[r=-0.11, prog= 1.13, pen=-1.23, r_old=-0.11], Reward= -187.29 / -187.29 /  8043.95, epsilon=  0.947, speed=  0.47, gear= 1, damage= 477.00
Ep:29 step:160(17843), a_t=[s= 0.34, t= 0.417415, b= 0.000000], r_t=[r=-0.02, prog= 1.02, pen=-1.05, r_old=-0.02], Reward= -189.07 / -189.07 /  8043.95, epsilon=  0.947, speed=  0.40, gear= 1, damage= 477.00
Ep:29 step:180(17863), a_t=[s=-0.62, t= 0.556501, b= 0.000000], r_t=[r= 0.09, prog= 1.24, pen=-1.15, r_old= 0.09], Reward= -187.27 / -187.27 /  8043.95, epsilon=  0.947, speed=  0.46, gear= 1, damage= 477.00
Ep:29 step:200(17883), a_t=[s= 0.68, t= 0.446074, b= 0.000000], r_t=[r= 2.75, prog= 12.19, pen=-9.45, r_old= 2.75], Reward= -146.65 / -146.65 /  8043.95, epsilon=  0.947, speed=  4.14, gear= 1, damage= 477.00
Ep:29 step:220(17903), a_t=[s= 0.72, t= 0.565552, b= 0.000000], r_t=[r= 18.41, prog= 64.40, pen=-45.99, r_old= 18.41], Reward=  53.05 /  53.05 /  8043.95, epsilon=  0.947, speed=  21.70, gear= 1, damage= 477.00
Ep:29 step:240(17923), a_t=[s= 1.00, t= 0.458918, b= 0.000000], r_t=[r= 40.47, prog= 104.03, pen=-63.56, r_old= 40.47], Reward=  635.43 /  635.43 /  8043.95, epsilon=  0.947, speed=  34.68, gear= 1, damage= 542.00
Ep:29 step:260(17943), a_t=[s=-0.90, t= 0.477984, b= 0.000000], r_t=[r= 21.45, prog= 98.95, pen=-77.49, r_old= 21.45], Reward=  1602.45 /  1602.45 /  8043.95, epsilon=  0.947, speed=  38.05, gear= 1, damage= 543.00
META = 1 ... Running backwards
=============================================================
 starting episode: 30/2000
### TORCS is RELAUNCHED ###
Client connected on 3105..............
Ep:30 step:0(17947), a_t=[s=-0.57, t= 0.670028, b= 0.000000], r_t=[r= 0.30, prog= 0.30, pen=-0.00, r_old= 0.30], Reward=  0.30 /  0.30 /  8043.95, epsilon=  0.947, speed=  0.10, gear= 1, damage= 0.00
Ep:30 step:20(17967), a_t=[s=-0.52, t= 0.415339, b= 0.000000], r_t=[r= 23.45, prog= 90.73, pen=-67.28, r_old= 23.45], Reward=  798.01 /  798.01 /  8043.95, epsilon=  0.947, speed=  40.65, gear= 1, damage= 0.00
Ep:30 step:40(17987), a_t=[s= 1.00, t= 0.482901, b= 0.000000], r_t=[r= 0.00, prog=-0.00, pen= 0.01, r_old= 0.00], Reward= -189.17 / -189.17 /  8043.95, epsilon=  0.947, speed= -0.01, gear= 1, damage= 815.00
Ep:30 step:60(18007), a_t=[s= 0.06, t= 0.340407, b= 0.000000], r_t=[r=-0.30, prog= 0.14, pen=-0.44, r_old=-0.30], Reward= -192.55 / -192.55 /  8043.95, epsilon=  0.947, speed=  0.15, gear= 1, damage= 815.00
Ep:30 step:80(18027), a_t=[s=-0.49, t= 0.546523, b= 0.000000], r_t=[r=-0.42, prog= 0.20, pen=-0.62, r_old=-0.42], Reward= -196.06 / -196.06 /  8043.95, epsilon=  0.947, speed=  0.21, gear= 1, damage= 815.00
Ep:30 step:100(18047), a_t=[s= 0.13, t= 0.592142, b= 0.000000], r_t=[r=-0.29, prog= 0.16, pen=-0.44, r_old=-0.29], Reward= -198.86 / -198.86 /  8043.95, epsilon=  0.947, speed=  0.15, gear= 1, damage= 815.00
Ep:30 step:120(18067), a_t=[s=-0.20, t= 0.657260, b= 0.000000], r_t=[r=-0.10, prog= 0.06, pen=-0.16, r_old=-0.10], Reward= -202.49 / -202.49 /  8043.95, epsilon=  0.946, speed=  0.06, gear= 1, damage= 815.00
Ep:30 step:140(18087), a_t=[s= 0.48, t= 0.536722, b= 0.000000], r_t=[r=-0.14, prog= 0.10, pen=-0.24, r_old=-0.14], Reward= -205.72 / -205.72 /  8043.95, epsilon=  0.946, speed=  0.08, gear= 1, damage= 815.00
Ep:30 step:160(18107), a_t=[s= 0.69, t= 0.480531, b= 0.000000], r_t=[r=-0.01, prog=-0.04, pen= 0.03, r_old=-0.01], Reward= -209.36 / -209.36 /  8043.95, epsilon=  0.946, speed= -0.03, gear= 1, damage= 815.00
Ep:30 step:180(18127), a_t=[s= 0.79, t= 0.537355, b= 0.000000], r_t=[r=-0.45, prog= 0.47, pen=-0.92, r_old=-0.45], Reward= -212.64 / -212.64 /  8043.95, epsilon=  0.946, speed=  0.32, gear= 1, damage= 815.00
Ep:30 step:200(18147), a_t=[s= 0.37, t= 0.541980, b= 0.000000], r_t=[r=-0.18, prog= 0.22, pen=-0.40, r_old=-0.18], Reward= -215.66 / -215.66 /  8043.95, epsilon=  0.946, speed=  0.14, gear= 1, damage= 815.00
Ep:30 step:220(18167), a_t=[s=-0.25, t= 0.507961, b= 0.000000], r_t=[r=-0.25, prog= 0.36, pen=-0.61, r_old=-0.25], Reward= -219.15 / -219.15 /  8043.95, epsilon=  0.946, speed=  0.22, gear= 1, damage= 815.00
Ep:30 step:240(18187), a_t=[s= 0.14, t= 0.481566, b= 0.000000], r_t=[r=-0.00, prog=-0.00, pen= 0.00, r_old=-0.00], Reward= -221.86 / -221.86 /  8043.95, epsilon=  0.946, speed= -0.00, gear= 1, damage= 815.00
Ep:30 step:260(18207), a_t=[s= 0.39, t= 0.486843, b= 0.000000], r_t=[r=-0.21, prog= 0.45, pen=-0.65, r_old=-0.21], Reward= -225.97 / -225.97 /  8043.95, epsilon=  0.946, speed=  0.24, gear= 1, damage= 815.00
Ep:30 step:280(18227), a_t=[s=-0.37, t= 0.497260, b= 0.000000], r_t=[r=-0.09, prog= 0.25, pen=-0.33, r_old=-0.09], Reward= -229.70 / -229.70 /  8043.95, epsilon=  0.946, speed=  0.12, gear= 1, damage= 815.00
Ep:30 step:300(18247), a_t=[s=-0.58, t= 0.347962, b= 0.000000], r_t=[r=-0.10, prog= 0.37, pen=-0.47, r_old=-0.10], Reward= -233.10 / -233.10 /  8043.95, epsilon=  0.946, speed=  0.17, gear= 1, damage= 815.00
Ep:30 step:320(18267), a_t=[s= 1.00, t= 0.554707, b= 0.000000], r_t=[r=-0.24, prog= 1.40, pen=-1.64, r_old=-0.24], Reward= -237.19 / -237.19 /  8043.95, epsilon=  0.946, speed=  0.62, gear= 1, damage= 815.00
Ep:30 step:340(18287), a_t=[s= 0.45, t= 0.524141, b= 0.000000], r_t=[r=-0.16, prog= 1.76, pen=-1.92, r_old=-0.16], Reward= -240.02 / -240.02 /  8043.95, epsilon=  0.946, speed=  0.74, gear= 1, damage= 815.00
Ep:30 step:360(18307), a_t=[s= 1.00, t= 0.598078, b= 0.000000], r_t=[r=-0.01, prog= 3.36, pen=-3.37, r_old=-0.01], Reward= -241.55 / -241.55 /  8043.95, epsilon=  0.946, speed=  1.33, gear= 1, damage= 815.00
Ep:30 step:380(18327), a_t=[s= 1.00, t= 0.554934, b= 0.000000], r_t=[r= 0.31, prog= 5.41, pen=-5.10, r_old= 0.31], Reward= -240.39 / -240.39 /  8043.95, epsilon=  0.946, speed=  2.05, gear= 1, damage= 815.00
Ep:30 step:400(18347), a_t=[s= 0.81, t= 0.497008, b= 0.000000], r_t=[r= 3.55, prog= 18.29, pen=-14.74, r_old= 3.55], Reward= -223.08 / -223.08 /  8043.95, epsilon=  0.946, speed=  6.34, gear= 1, damage= 815.00
Ep:30 step:420(18367), a_t=[s=-0.20, t= 0.696454, b= 0.014713], r_t=[r= 42.29, prog= 133.97, pen=-91.68, r_old= 42.29], Reward=  125.03 /  125.03 /  8043.95, epsilon=  0.945, speed=  44.79, gear= 1, damage= 815.00
